西元年,月,日,峰値負載_MW,備轉容量_MW,備轉容量率_pct
2025,8,12,3956.4,664.1,16.79
2025,8,13,3609.3,759.6,21.05
2025,8,14,3911.3,687.6,17.58
2025,8,15,3944.1,712.4,18.06
2025,8,16,3518.9,892.7,25.37
2025,8,17,3344.7,269.4,8.05
2025,8,18,3964.9,742.0,18.71
2025,8,19,3992.3,702.3,17.59
2025,8,20,3985.8,709.1,17.79
2025,8,21,3877.2,897.5,23.15
2025,8,22,3931.6,815.1,20.73
2025,8,23,3512.5,1185.4,33.75
2025,8,24,3379.7,979.3,28.98
2025,8,25,4007.4,686.5,17.13
2025,8,26,4027.1,696.4,17.29
2025,8,27,3818.6,582.3,15.25
2025,8,28,3932.6,614.6,15.63
2025,8,29,3972.5,713.9,17.97
2025,8,30,3521.4,1063.0,30.19
2025,8,31,3368.2,336.4,9.99
2025,9,1,3819.2,618.4,16.19
2025,9,2,3856.8,617.5,16.01
2025,9,3,3909.6,723.2,18.50
2025,9,4,3931.4,758.9,19.30
2025,9,5,3940.4,654.0,16.60
2025,9,6,3623.4,861.7,23.78
2025,9,7,3363.3,947.1,28.16
2025,9,8,3914.3,660.3,16.87
2025,9,9,3963.4,519.3,13.10
2025,9,10,4073.0,367.6,9.03
2025,9,11,3966.0,633.7,15.98
2025,9,12,3966.2,613.0,15.46
2025,9,13,3517.5,789.1,22.43
2025,9,14,3357.6,256.6,7.64
2025,9,15,3961.8,491.1,12.40
2025,9,16,3971.4,336.9,8.48
2025,9,17,3987.9,423.3,10.61
2025,9,18,3899.8,238.3,6.11
2025,9,19,3949.5,414.7,10.50
2025,9,20,3519.5,857.8,24.37
2025,9,21,3332.1,292.5,8.78
2025,9,22,3851.9,567.3,14.73
2025,9,23,3576.5,217.4,6.08
2025,9,24,3760.5,354.8,9.43
2025,9,25,3909.7,625.4,16.00
2025,9,26,3721.7,313.8,8.43
2025,9,27,3432.3,720.1,20.98
2025,9,28,3267.0,220.1,6.74
2025,9,29,3325.0,834.7,25.10
2025,9,30,3909.5,550.0,14.07
2025,10,1,3922.4,478.1,12.19
2025,10,2,3885.9,565.0,14.54
2025,10,3,3900.4,441.7,11.32
2025,10,4,3525.3,852.5,24.18
2025,10,5,3267.2,939.8,28.76
2025,10,6,3291.0,312.5,9.50
2025,10,7,3881.3,696.8,17.95
2025,10,8,3855.9,644.1,16.70
2025,10,9,3822.3,819.8,21.45
2025,10,10,3411.0,862.6,25.29
2025,10,11,3332.8,781.5,23.45
2025,10,12,3282.6,295.3,9.00
2025,10,13,3875.3,581.7,15.01
2025,10,14,3910.4,544.0,13.91
2025,10,15,3867.5,572.8,14.81
2025,10,16,3890.2,588.5,15.13
2025,10,17,3893.5,515.0,13.23
2025,10,18,3497.6,798.8,22.84
2025,10,19,3151.0,520.8,16.53
2025,10,20,3529.0,709.0,20.09
2025,10,21,3418.3,680.5,19.91
2025,10,22,3372.8,556.5,16.50
2025,10,23,3394.0,573.9,16.91
2025,10,24,2956.2,759.7,25.70
2025,10,25,2976.1,297.8,10.01
2025,10,26,2861.8,303.4,10.60
2025,10,27,3223.1,564.3,17.51
2025,10,28,3294.3,683.2,20.74
2025,10,29,3293.6,758.5,23.03
2025,10,30,3410.0,724.1,21.23
2025,10,31,3310.2,932.9,28.18
2025,11,1,2894.2,331.2,11.44
2025,11,2,2785.6,449.8,16.15
2025,11,3,3185.0,822.6,25.83
2025,11,4,3254.4,797.9,24.52
2025,11,5,3316.1,573.0,17.28
2025,11,6,3397.8,704.0,20.72
2025,11,7,3465.2,657.4,18.97
2025,11,8,3036.0,353.6,11.65
2025,11,9,2945.0,451.9,15.34
2025,11,10,3299.8,377.3,11.43
2025,11,11,3239.8,755.9,23.33
2025,11,12,3026.0,693.9,22.93
2025,11,13,3234.7,912.5,28.21
2025,11,14,3206.5,814.4,25.40
2025,11,15,2899.0,412.5,14.23
2025,11,16,2870.7,272.0,9.48
2025,11,17,3262.2,703.0,21.55
2025,11,18,3136.7,697.3,22.23
2025,11,19,3012.5,542.0,17.99
2025,11,20,3048.3,856.8,28.11
2025,11,21,3063.2,828.5,27.05
2025,11,22,2812.0,399.1,14.19
2025,11,23,2796.1,294.5,10.53
2025,11,24,3158.2,439.2,13.91
2025,11,25,3040.9,1090.0,35.84
2025,11,26,3037.6,602.4,19.83
2025,11,27,3046.6,606.5,19.91
2025,11,28,3019.6,740.3,24.52
2025,11,29,2821.4,394.5,13.98
2025,11,30,2773.9,345.2,12.44
2025,12,1,3139.4,801.5,25.53
2025,12,2,3168.9,1013.2,31.97
2025,12,3,3049.0,688.0,22.56
2025,12,4,3007.7,972.4,32.33
2025,12,5,3014.0,994.0,32.98
2025,12,6,2788.4,413.7,14.84
2025,12,7,2752.0,295.6,10.74
2025,12,8,3025.3,1040.1,34.38
2025,12,9,3061.6,441.0,14.40
2025,12,10,3119.1,885.6,28.39
2025,12,11,3073.0,956.4,31.12
2025,12,12,3047.1,919.5,30.18
2025,12,13,2810.8,449.9,16.01
2025,12,14,2693.3,435.4,16.17
2025,12,15,2981.3,423.9,14.22
2025,12,16,3041.8,807.1,26.53
2025,12,17,3054.3,786.9,25.76
2025,12,18,3066.2,972.4,31.71
2025,12,19,3070.4,483.8,15.76
2025,12,20,2857.4,307.2,10.75
2025,12,21,2702.8,463.2,17.14
2025,12,22,2982.0,838.2,28.11
2025,12,23,3060.3,427.9,13.98
2025,12,24,3079.7,509.8,16.55
2025,12,25,2818.9,486.6,17.26
2025,12,26,2876.9,503.4,17.50
2025,12,27,2750.7,511.6,18.60
2025,12,28,2705.4,485.5,17.95
2025,12,29,2927.7,655.7,22.40
2025,12,30,2951.7,681.2,23.08
2025,12,31,2905.7,1034.8,35.61
2026,1,1,2729.8,365.3,13.38
2026,1,2,2854.1,361.9,12.68
2026,1,3,2744.2,417.8,15.22
2026,1,4,2746.0,220.3,8.02
2026,1,5,2963.0,414.6,13.99
2026,1,6,3007.3,802.0,26.67
2026,1,7,3038.7,336.9,11.09
2026,1,8,3040.4,386.5,12.71
2026,1,9,3011.8,837.4,27.80
2026,1,10,2835.6,280.1,9.88
2026,1,11,2822.9,376.4,13.33
2026,1,12,3018.4,727.6,24.11
2026,1,13,3007.4,393.7,13.09
2026,1,14,3010.4,595.6,19.78
2026,1,15,3026.8,746.0,24.65
2026,1,16,3019.5,400.7,13.27
2026,1,17,2818.8,509.2,18.06
2026,1,18,2760.7,519.0,18.80
2026,1,19,3015.1,533.9,17.71
2026,1,20,3016.1,580.2,19.24
2026,1,21,3047.6,339.4,11.14
2026,1,22,3101.2,251.6,8.11
2026,1,23,3002.4,618.7,20.61
2026,1,24,2855.0,295.5,10.35
2026,1,25,2798.0,353.7,12.64
2026,1,26,3028.4,538.5,17.78
2026,1,27,3038.3,839.3,27.62
2026,1,28,3029.1,505.8,16.70
2026,1,29,3024.8,988.5,32.68
2026,1,30,3050.8,832.4,27.28
2026,1,31,2806.0,553.4,19.72
2026,2,1,2788.2,430.5,15.44
2026,2,2,3034.0,797.2,26.28
2026,2,3,3012.3,366.7,12.17
2026,2,4,3065.8,452.2,14.75
2026,2,5,3106.4,900.4,28.99
2026,2,6,3167.4,445.4,14.06
2026,2,7,2834.7,434.2,15.32
2026,2,8,2862.8,259.4,9.06
2026,2,9,3046.7,769.5,25.26
2026,2,10,3011.9,266.8,8.86
2026,2,11,3007.7,716.0,23.81
2026,2,12,2944.0,776.9,26.39
2026,2,13,2798.0,1112.3,39.75
2026,2,14,2676.8,371.7,13.89
2026,2,15,2611.7,338.0,12.94
2026,2,16,2430.8,675.6,27.79
2026,2,17,2344.7,578.1,24.66
2026,2,18,2341.5,661.7,28.26
2026,2,19,2426.3,443.1,18.26
2026,2,20,2502.6,508.2,20.31
2026,2,21,2574.3,468.9,18.21
2026,2,22,2633.1,764.6,29.04
2026,2,23,3038.5,712.0,23.43
2026,2,24,3102.2,595.9,19.21
2026,2,25,3107.9,1080.4,34.76
2026,2,26,3130.2,483.6,15.45
2026,2,27,2802.2,700.1,24.98
2026,2,28,2773.9,467.2,16.84
2026,3,1,2812.7,268.2,9.54
2026,3,2,3245.8,708.2,21.82
2026,3,3,3083.0,654.9,21.24
2026,3,4,3077.8,675.9,21.96
2026,3,5,3116.3,499.5,16.03
2026,3,6,3093.9,915.5,29.59
2026,3,7,2801.7,321.8,11.49
2026,3,8,2791.5,287.6,10.30
2026,3,9,3102.2,963.7,31.07
2026,3,10,3090.8,517.6,16.75
2026,3,11,3047.7,754.5,24.76
2026,3,12,3045.4,693.9,22.79
2026,3,13,3000.9,646.5,21.54
2026,3,14,2806.7,297.0,10.58
2026,3,15,2783.3,267.8,9.62
2026,3,16,3063.8,717.3,23.41
2026,3,17,3104.4,616.1,19.85
2026,3,18,3176.0,589.4,18.56
2026,3,19,3138.9,718.8,22.90
2026,3,20,3166.4,978.3,30.90
2026,3,21,2821.6,393.6,13.95
2026,3,22,2819.0,300.8,10.67
2026,3,23,3178.7,550.6,17.32
2026,3,24,3251.3,629.6,19.36
2026,3,25,3241.7,677.1,20.89
2026,3,26,3249.6,743.8,22.89
2026,3,27,3213.7,771.5,24.01
2026,3,28,2923.2,443.0,15.15
2026,3,29,2862.1,347.4,12.14
2026,3,30,3313.4,686.6,20.72
