西元年,月,日,峰値負載_MW,備轉容量_MW,備轉容量率_pct
2019,11,20,2893.5,334.7,11.57
2019,11,21,2952.0,299.6,10.15
2019,11,22,2950.0,297.0,10.07
2019,11,23,2679.6,269.5,10.06
2019,11,24,2558.4,319.0,12.47
2019,11,25,2934.0,296.9,10.12
2019,11,26,2928.5,331.2,11.31
2019,11,27,2931.2,356.5,12.16
2019,11,28,2861.0,341.8,11.95
2019,11,29,2847.2,339.2,11.91
2019,11,30,2585.5,300.4,11.62
2019,12,1,2483.6,342.5,13.79
2019,12,2,2793.6,346.2,12.39
2019,12,3,2815.7,315.0,11.19
2019,12,4,2847.4,305.3,10.72
2019,12,5,2870.6,302.3,10.53
2019,12,6,2856.3,341.4,11.95
2019,12,7,2582.4,290.1,11.23
2019,12,8,2475.0,295.6,11.94
2019,12,9,2820.7,320.5,11.36
2019,12,10,2845.6,314.6,11.06
2019,12,11,2839.7,320.2,11.28
2019,12,12,2842.2,299.8,10.55
2019,12,13,2837.0,315.4,11.12
2019,12,14,2567.6,303.5,11.82
2019,12,15,2471.7,281.2,11.38
2019,12,16,2885.1,303.9,10.53
2019,12,17,2923.4,318.9,10.91
2019,12,18,2908.5,325.5,11.19
2019,12,19,2895.2,310.7,10.73
2019,12,20,2858.1,314.6,11.01
2019,12,21,2635.2,281.6,10.69
2019,12,22,2511.5,274.7,10.94
2019,12,23,2878.7,333.0,11.57
2019,12,24,2899.6,328.3,11.32
2019,12,25,2896.5,360.6,12.45
2019,12,26,2895.5,326.2,11.27
2019,12,27,2786.7,320.6,11.50
2019,12,28,2534.9,315.2,12.43
2019,12,29,2498.9,289.9,11.60
2019,12,30,2799.1,314.3,11.23
2019,12,31,2736.4,310.7,11.36
2020,1,1,2533.5,279.0,11.01
2020,1,2,2822.3,308.0,10.91
2020,1,3,2829.2,338.3,11.96
2020,1,4,2558.3,363.6,14.21
2020,1,5,2476.1,269.5,10.88
2020,1,6,2864.4,301.0,10.51
2020,1,7,2914.4,310.4,10.65
2020,1,8,2854.4,323.5,11.33
2020,1,9,2873.0,313.1,10.90
2020,1,10,2847.6,329.8,11.58
2020,1,11,2534.2,385.1,15.20
2020,1,12,2484.2,309.1,12.44
2020,1,13,2864.7,315.7,11.02
2020,1,14,2880.1,341.2,11.85
2020,1,15,2843.1,338.6,11.91
2020,1,16,2871.4,300.5,10.47
2020,1,17,2818.6,339.9,12.06
2020,1,18,2606.8,315.9,12.12
2020,1,19,2532.2,333.5,13.17
2020,1,20,2797.0,318.3,11.38
2020,1,21,2751.7,325.9,11.84
2020,1,22,2574.8,388.6,15.09
2020,1,23,2353.1,334.4,14.21
2020,1,24,2154.3,348.3,16.17
2020,1,25,2102.2,355.1,16.89
2020,1,26,2117.4,352.8,16.66
2020,1,27,2171.0,370.4,17.06
2020,1,28,2281.7,365.3,16.01
2020,1,29,2398.4,330.3,13.77
2020,1,30,2632.3,299.1,11.36
2020,1,31,2671.4,336.1,12.58
2020,2,1,2521.1,389.0,15.43
2020,2,2,2481.6,324.7,13.08
2020,2,3,2796.0,408.8,14.62
2020,2,4,2844.3,330.2,11.61
2020,2,5,2839.7,364.3,12.83
2020,2,6,2848.2,334.7,11.75
2020,2,7,2827.5,376.7,13.32
2020,2,8,2563.0,366.0,14.28
2020,2,9,2515.0,308.4,12.26
2020,2,10,2828.3,314.6,11.12
2020,2,11,2866.3,321.9,11.23
2020,2,12,2853.3,334.8,11.73
2020,2,13,2909.4,324.6,11.16
2020,2,14,2919.9,312.3,10.70
2020,2,15,2777.0,299.6,10.79
2020,2,16,2506.2,398.5,15.90
2020,2,17,2830.0,374.4,13.23
2020,2,18,2842.6,424.9,14.95
2020,2,19,2837.4,356.4,12.56
2020,2,20,2861.3,313.1,10.94
2020,2,21,2852.7,313.8,11.00
2020,2,22,2604.7,367.4,14.11
2020,2,23,2506.4,374.0,14.92
2020,2,24,2882.7,301.0,10.44
2020,2,25,2919.6,312.4,10.70
2020,2,26,2946.7,316.7,10.75
2020,2,27,2836.8,425.3,14.99
2020,2,28,2635.6,328.6,12.47
2020,2,29,2567.7,280.6,10.93
2020,3,1,2498.6,332.0,13.29
2020,3,2,2855.7,329.5,11.54
2020,3,3,2918.3,310.6,10.64
2020,3,4,2885.8,375.8,13.02
2020,3,5,2860.8,351.8,12.30
2020,3,6,2856.9,317.9,11.13
2020,3,7,2618.2,371.2,14.18
2020,3,8,2555.7,337.9,13.22
2020,3,9,2965.3,320.8,10.82
2020,3,10,2859.1,393.1,13.75
2020,3,11,2853.1,325.5,11.41
2020,3,12,2934.8,300.2,10.23
2020,3,13,2916.5,309.8,10.62
2020,3,14,2580.2,382.6,14.83
2020,3,15,2483.7,349.3,14.06
2020,3,16,2798.4,482.0,17.22
2020,3,17,2875.3,414.3,14.41
2020,3,18,2911.8,415.3,14.26
2020,3,19,2938.9,308.5,10.50
2020,3,20,2903.0,370.0,12.75
2020,3,21,2663.5,302.0,11.34
2020,3,22,2608.8,308.6,11.83
2020,3,23,2937.2,377.1,12.84
2020,3,24,2947.0,412.5,14.00
2020,3,25,3003.8,357.7,11.91
2020,3,26,3084.2,318.7,10.33
2020,3,27,3126.0,326.4,10.44
2020,3,28,2589.3,406.6,15.70
2020,3,29,2515.2,348.9,13.87
2020,3,30,2871.6,350.8,12.22
2020,3,31,2916.2,332.2,11.39
2020,4,1,2827.8,409.5,14.48
2020,4,2,2544.3,410.8,16.15
2020,4,3,2512.0,374.9,14.92
2020,4,4,2423.8,441.4,18.21
2020,4,5,2434.7,424.9,17.45
2020,4,6,2824.6,405.4,14.35
2020,4,7,2810.8,403.7,14.36
2020,4,8,2824.6,336.4,11.91
2020,4,9,2828.5,367.8,13.00
2020,4,10,2847.0,465.0,16.33
2020,4,11,2575.2,317.9,12.34
2020,4,12,2460.4,280.9,11.42
2020,4,13,2761.4,332.8,12.05
2020,4,14,2788.4,356.3,12.78
2020,4,15,2818.2,349.7,12.41
2020,4,16,2852.8,314.4,11.02
2020,4,17,2899.0,360.9,12.45
2020,4,18,2665.7,348.9,13.09
2020,4,19,2651.8,302.8,11.42
2020,4,20,2998.6,409.1,13.64
2020,4,21,2998.6,437.6,14.59
2020,4,22,2859.5,403.1,14.10
2020,4,23,2805.0,394.8,14.07
2020,4,24,2767.8,394.8,14.26
2020,4,25,2565.9,316.6,12.34
2020,4,26,2511.0,312.0,12.43
2020,4,27,2870.6,381.0,13.27
2020,4,28,2895.5,468.7,16.19
2020,4,29,2953.2,334.6,11.33
2020,4,30,2961.3,486.4,16.43
2020,5,1,2678.6,351.2,13.11
2020,5,2,2647.3,341.4,12.90
2020,5,3,2681.5,296.7,11.06
2020,5,4,3234.0,347.6,10.75
2020,5,5,3332.1,340.0,10.20
2020,5,6,3296.4,342.6,10.39
2020,5,7,3251.0,373.6,11.49
2020,5,8,3379.1,341.4,10.10
2020,5,9,2970.0,382.3,12.87
2020,5,10,2942.4,301.5,10.25
2020,5,11,3320.3,335.0,10.09
2020,5,12,3197.3,376.6,11.78
2020,5,13,3226.4,419.9,13.01
2020,5,14,3344.2,338.2,10.11
2020,5,15,3378.7,362.2,10.72
2020,5,16,3002.8,394.7,13.14
2020,5,17,2869.4,424.1,14.78
2020,5,18,3280.3,408.5,12.45
2020,5,19,3133.6,462.6,14.76
2020,5,20,3150.7,495.1,15.71
2020,5,21,3157.1,398.3,12.62
2020,5,22,3089.2,367.5,11.90
2020,5,23,2689.8,406.1,15.10
2020,5,24,2690.5,428.9,15.94
2020,5,25,3243.8,394.2,12.15
2020,5,26,3289.6,356.3,10.83
2020,5,27,3144.4,493.2,15.69
2020,5,28,3151.9,526.1,16.69
2020,5,29,3254.4,409.8,12.59
2020,5,30,2851.3,418.6,14.68
2020,5,31,2877.6,343.0,11.92
2020,6,1,3366.0,363.3,10.79
2020,6,2,3438.1,407.1,11.84
2020,6,3,3449.0,416.3,12.07
2020,6,4,3493.5,375.4,10.75
2020,6,5,3486.1,368.3,10.56
2020,6,6,3075.2,424.0,13.79
2020,6,7,2812.1,453.5,16.13
2020,6,8,3236.1,458.0,14.15
2020,6,9,3236.0,451.5,13.95
2020,6,10,3377.0,436.7,12.93
2020,6,11,3422.0,398.6,11.65
2020,6,12,3501.0,358.6,10.24
2020,6,13,3155.2,376.4,11.93
2020,6,14,2982.1,457.2,15.33
2020,6,15,3509.6,503.3,14.34
2020,6,16,3567.4,402.2,11.27
2020,6,17,3616.0,397.5,10.99
2020,6,18,3596.4,419.1,11.65
2020,6,19,3634.0,386.2,10.63
2020,6,20,3531.3,367.5,10.41
2020,6,21,3162.4,348.4,11.02
2020,6,22,3662.7,384.9,10.51
2020,6,23,3684.7,376.8,10.23
2020,6,24,3717.0,408.6,10.99
2020,6,25,3185.2,337.9,10.61
2020,6,26,3035.2,390.7,12.87
2020,6,27,3046.6,362.0,11.88
2020,6,28,3110.7,341.2,10.97
2020,6,29,3635.1,401.3,11.04
2020,6,30,3668.2,464.7,12.67
2020,7,1,3633.1,402.9,11.09
2020,7,2,3584.7,445.8,12.44
2020,7,3,3579.8,413.1,11.54
2020,7,4,3192.4,428.7,13.43
2020,7,5,3121.9,347.5,11.13
2020,7,6,3588.8,501.6,13.98
2020,7,7,3632.6,461.0,12.69
2020,7,8,3710.6,431.5,11.63
2020,7,9,3668.6,436.7,11.90
2020,7,10,3683.0,437.9,11.89
2020,7,11,3293.5,367.1,11.15
2020,7,12,3222.3,351.8,10.92
2020,7,13,3752.8,397.4,10.59
2020,7,14,3779.0,392.4,10.38
2020,7,15,3675.5,421.0,11.45
2020,7,16,3590.3,508.5,14.16
2020,7,17,3688.2,425.6,11.54
2020,7,18,3319.3,432.1,13.02
2020,7,19,3183.1,412.8,12.97
2020,7,20,3752.1,426.9,11.38
2020,7,21,3682.5,513.3,13.94
2020,7,22,3736.7,426.6,11.42
2020,7,23,3802.0,384.8,10.12
2020,7,24,3755.7,412.9,10.99
2020,7,25,3283.8,469.7,14.30
2020,7,26,3054.8,471.8,15.44
2020,7,27,3676.0,456.5,12.42
2020,7,28,3633.3,453.1,12.47
2020,7,29,3635.3,484.5,13.33
2020,7,30,3559.2,546.0,15.34
2020,7,31,3630.0,413.8,11.40
2020,8,1,3268.2,412.1,12.61
2020,8,2,3075.4,381.0,12.39
2020,8,3,3371.8,489.8,14.53
2020,8,4,3403.6,435.3,12.79
2020,8,5,3537.4,438.7,12.40
2020,8,6,3659.3,385.3,10.53
2020,8,7,3668.2,386.0,10.52
2020,8,8,3236.1,387.1,11.96
2020,8,9,3116.6,318.7,10.23
2020,8,10,3641.1,372.6,10.23
2020,8,11,3516.7,438.4,12.47
2020,8,12,3653.7,427.0,11.69
2020,8,13,3630.1,465.1,12.81
2020,8,14,3594.1,502.2,13.97
2020,8,15,3120.4,494.1,15.83
2020,8,16,2972.1,462.2,15.55
2020,8,17,3553.8,458.5,12.90
2020,8,18,3627.9,423.6,11.68
2020,8,19,3699.6,386.9,10.46
2020,8,20,3681.8,438.4,11.91
2020,8,21,3682.3,386.2,10.49
2020,8,22,3098.5,339.8,10.97
2020,8,23,3024.5,329.7,10.90
2020,8,24,3648.3,369.4,10.13
2020,8,25,3707.3,381.2,10.28
2020,8,26,3582.7,379.6,10.60
2020,8,27,3510.7,454.5,12.95
2020,8,28,3512.2,427.2,12.16
2020,8,29,3113.8,417.4,13.40
2020,8,30,3067.7,408.6,13.32
2020,8,31,3519.7,471.9,13.41
2020,9,1,3542.0,447.8,12.64
2020,9,2,3649.2,386.9,10.60
2020,9,3,3547.4,481.1,13.56
2020,9,4,3598.0,487.0,13.54
2020,9,5,3075.8,392.3,12.75
2020,9,6,2792.1,387.3,13.87
2020,9,7,3393.7,436.2,12.85
2020,9,8,3513.4,415.5,11.83
2020,9,9,3537.0,417.7,11.81
2020,9,10,3543.8,425.5,12.01
2020,9,11,3559.8,408.4,11.47
2020,9,12,3131.1,338.3,10.80
2020,9,13,3003.0,302.4,10.07
2020,9,14,3564.0,371.8,10.43
2020,9,15,3631.2,372.5,10.26
2020,9,16,3652.1,373.3,10.22
2020,9,17,3684.6,372.4,10.11
2020,9,18,3689.3,372.9,10.11
2020,9,19,3248.6,331.7,10.21
2020,9,20,2951.7,388.5,13.16
2020,9,21,3439.7,456.2,13.26
2020,9,22,3423.7,512.5,14.97
2020,9,23,3468.9,477.2,13.76
2020,9,24,3352.5,543.4,16.21
2020,9,25,3201.2,527.4,16.48
2020,9,26,3109.5,454.7,14.62
2020,9,27,2680.8,448.9,16.75
2020,9,28,3111.3,455.5,14.64
2020,9,29,3174.6,425.9,13.42
2020,9,30,3072.3,528.5,17.20
2020,10,1,2639.8,464.5,17.60
2020,10,2,2707.5,346.0,12.78
2020,10,3,2754.8,341.8,12.41
2020,10,4,2828.1,359.2,12.70
2020,10,5,3250.8,453.9,13.96
2020,10,6,3190.0,423.9,13.29
2020,10,7,3130.7,410.0,13.10
2020,10,8,3081.3,471.8,15.31
2020,10,9,2748.3,431.0,15.68
2020,10,10,2738.7,329.5,12.03
2020,10,11,2743.1,308.8,11.26
2020,10,12,3306.3,336.1,10.17
2020,10,13,3338.9,346.5,10.38
2020,10,14,3279.8,399.2,12.17
2020,10,15,3268.2,392.6,12.01
2020,10,16,3287.8,380.1,11.56
2020,10,17,2802.1,408.7,14.59
2020,10,18,2657.0,394.6,14.85
2020,10,19,3104.6,450.5,14.51
2020,10,20,3163.2,424.4,13.42
2020,10,21,3236.7,330.9,10.22
2020,10,22,3120.2,434.1,13.91
2020,10,23,2969.8,400.3,13.48
2020,10,24,2679.1,389.2,14.53
2020,10,25,2612.6,402.5,15.41
2020,10,26,3109.2,350.3,11.27
2020,10,27,3166.9,340.1,10.74
2020,10,28,3195.9,347.0,10.86
2020,10,29,3127.1,370.8,11.86
2020,10,30,3026.4,421.5,13.93
2020,10,31,2676.3,371.9,13.90
2020,11,1,2612.7,356.9,13.66
2020,11,2,3043.0,352.3,11.58
2020,11,3,2997.4,318.9,10.64
2020,11,4,2978.8,355.1,11.92
2020,11,5,3034.4,331.9,10.94
2020,11,6,3179.2,326.3,10.26
2020,11,7,2820.6,319.9,11.34
2020,11,8,2561.9,392.8,15.33
2020,11,9,2936.8,408.0,13.89
2020,11,10,2981.2,359.0,12.04
2020,11,11,2961.2,370.8,12.52
2020,11,12,3040.3,319.1,10.50
2020,11,13,3018.6,337.3,11.17
2020,11,14,2714.6,336.4,12.39
2020,11,15,2610.2,346.3,13.27
2020,11,16,3096.4,314.7,10.16
2020,11,17,3140.5,320.2,10.20
2020,11,18,3181.6,336.1,10.56
2020,11,19,3206.9,331.4,10.33
2020,11,20,3202.3,364.3,11.38
2020,11,21,2867.5,292.8,10.21
2020,11,22,2688.5,276.5,10.28
2020,11,23,3083.2,314.5,10.20
2020,11,24,3095.0,313.4,10.13
2020,11,25,3149.1,330.6,10.50
2020,11,26,3142.9,314.5,10.01
2020,11,27,3017.4,349.5,11.58
2020,11,28,2683.7,297.7,11.09
2020,11,29,2524.2,328.7,13.02
2020,11,30,2911.7,332.0,11.40
2020,12,1,2957.7,323.7,10.94
2020,12,2,2953.2,305.0,10.33
2020,12,3,2931.0,316.8,10.81
2020,12,4,2938.2,308.4,10.50
2020,12,5,2664.4,361.8,13.58
2020,12,6,2560.6,269.1,10.51
2020,12,7,2972.6,310.6,10.45
2020,12,8,2986.4,316.4,10.59
2020,12,9,3013.5,309.4,10.27
2020,12,10,3019.7,308.6,10.22
2020,12,11,2992.1,312.9,10.46
2020,12,12,2666.4,328.2,12.31
2020,12,13,2545.9,283.0,11.12
2020,12,14,2961.7,302.1,10.20
2020,12,15,2970.2,301.2,10.14
2020,12,16,2979.8,302.1,10.14
2020,12,17,2987.8,300.0,10.04
2020,12,18,2980.2,304.7,10.22
2020,12,19,2674.3,304.7,11.39
2020,12,20,2565.8,361.6,14.09
2020,12,21,2965.0,307.2,10.36
2020,12,22,2990.8,319.9,10.70
2020,12,23,3031.2,307.6,10.15
2020,12,24,2985.7,354.5,11.87
2020,12,25,2929.9,341.8,11.67
2020,12,26,2673.2,306.6,11.47
2020,12,27,2597.7,286.9,11.04
2020,12,28,2949.1,313.5,10.63
2020,12,29,3002.0,309.3,10.30
2020,12,30,2909.3,311.8,10.72
2020,12,31,2844.4,315.4,11.09
2021,1,1,2572,276.7,10.77
2021,1,2,2548.5,293.6,11.52
2021,1,3,2547.6,303.7,11.92
2021,1,4,2973.4,303.2,10.20
2021,1,5,3005.0,306.7,10.21
2021,1,6,3032.7,310.2,10.23
2021,1,7,3050.0,310.2,10.17
2021,1,8,3041.2,310.5,10.21
2021,1,9,2806.8,320.2,11.41
2021,1,10,2725.5,290.6,10.66
2021,1,11,3067.9,309.3,10.08
2021,1,12,3063.3,311.6,10.17
2021,1,13,2999.4,311.4,10.38
2021,1,14,3002.1,313.2,10.43
2021,1,15,2955.5,331.0,11.20
2021,1,16,2712.1,304.6,11.23
2021,1,17,2671.2,303.5,11.36
2021,1,18,2993.8,315.7,10.55
2021,1,19,2999.0,315.9,10.53
2021,1,20,2998.4,314.9,10.50
2021,1,21,3028.5,307.4,10.15
2021,1,22,3009.5,309.7,10.29
2021,1,23,2721.8,320.3,11.77
2021,1,24,2571.7,307.3,11.95
2021,1,25,2979.4,326.9,10.97
2021,1,26,2993.3,321.9,10.75
2021,1,27,2958.8,306.4,10.36
2021,1,28,2955.7,328.6,11.12
2021,1,29,2926.9,320.3,10.94
2021,1,30,2666.2,344.7,12.93
2021,1,31,2545.8,290.6,11.41
2021,2,1,2904.2,293.8,10.12
2021,2,2,2972.6,304.5,10.24
2021,2,3,2962.3,300.6,10.15
2021,2,4,2965.5,313.2,10.56
2021,2,5,2929.1,306.0,10.45
2021,2,6,2667.7,306.6,11.49
2021,2,7,2591.5,276.3,10.66
2021,2,8,2791.5,304.7,10.92
2021,2,9,2611.4,288.0,11.03
2021,2,10,2437.0,288.8,11.85
2021,2,11,2213.3,283.3,12.80
2021,2,12,2191.3,299.2,13.65
2021,2,13,2195.6,302.4,13.77
2021,2,14,2244.0,291.1,12.97
2021,2,15,2346.5,264.5,11.27
2021,2,16,2471.5,300.2,12.15
2021,2,17,2789.1,282.4,10.13
2021,2,18,2853.3,290.7,10.19
2021,2,19,2862.7,288.5,10.08
2021,2,20,2739.2,297.5,10.86
2021,2,21,2525.7,313.9,12.43
2021,2,22,2936.6,298.9,10.18
2021,2,23,2991.9,310.9,10.39
2021,2,24,3003.1,304.9,10.15
2021,2,25,3007.2,302.9,10.07
2021,2,26,2973.9,304.1,10.23
2021,2,27,2645.6,275.8,10.42
2021,2,28,2501.7,267.2,10.68
2021,3,1,2655.6,283.2,10.66
2021,3,2,2941.6,322.1,10.95
2021,3,3,2967.7,307.5,10.36
2021,3,4,2978.5,308.8,10.37
2021,3,5,2986.9,326.8,10.94
2021,3,6,2691.2,280.5,10.42
2021,3,7,2579.4,275.2,10.67
2021,3,8,2977.2,311.0,10.45
2021,3,9,2994.7,304.8,10.18
2021,3,10,2990.6,305.5,10.22
2021,3,11,3004.0,307.7,10.24
2021,3,12,2992.8,327.2,10.93
2021,3,13,2679.7,307.5,11.48
2021,3,14,2564.1,293.3,11.44
2021,3,15,3008.8,307.4,10.22
2021,3,16,3068.4,308.7,10.06
2021,3,17,3071.6,318.3,10.36
2021,3,18,3072.4,321.4,10.46
2021,3,19,3086.5,313.7,10.16
2021,3,20,2774.7,283.9,10.23
2021,3,21,2568.8,318.6,12.40
2021,3,22,2960.7,322.4,10.89
2021,3,23,2972.6,353.7,11.90
2021,3,24,3005.0,305.9,10.18
2021,3,25,2985.4,327.2,10.96
2021,3,26,2992.9,327.9,10.96
2021,3,27,2769.3,320.0,11.56
2021,3,28,2686.4,291.9,10.87
2021,3,29,3146.0,318.1,10.11
2021,3,30,3205.6,326.2,10.18
2021,3,31,3209.4,322.9,10.06
2021,4,1,3200.5,347.0,10.84
2021,4,2,2909.3,316.0,10.86
2021,4,3,2763.0,305.7,11.06
2021,4,4,2521.8,299.4,11.87
2021,4,5,2606.3,287.3,11.02
2021,4,6,2983.0,320.1,10.73
2021,4,7,2988.5,324.7,10.86
2021,4,8,3008.3,329.8,10.96
2021,4,9,2947.6,321.1,10.89
2021,4,10,2701.7,296.6,10.98
2021,4,11,2662.3,284.8,10.70
2021,4,12,3115.2,320.5,10.29
2021,4,13,3162.3,319.5,10.10
2021,4,14,3061.0,323.5,10.57
2021,4,15,3069.2,320.8,10.45
2021,4,16,3066.9,332.0,10.83
2021,4,17,2755.1,288.3,10.46
2021,4,18,2612.8,286.3,10.96
2021,4,19,3076.0,309.1,10.05
2021,4,20,3133.2,321.4,10.26
2021,4,21,3188.4,330.2,10.36
2021,4,22,3276.5,328.5,10.03
2021,4,23,3213.5,333.5,10.38
2021,4,24,2841.3,298.9,10.52
2021,4,25,2654.1,291.1,10.97
2021,4,26,3132.8,319.8,10.21
2021,4,27,3176.7,347.4,10.94
2021,4,28,3151.1,316.9,10.06
2021,4,29,3022.3,329.6,10.91
2021,4,30,2840.0,305.8,10.77
2021,5,1,2729.0,288.4,10.57
2021,5,2,2720.8,297.5,10.93
2021,5,3,3176.6,323.4,10.18
2021,5,4,3304.2,336.0,10.17
2021,5,5,3267.6,357.8,10.95
2021,5,6,3307.6,346.5,10.48
2021,5,7,3418.6,351.8,10.29
2021,5,8,3033.9,330.5,10.89
2021,5,9,2921.7,297.5,10.18
2021,5,10,3508.7,351.9,10.03
2021,5,11,3599.3,361.1,10.03
2021,5,12,3666.0,366.9,10.01
2021,5,13,3670.5,368.2,10.03
2021,5,14,3705.3,334.4,9.02
2021,5,15,3395.7,350.7,10.33
2021,5,16,3243.6,330.6,10.19
2021,5,17,3744.2,143.7,3.84
2021,5,18,3728.8,309.5,8.30
2021,5,19,3757.4,288.0,7.66
2021,5,20,3744.7,257.0,6.86
2021,5,21,3767.9,288.2,7.65
2021,5,22,3387.3,365.3,10.78
2021,5,23,3211.4,224.4,6.99
2021,5,24,3789.3,228.5,6.03
2021,5,25,3729.3,279.7,7.50
2021,5,26,3712.3,238.8,6.43
2021,5,27,3802.2,252.3,6.64
2021,5,28,3840.1,232.6,6.06
2021,5,29,3148.8,499.0,15.85
2021,5,30,2856.6,360.4,12.62
2021,5,31,3363.9,407.7,12.12
2021,6,1,3409.0,356.2,10.45
2021,6,2,3569.0,398.9,11.18
2021,6,3,3658.4,379.9,10.38
2021,6,4,3646.7,372.6,10.22
2021,6,5,3005.4,398.7,13.27
2021,6,6,2728.3,406.3,14.89
2021,6,7,3285.9,460.2,14.01
2021,6,8,3486.1,377.5,10.83
2021,6,9,3533.0,391.4,11.08
2021,6,10,3579.1,375.0,10.48
2021,6,11,3611.7,290.0,8.03
2021,6,12,3319.0,304.6,9.18
2021,6,13,3128.6,272.9,8.72
2021,6,14,3209.7,327.3,10.20
2021,6,15,3721.7,375.0,10.08
2021,6,16,3679.6,371.5,10.10
2021,6,17,3790.0,383.3,10.11
2021,6,18,3808.4,384.8,10.10
2021,6,19,3383.2,468.5,13.85
2021,6,20,3176.7,415.6,13.08
2021,6,21,3598.2,398.6,11.08
2021,6,22,3551.1,358.9,10.11
2021,6,23,3381.3,390.1,11.54
2021,6,24,3381.6,469.4,13.88
2021,6,25,3363.7,558.9,16.62
2021,6,26,3072.8,420.3,13.68
2021,6,27,3025.6,432.0,14.28
2021,6,28,3483.4,500.5,14.37
2021,6,29,3525.6,528.2,14.98
2021,6,30,3614.2,598.7,16.57
2021,7,1,3684.0,603.9,16.39
2021,7,2,3752.5,460.2,12.26
2021,7,3,3376.9,432.6,12.81
2021,7,4,3167.5,452.5,14.29
2021,7,5,3739.6,226.9,6.07
2021,7,6,3745.2,392.4,10.48
2021,7,7,3773.3,379.9,10.07
2021,7,8,3799.0,380.5,10.02
2021,7,9,3816.3,385.8,10.11
2021,7,10,3455.6,381.1,11.03
2021,7,11,3217.0,339.4,10.55
2021,7,12,3821.2,346.4,9.07
2021,7,13,3859.9,287.2,7.44
2021,7,14,3799.9,383.3,10.09
2021,7,15,3779.8,401.3,10.62
2021,7,16,3753.3,423.5,11.28
2021,7,17,3391.6,411.3,12.13
2021,7,18,3166.1,445.7,14.08
2021,7,19,3856.4,333.8,8.66
2021,7,20,3799.6,404.3,10.64
2021,7,21,3733.0,547.6,14.67
2021,7,22,3649.5,540.0,14.80
2021,7,23,3576.6,565.8,15.82
2021,7,24,3098.1,437.2,14.11
2021,7,25,3198.4,349.4,10.92
2021,7,26,3813.2,451.8,11.85
2021,7,27,3884.4,395.0,10.17
2021,7,28,3863.7,303.3,7.85
2021,7,29,3813.1,383.4,10.05
2021,7,30,3705.1,383.3,10.35
2021,7,31,3142.5,520.1,16.55
2021,8,1,3005.5,548.7,18.26
2021,8,2,3468.8,451.6,13.02
2021,8,3,3544.2,559.1,15.78
2021,8,4,3598.1,449.5,12.49
2021,8,5,3534.3,452.6,12.81
2021,8,6,3395.6,463.7,13.66
2021,8,7,2969.0,343.8,11.58
2021,8,8,3017.4,406.6,13.48
2021,8,9,3516.1,484.5,13.78
2021,8,10,3630.2,489.7,13.49
2021,8,11,3646.8,597.5,16.38
2021,8,12,3672.2,595.0,16.20
2021,8,13,3638.9,548.1,15.06
2021,8,14,3258.0,536.4,16.46
2021,8,15,3105.4,348.3,11.22
2021,8,16,3699.7,442.0,11.95
2021,8,17,3770.3,439.3,11.65
2021,8,18,3677.3,436.4,11.87
2021,8,19,3753.6,491.3,13.09
2021,8,20,3725.3,511.9,13.74
2021,8,21,3358.8,473.6,14.10
2021,8,22,3154.8,385.3,12.21
2021,8,23,3750.7,465.6,12.41
2021,8,24,3790.2,398.3,10.51
2021,8,25,3848.5,395.1,10.27
2021,8,26,3797.2,448.7,11.82
2021,8,27,3779.2,478.8,12.67
2021,8,28,3430.6,532.8,15.53
2021,8,29,3233.2,468.2,14.48
2021,8,30,3724.4,374.9,10.07
2021,8,31,3735.0,482.9,12.93
2021,9,1,3773.6,384.9,10.20
2021,9,2,3780.0,426.7,11.29
2021,9,3,3785.8,397.0,10.49
2021,9,4,3306.6,514.0,15.54
2021,9,5,3154.0,456.3,14.47
2021,9,6,3775.8,388.3,10.28
2021,9,7,3827.5,384.3,10.04
2021,9,8,3849.0,386.0,10.03
2021,9,9,3817.3,390.2,10.22
2021,9,10,3873.7,330.3,8.53
2021,9,11,3672.6,372.0,10.13
2021,9,12,2991.6,400.8,13.40
2021,9,13,3667.2,384.6,10.49
2021,9,14,3806.1,395.8,10.40
2021,9,15,3831.8,389.9,10.18
2021,9,16,3751.3,484.1,12.90
2021,9,17,3746.0,464.6,12.40
2021,9,18,3368.3,460.9,13.68
2021,9,19,3128.9,315.3,10.08
2021,9,20,3121.9,691.1,22.14
2021,9,21,3146.0,655.6,20.84
2021,9,22,3790.9,381.7,10.07
2021,9,23,3806.1,313.3,8.23
2021,9,24,3773.8,445.7,11.81
2021,9,25,3364.3,534.8,15.90
2021,9,26,3138.3,320.9,10.23
2021,9,27,3717.8,439.5,11.82
2021,9,28,3696.2,526.8,14.25
2021,9,29,3716.2,484.3,13.03
2021,9,30,3723.3,521.2,14.00
2021,10,1,3729.0,317.5,8.51
2021,10,2,3355.8,523.5,15.60
2021,10,3,3099.3,331.7,10.70
2021,10,4,3750.5,375.6,10.01
2021,10,5,3769.1,267.0,7.08
2021,10,6,3758.9,232.7,6.19
2021,10,7,3770.3,162.9,4.32
2021,10,8,3760.0,185.4,4.93
2021,10,9,3340.4,514.1,15.39
2021,10,10,3091.4,364.2,11.78
2021,10,11,3082.0,261.4,8.48
2021,10,12,3604.4,238.4,6.61
2021,10,13,3534.9,257.2,7.28
2021,10,14,3485.0,288.3,8.27
2021,10,15,3634.1,280.8,7.73
2021,10,16,3238.5,566.3,17.49
2021,10,17,2730.8,654.7,23.97
