period,民國年月,area_code,area_name,總人口,男性,女性,幼年_0_14,工作年齡_15_64,老年_65plus,男_0_14,女_0_14,男_15_64,女_15_64,男_65plus,女_65plus
2022-06,11106,09020000,金門縣,140147,69576,70571,11918,106037,22192,6181,5737,52797,53240,10598,11594
2022-06,11106,10002000,宜蘭縣,448856,225846,223010,51556,315074,82226,26719,24837,161097,153977,38030,44196
2022-06,11106,10004000,新竹縣,576373,294052,282321,91500,407071,77802,47435,44065,209547,197524,37070,40732
2022-06,11106,10005000,苗栗縣,535260,275817,259443,62934,375613,96713,32533,30401,197327,178286,45957,50756
2022-06,11106,10007000,彰化縣,1247630,632942,614688,153092,873581,220957,79754,73338,451047,422534,102141,118816
2022-06,11106,10008000,南投縣,481166,245592,235574,50065,335821,95280,26138,23927,174665,161156,44789,50491
2022-06,11106,10009000,雲林縣,665971,343955,322016,71331,461802,132838,37001,34330,245770,216032,61184,71654
2022-06,11106,10010000,嘉義縣,490007,254007,236000,42488,342633,104886,22051,20437,182957,159676,48999,55887
2022-06,11106,10013000,屏東縣,800321,407149,393172,81368,565992,152961,42440,38928,293559,272433,71150,81811
2022-06,11106,10014000,臺東縣,212804,109004,103800,23713,149940,39151,12411,11302,78830,71110,17763,21388
2022-06,11106,10015000,花蓮縣,319180,161188,157992,36580,222921,59679,19188,17392,114625,108296,27375,32304
2022-06,11106,10016000,澎湖縣,106167,54537,51630,10616,76444,19107,5544,5072,40064,36380,8929,10178
2022-06,11106,10017000,基隆市,361079,179979,181100,35989,256951,68139,18679,17310,130610,126341,30690,37449
2022-06,11106,10018000,新竹市,450464,222379,228085,74425,313654,62385,38795,35630,156102,157552,27482,34903
2022-06,11106,10020000,嘉義市,262844,126674,136170,33824,183463,45557,17589,16235,89080,94383,20005,25552
2022-06,11106,63000000,臺北市,2464452,1172552,1291900,316227,1648231,499994,163765,152462,787970,860261,220817,279177
2022-06,11106,64000000,高雄市,2723177,1340996,1382181,311533,1923691,487953,161531,150002,959824,963867,219641,268312
2022-06,11106,65000000,新北市,3972271,1937881,2034390,464417,2848835,659019,240296,224121,1402771,1446064,294814,364205
2022-06,11106,66000000,臺中市,2799339,1372483,1426856,382090,2004887,412362,198265,183825,987257,1017630,186961,225401
2022-06,11106,67000000,臺南市,1850865,920942,929923,215538,1308229,327098,111868,103670,658827,649402,150247,176851
2022-06,11106,68000000,桃園市,2264082,1119552,1144530,321510,1627123,315449,166931,154579,809452,817671,143169,172280
2022-07,11107,00000000,全國,23190064,11475027,11715037,2841267,16357765,3991032,1474387,1366880,8189093,8168672,1811547,2179485
2022-07,11107,09007000,連江縣,13889,8050,5839,1431,10554,1904,772,659,6233,4321,1045,859
2022-07,11107,09020000,金門縣,140229,69585,70644,11919,106019,22291,6183,5736,52753,53266,10649,11642
2022-07,11107,10002000,宜蘭縣,448971,225845,223126,51579,315052,82340,26721,24858,161067,153985,38057,44283
2022-07,11107,10004000,新竹縣,577026,294351,282675,91486,407700,77840,47453,44033,209836,197864,37062,40778
2022-07,11107,10005000,苗栗縣,535221,275761,259460,62850,375647,96724,32507,30343,197325,178322,45929,50795
2022-07,11107,10007000,彰化縣,1246924,632588,614336,152802,873250,220872,79598,73204,450907,422343,102083,118789
2022-07,11107,10008000,南投縣,480890,245402,235488,49963,335562,95365,26071,23892,174520,161042,44811,50554
2022-07,11107,10009000,雲林縣,665750,343844,321906,71157,461875,132718,36896,34261,245795,216080,61153,71565
2022-07,11107,10010000,嘉義縣,489814,253868,235946,42426,342429,104959,22022,20404,182765,159664,49081,55878
2022-07,11107,10013000,屏東縣,800138,406917,393221,81268,565682,153188,42353,38915,293353,272329,71211,81977
2022-07,11107,10014000,臺東縣,212891,109038,103853,23675,149964,39252,12405,11270,78826,71138,17807,21445
2022-07,11107,10015000,花蓮縣,319095,161102,157993,36528,222757,59810,19157,17371,114532,108225,27413,32397
2022-07,11107,10016000,澎湖縣,106221,54564,51657,10622,76429,19170,5551,5071,40043,36386,8970,10200
2022-07,11107,10017000,基隆市,361082,179974,181108,35917,256894,68271,18642,17275,130591,126303,30741,37530
2022-07,11107,10018000,新竹市,450655,222472,228183,74351,313846,62458,38756,35595,156204,157642,27512,34946
2022-07,11107,10020000,嘉義市,262659,126567,136092,33777,183274,45608,17566,16211,89004,94270,19997,25611
2022-07,11107,63000000,臺北市,2462482,1171248,1291234,315556,1646171,500755,163402,152154,786742,859429,221104,279651
2022-07,11107,64000000,高雄市,2722904,1340547,1382357,311157,1922738,489009,161332,149825,959236,963502,219979,269030
2022-07,11107,65000000,新北市,3974683,1938808,2035875,464144,2849412,661127,240156,223988,1403048,1446364,295604,365523
2022-07,11107,66000000,臺中市,2800981,1373004,1427977,381825,2005875,413281,198123,183702,987565,1018310,187316,225965
2022-07,11107,67000000,臺南市,1850735,920758,929977,215463,1307573,327699,111849,103614,658387,649186,150522,177177
2022-07,11107,68000000,桃園市,2266824,1120734,1146090,321371,1629062,316391,166872,154499,810361,818701,143501,172890
2022-08,11108,00000000,全國,23194554,11475623,11718931,2837164,16353294,4004096,1472238,1364926,8186299,8166995,1817086,2187010
2022-08,11108,09007000,連江縣,13902,8052,5850,1426,10556,1920,766,660,6229,4327,1057,863
2022-08,11108,09020000,金門縣,140294,69575,70719,11904,105976,22414,6176,5728,52696,53280,10703,11711
2022-08,11108,10002000,宜蘭縣,449050,225843,223207,51516,314982,82552,26671,24845,161033,153949,38139,44413
2022-08,11108,10004000,新竹縣,577674,294656,283018,91438,408237,77999,47433,44005,210081,198156,37142,40857
2022-08,11108,10005000,苗栗縣,535243,275773,259470,62776,375605,96862,32497,30279,197270,178335,46006,50856
2022-08,11108,10007000,彰化縣,1246388,632294,614094,152498,872591,221299,79425,73073,450601,421990,102268,119031
2022-08,11108,10008000,南投縣,480477,245201,235276,49835,335132,95510,26024,23811,174255,160877,44922,50588
2022-08,11108,10009000,雲林縣,665376,343600,321776,71042,461481,132853,36838,34204,245523,215958,61239,71614
2022-08,11108,10010000,嘉義縣,489509,253688,235821,42350,342122,105037,21983,20367,182567,159555,49138,55899
2022-08,11108,10013000,屏東縣,799658,406589,393069,81090,565036,153532,42267,38823,292981,272055,71341,82191
2022-08,11108,10014000,臺東縣,212824,108967,103857,23690,149806,39328,12411,11279,78719,71087,17837,21491
2022-08,11108,10015000,花蓮縣,319024,160992,158032,36492,222540,59992,19128,17364,114363,108177,27501,32491
2022-08,11108,10016000,澎湖縣,106376,54601,51775,10614,76531,19231,5535,5079,40078,36453,8988,10243
2022-08,11108,10017000,基隆市,361099,179970,181129,35861,256717,68521,18617,17244,130488,126229,30865,37656
2022-08,11108,10018000,新竹市,450836,222573,228263,74195,313959,62682,38659,35536,156305,157654,27609,35073
2022-08,11108,10020000,嘉義市,262606,126534,136072,33700,183172,45734,17523,16177,88977,94195,20034,25700
2022-08,11108,63000000,臺北市,2461695,1170539,1291156,314753,1644446,502496,162897,151856,785820,858626,221822,280674
2022-08,11108,64000000,高雄市,2722713,1340161,1382552,310736,1921384,490593,161072,149664,958459,962925,220630,269963
2022-08,11108,65000000,新北市,3976840,1939651,2037189,463582,2849137,664121,239932,223650,1402928,1446209,296791,367330
2022-08,11108,66000000,臺中市,2802690,1373777,1428913,381417,2006427,414846,197985,183432,987825,1018602,187967,226879
2022-08,11108,67000000,臺南市,1850880,920769,930111,215184,1307036,328660,111683,103501,658096,648940,150990,177670
2022-08,11108,68000000,桃園市,2269400,1121818,1147582,321065,1630421,317914,166716,154349,811005,819416,144097,173817
2022-09,11109,00000000,全國,23198133,11475695,11722438,2831614,16346598,4019921,1469290,1362324,8182426,8164172,1823979,2195942
2022-09,11109,09007000,連江縣,13938,8054,5884,1423,10594,1921,761,662,6239,4355,1054,867
2022-09,11109,09020000,金門縣,140843,69835,71008,11896,106381,22566,6173,5723,52888,53493,10774,11792
2022-09,11109,10002000,宜蘭縣,448945,225770,223175,51400,314761,82784,26615,24785,160899,153862,38256,44528
2022-09,11109,10004000,新竹縣,578495,295049,283446,91448,408791,78256,47438,44010,210344,198447,37267,40989
2022-09,11109,10005000,苗栗縣,535187,275741,259446,62643,375499,97045,32412,30231,197256,178243,46073,50972
2022-09,11109,10007000,彰化縣,1245530,631842,613688,152023,871678,221829,79188,72835,450128,421550,102526,119303
2022-09,11109,10008000,南投縣,480027,244924,235103,49647,334662,95718,25909,23738,173991,160671,45024,50694
2022-09,11109,10009000,雲林縣,664963,343369,321594,70927,461038,132998,36784,34143,245247,215791,61338,71660
2022-09,11109,10010000,嘉義縣,489169,253501,235668,42304,341628,105237,21942,20362,182324,159304,49235,56002
2022-09,11109,10013000,屏東縣,799153,406284,392869,81000,564239,153914,42228,38772,292575,271664,71481,82433
2022-09,11109,10014000,臺東縣,212721,108880,103841,23653,149625,39443,12392,11261,78588,71037,17900,21543
2022-09,11109,10015000,花蓮縣,318858,160854,158004,36454,222275,60129,19100,17354,114191,108084,27563,32566
2022-09,11109,10016000,澎湖縣,106806,54865,51941,10602,76901,19303,5525,5077,40304,36597,9036,10267
2022-09,11109,10017000,基隆市,361006,179880,181126,35753,256506,68747,18572,17181,130375,126131,30933,37814
2022-09,11109,10018000,新竹市,450893,222600,228293,73993,313928,62972,38553,35440,156295,157633,27752,35220
2022-09,11109,10020000,嘉義市,262501,126444,136057,33597,183015,45889,17465,16132,88874,94141,20105,25784
2022-09,11109,63000000,臺北市,2460932,1169771,1291161,313557,1642382,504993,162286,151271,784565,857817,222920,282073
2022-09,11109,64000000,高雄市,2722716,1339945,1382771,310284,1919956,492476,160853,149431,957649,962307,221443,271033
2022-09,11109,65000000,新北市,3979218,1940578,2038640,462746,2848961,667511,239500,223246,1402931,1446030,298147,369364
2022-09,11109,66000000,臺中市,2804081,1374257,1429824,380929,2006272,416880,197749,183180,987683,1018589,188825,228055
2022-09,11109,67000000,臺南市,1850687,920525,930162,214748,1306153,329786,111378,103370,657610,648543,151537,178249
2022-09,11109,68000000,桃園市,2271464,1122727,1148737,320587,1631353,319524,166467,154120,811470,819883,144790,174734
2022-10,11110,00000000,全國,23212056,11480153,11731903,2825609,16343657,4042790,1466085,1359524,8180114,8163543,1833954,2208836
2022-10,11110,09007000,連江縣,13976,8080,5896,1430,10609,1937,759,671,6257,4352,1064,873
2022-10,11110,09020000,金門縣,140938,69894,71044,11855,106259,22824,6161,5694,52829,53430,10904,11920
2022-10,11110,10002000,宜蘭縣,449012,225753,223259,51304,314684,83024,26573,24731,160809,153875,38371,44653
2022-10,11110,10004000,新竹縣,578949,295272,283677,91343,408982,78624,47405,43938,210442,198540,37425,41199
2022-10,11110,10005000,苗栗縣,535149,275648,259501,62514,375244,97391,32355,30159,197053,178191,46240,51151
2022-10,11110,10007000,彰化縣,1245445,631753,613692,151753,871180,222512,79061,72692,449882,421298,102810,119702
2022-10,11110,10008000,南投縣,479889,244825,235064,49516,334373,96000,25831,23685,173844,160529,45150,50850
2022-10,11110,10009000,雲林縣,664604,343185,321419,70644,460700,133260,36625,34019,245087,215613,61473,71787
2022-10,11110,10010000,嘉義縣,488920,253343,235577,42195,341246,105479,21890,20305,182060,159186,49393,56086
2022-10,11110,10013000,屏東縣,798965,406116,392849,80850,563574,154541,42122,38728,292254,271320,71740,82801
2022-10,11110,10014000,臺東縣,212712,108840,103872,23661,149443,39608,12383,11278,78484,70959,17973,21635
2022-10,11110,10015000,花蓮縣,318849,160823,158026,36364,222144,60341,19053,17311,114110,108034,27660,32681
2022-10,11110,10016000,澎湖縣,106891,54907,51984,10631,76838,19422,5550,5081,40253,36585,9104,10318
2022-10,11110,10017000,基隆市,361114,179886,181228,35681,256336,69097,18522,17159,130256,126080,31108,37989
2022-10,11110,10018000,新竹市,451203,222731,228472,73812,314069,63322,38434,35378,156371,157698,27926,35396
2022-10,11110,10020000,嘉義市,262591,126475,136116,33506,182977,46108,17415,16091,88874,94103,20186,25922
2022-10,11110,63000000,臺北市,2465610,1171422,1294188,312691,1643304,509615,161867,150824,784716,858588,224839,284776
2022-10,11110,64000000,高雄市,2723495,1340095,1383400,309627,1918847,495021,160475,149152,957086,961761,222534,272487
2022-10,11110,65000000,新北市,3982363,1941647,2040716,461556,2848464,672343,238891,222665,1402624,1445840,300132,372211
2022-10,11110,66000000,臺中市,2806458,1375190,1431268,380343,2006716,419399,197411,182932,987802,1018914,189977,229422
2022-10,11110,67000000,臺南市,1850955,920555,930400,214176,1305559,331220,111135,103041,657223,648336,152197,179023
2022-10,11110,68000000,桃園市,2273968,1123713,1150255,320157,1632109,321702,166167,153990,811798,820311,145748,175954
2022-11,11111,00000000,全國,23233593,11487412,11746181,2819787,16347160,4066646,1462730,1357057,8180557,8166603,1844125,2222521
2022-11,11111,09007000,連江縣,13989,8082,5907,1433,10601,1955,762,671,6245,4356,1075,880
2022-11,11111,09020000,金門縣,141133,69993,71140,11869,106223,23041,6163,5706,52824,53399,11006,12035
2022-11,11111,10002000,宜蘭縣,448939,225709,223230,51153,314489,83297,26511,24642,160727,153762,38471,44826
2022-11,11111,10004000,新竹縣,579600,295505,284095,91256,409406,78938,47350,43906,210580,198826,37575,41363
2022-11,11111,10005000,苗栗縣,535159,275601,259558,62354,375143,97662,32258,30096,196994,178149,46349,51313
2022-11,11111,10007000,彰化縣,1245318,631676,613642,151366,870815,223137,78867,72499,449687,421128,103122,120015
2022-11,11111,10008000,南投縣,479743,244676,235067,49368,334100,96275,25748,23620,173681,160419,45247,51028
2022-11,11111,10009000,雲林縣,664417,343020,321397,70422,460493,133502,36514,33908,244876,215617,61630,71872
2022-11,11111,10010000,嘉義縣,488543,253119,235424,42072,340791,105680,21825,20247,181776,159015,49518,56162
2022-11,11111,10013000,屏東縣,798860,405960,392900,80652,563019,155189,42036,38616,291918,271101,72006,83183
2022-11,11111,10014000,臺東縣,212636,108776,103860,23633,149274,39729,12370,11263,78383,70891,18023,21706
2022-11,11111,10015000,花蓮縣,318848,160750,158098,36282,221982,60584,19003,17279,114008,107974,27739,32845
2022-11,11111,10016000,澎湖縣,107057,54967,52090,10622,76922,19513,5540,5082,40286,36636,9141,10372
2022-11,11111,10017000,基隆市,361262,179934,181328,35574,256219,69469,18458,17116,130220,125999,31256,38213
2022-11,11111,10018000,新竹市,451690,222914,228776,73640,314328,63722,38332,35308,156469,157859,28113,35609
2022-11,11111,10020000,嘉義市,262705,126505,136200,33388,183000,46317,17372,16016,88852,94148,20281,26036
2022-11,11111,63000000,臺北市,2472547,1173910,1298637,311787,1645776,514984,161340,150447,785550,860226,227020,287964
2022-11,11111,64000000,高雄市,2725200,1340531,1384669,309125,1918333,497742,160152,148973,956702,961631,223677,274065
2022-11,11111,65000000,新北市,3987676,1943674,2044002,460764,2849668,677244,238436,222328,1403132,1446536,302106,375138
2022-11,11111,66000000,臺中市,2809728,1376522,1433206,379644,2008100,421984,196999,182645,988382,1019718,191141,230843
2022-11,11111,67000000,臺南市,1851545,920651,930894,213709,1304903,332933,110858,102851,656792,648111,153001,179932
2022-11,11111,68000000,桃園市,2276998,1124937,1152061,319674,1633575,323749,165836,153838,812473,821102,146628,177121
2022-12,11112,00000000,全國,23264640,11499136,11765504,2819169,16359678,4085793,1462124,1357045,8185283,8174395,1851729,2234064
2022-12,11112,09007000,連江縣,13983,8081,5902,1428,10598,1957,759,669,6247,4351,1075,882
2022-12,11112,09020000,金門縣,141295,70055,71240,11845,106233,23217,6153,5692,52804,53429,11098,12119
2022-12,11112,10002000,宜蘭縣,449062,225711,223351,51141,314394,83527,26491,24650,160646,153748,38574,44953
2022-12,11112,10004000,新竹縣,580503,295891,284612,91302,410033,79168,47376,43926,210874,199159,37641,41527
2022-12,11112,10005000,苗栗縣,535132,275550,259582,62217,375010,97905,32166,30051,196922,178088,46462,51443
2022-12,11112,10007000,彰化縣,1245239,631625,613614,151252,870239,223748,78785,72467,449434,420805,103406,120342
2022-12,11112,10008000,南投縣,479595,244587,235008,49333,333698,96564,25754,23579,173491,160207,45342,51222
2022-12,11112,10009000,雲林縣,664092,342812,321280,70283,460188,133621,36429,33854,244695,215493,61688,71933
2022-12,11112,10010000,嘉義縣,488158,252940,235218,41949,340307,105902,21790,20159,181505,158802,49645,56257
