period,民國年月,area_code,area_name,總人口,男性,女性,幼年_0_14,工作年齡_15_64,老年_65plus,男_0_14,女_0_14,男_15_64,女_15_64,男_65plus,女_65plus
2021-07,11007,10002000,宜蘭縣,451946,227638,224308,52479,319732,79735,27155,25324,163609,156123,36874,42861
2021-07,11007,10004000,新竹縣,573385,292650,280735,91869,405990,75526,47677,44192,208951,197039,36022,39504
2021-07,11007,10005000,苗栗縣,540312,278500,261812,64749,381122,94441,33522,31227,200128,180994,44850,49591
2021-07,11007,10007000,彰化縣,1260388,640452,619936,157573,888003,214812,82232,75341,459010,428993,99210,115602
2021-07,11007,10008000,南投縣,487743,249180,238563,51618,343004,93121,26873,24745,178531,164473,43776,49345
2021-07,11007,10009000,雲林縣,673309,348084,325225,73695,468858,130756,38206,35489,249743,219115,60135,70621
2021-07,11007,10010000,嘉義縣,496440,257483,238957,44056,349458,102926,22924,21132,186646,162812,47913,55013
2021-07,11007,10013000,屏東縣,807970,411488,396482,83248,575922,148800,43381,39867,298652,277270,69455,79345
2021-07,11007,10014000,臺東縣,214132,109967,104165,24215,151689,38228,12709,11506,79979,71710,17279,20949
2021-07,11007,10015000,花蓮縣,322836,163177,159659,37522,227349,57965,19685,17837,116824,110525,26668,31297
2021-07,11007,10016000,澎湖縣,105634,54349,51285,10759,76410,18465,5659,5100,40083,36327,8607,9858
2021-07,11007,10017000,基隆市,365891,182443,183448,37043,262911,65937,19151,17892,133504,129407,29788,36149
2021-07,11007,10018000,新竹市,452807,223549,229258,75957,316356,60494,39541,36416,157200,159156,26808,33686
2021-07,11007,10020000,嘉義市,264721,127921,136800,34578,185968,44175,18018,16560,90490,95478,19413,24762
2021-07,11007,63000000,臺北市,2562738,1219519,1343219,335470,1727571,499697,173513,161957,824289,903282,221717,277980
2021-07,11007,64000000,高雄市,2755491,1358369,1397122,319688,1963336,472467,165829,153859,978844,984492,213696,258771
2021-07,11007,65000000,新北市,4021398,1963570,2057828,477795,2907481,636122,247648,230147,1429786,1477695,286136,349986
2021-07,11007,66000000,臺中市,2819081,1383947,1435134,390804,2032585,395692,202762,188042,1001101,1031484,180084,215608
2021-07,11007,67000000,臺南市,1868739,930669,938070,221082,1331204,316453,114717,106365,670588,660616,145364,171089
2021-07,11007,68000000,桃園市,2272459,1125524,1146935,328780,1642246,301433,170957,157823,816986,825260,137581,163852
2021-08,11008,00000000,全國,23451837,11616647,11835190,2918078,16643773,3889986,1514769,1403309,8330699,8313074,1771179,2118807
2021-08,11008,09007000,連江縣,13420,7764,5656,1477,10182,1761,792,685,6020,4162,952,809
2021-08,11008,09020000,金門縣,140004,69796,70208,12350,106363,21291,6430,5920,53130,53233,10236,11055
2021-08,11008,10002000,宜蘭縣,451635,227469,224166,52412,319115,80108,27132,25280,163312,155803,37025,43083
2021-08,11008,10004000,新竹縣,573858,292925,280933,91811,406211,75836,47654,44157,209119,197092,36152,39684
2021-08,11008,10005000,苗栗縣,539879,278270,261609,64577,380570,94732,33440,31137,199879,180691,44951,49781
2021-08,11008,10007000,彰化縣,1259246,639807,619439,157076,886157,216013,81970,75106,458056,428101,99781,116232
2021-08,11008,10008000,南投縣,487185,248876,238309,51453,342256,93476,26785,24668,178124,164132,43967,49509
2021-08,11008,10009000,雲林縣,672557,347675,324882,73459,467807,131291,38080,35379,249180,218627,60415,70876
2021-08,11008,10010000,嘉義縣,495662,257076,238586,43874,348496,103292,22825,21049,186139,162357,48112,55180
2021-08,11008,10013000,屏東縣,807159,411043,396116,82962,574784,149413,43222,39740,298103,276681,69718,79695
2021-08,11008,10014000,臺東縣,213956,109831,104125,24139,151480,38337,12663,11476,79836,71644,17332,21005
2021-08,11008,10015000,花蓮縣,322506,163003,159503,37429,226887,58190,19621,17808,116620,110267,26762,31428
2021-08,11008,10016000,澎湖縣,105645,54330,51315,10755,76308,18582,5650,5105,40025,36283,8655,9927
2021-08,11008,10017000,基隆市,365591,182283,183308,36927,262354,66310,19103,17824,133243,129111,29937,36373
2021-08,11008,10018000,新竹市,452781,223599,229182,75810,316195,60776,39438,36372,157238,158957,26923,33853
2021-08,11008,10020000,嘉義市,264858,127987,136871,34570,185922,44366,18034,16536,90468,95454,19485,24881
2021-08,11008,63000000,臺北市,2553798,1215490,1338308,333041,1719580,501177,172287,160754,820859,898721,222344,278833
2021-08,11008,64000000,高雄市,2753530,1357350,1396180,318808,1959834,474888,165386,153422,977252,982582,214712,260176
2021-08,11008,65000000,新北市,4019898,1962811,2057087,476771,2902853,640274,247018,229753,1427853,1475000,287940,352334
2021-08,11008,66000000,臺中市,2818139,1383455,1434684,389884,2030213,398042,202287,187597,1000051,1030162,181117,216925
2021-08,11008,67000000,臺南市,1867554,930017,937537,220493,1328906,318155,114405,106088,669458,659448,146154,172001
2021-08,11008,68000000,桃園市,2272976,1125790,1147186,328000,1641300,303676,170547,157453,816734,824566,138509,165167
2021-09,11009,00000000,全國,23430948,11606628,11824320,2908670,16614015,3908263,1509834,1398836,8317456,8296559,1779338,2128925
2021-09,11009,09007000,連江縣,13429,7771,5658,1466,10193,1770,789,677,6025,4168,957,813
2021-09,11009,09020000,金門縣,140856,70209,70647,12389,106957,21510,6463,5926,53403,53554,10343,11167
2021-09,11009,10002000,宜蘭縣,451422,227385,224037,52337,318601,80484,27094,25243,163074,155527,37217,43267
2021-09,11009,10004000,新竹縣,574512,293279,281233,91806,406634,76072,47642,44164,209369,197265,36268,39804
2021-09,11009,10005000,苗栗縣,539361,278012,261349,64366,379926,95069,33310,31056,199611,180315,45091,49978
2021-09,11009,10007000,彰化縣,1257992,639195,618797,156623,884178,217191,81719,74904,457101,427077,100375,116816
2021-09,11009,10008000,南投縣,486455,248511,237944,51271,341400,93784,26692,24579,177723,163677,44096,49688
2021-09,11009,10009000,雲林縣,671686,347254,324432,73105,466762,131819,37890,35215,248679,218083,60685,71134
2021-09,11009,10010000,嘉義縣,494868,256657,238211,43687,347515,103666,22708,20979,185648,161867,48301,55365
2021-09,11009,10013000,屏東縣,806305,410625,395680,82694,573625,149986,43064,39630,297590,276035,69971,80015
2021-09,11009,10014000,臺東縣,213818,109771,104047,24084,151246,38488,12647,11437,79706,71540,17418,21070
2021-09,11009,10015000,花蓮縣,322260,162865,159395,37361,226532,58367,19545,17816,116470,110062,26850,31517
2021-09,11009,10016000,澎湖縣,106036,54583,51453,10764,76632,18640,5645,5119,40243,36389,8695,9945
2021-09,11009,10017000,基隆市,365117,182031,183086,36777,261742,66598,19028,17749,132940,128802,30063,36535
2021-09,11009,10018000,新竹市,452882,223677,229205,75680,316206,60996,39389,36291,157272,158934,27016,33980
2021-09,11009,10020000,嘉義市,265002,128026,136976,34565,185856,44581,18043,16522,90400,95456,19583,24998
2021-09,11009,63000000,臺北市,2544720,1211361,1333359,330762,1711272,502686,171154,159608,817227,894045,222980,279706
2021-09,11009,64000000,高雄市,2751317,1356111,1395206,317927,1956438,476952,164911,153016,975643,980795,215557,261395
2021-09,11009,65000000,新北市,4017632,1961812,2055820,475229,2898223,644180,246213,229016,1425962,1472261,289637,354543
2021-09,11009,66000000,臺中市,2816393,1382499,1433894,388802,2027500,400091,201771,187031,998754,1028746,181974,218117
2021-09,11009,67000000,臺南市,1866073,929345,936728,219828,1326612,319633,114064,105764,668422,658190,146859,172774
2021-09,11009,68000000,桃園市,2272812,1125649,1147163,327147,1639965,305700,170053,157094,816194,823771,139402,166298
2021-10,11010,00000000,全國,23413879,11598148,11815731,2899842,16594986,3919051,1505284,1394558,8308705,8286281,1784159,2134892
2021-10,11010,09007000,連江縣,13516,7822,5694,1469,10266,1781,790,679,6068,4198,964,817
2021-10,11010,09020000,金門縣,141180,70367,70813,12328,107268,21584,6428,5900,53561,53707,10378,11206
2021-10,11010,10002000,宜蘭縣,451175,227222,223953,52215,318331,80629,27019,25196,162942,155389,37261,43368
2021-10,11010,10004000,新竹縣,574806,293417,281389,91746,406807,76253,47611,44135,209438,197369,36368,39885
2021-10,11010,10005000,苗栗縣,538940,277786,261154,64166,379536,95238,33200,30966,199407,180129,45179,50059
2021-10,11010,10007000,彰化縣,1257033,638686,618347,156158,883386,217489,81455,74703,456696,426690,100535,116954
2021-10,11010,10008000,南投縣,485983,248298,237685,51101,340912,93970,26628,24473,177466,163446,44204,49766
2021-10,11010,10009000,雲林縣,671182,346966,324216,72819,466488,131875,37763,35056,248494,217994,60709,71166
2021-10,11010,10010000,嘉義縣,494293,256417,237876,43445,347078,103770,22563,20882,185469,161609,48385,55385
2021-10,11010,10013000,屏東縣,805717,410328,395389,82531,572842,150344,42983,39548,297217,275625,70128,80216
2021-10,11010,10014000,臺東縣,213718,109715,104003,24007,151141,38570,12609,11398,79656,71485,17450,21120
2021-10,11010,10015000,花蓮縣,321971,162726,159245,37263,226180,58528,19499,17764,116306,109874,26921,31607
2021-10,11010,10016000,澎湖縣,106147,54656,51491,10736,76705,18706,5631,5105,40293,36412,8732,9974
2021-10,11010,10017000,基隆市,364766,181861,182905,36618,261342,66806,18959,17659,132742,128600,30160,36646
2021-10,11010,10018000,新竹市,452844,223672,229172,75519,316143,61182,39301,36218,157285,158858,27086,34096
2021-10,11010,10020000,嘉義市,265208,128102,137106,34502,185932,44774,18010,16492,90407,95525,19685,25089
2021-10,11010,63000000,臺北市,2538299,1208385,1329914,328927,1705655,503717,170235,158692,814762,890893,223388,280329
2021-10,11010,64000000,高雄市,2749293,1355140,1394153,317064,1953622,478607,164494,152570,974355,979267,216291,262316
2021-10,11010,65000000,新北市,4014869,1960442,2054427,473798,2894758,646313,245453,228345,1424444,1470314,290545,355768
2021-10,11010,66000000,臺中市,2815477,1382072,1433405,387801,2026061,401615,201254,186547,998166,1027895,182652,218963
2021-10,11010,67000000,臺南市,1864799,928682,936117,219158,1325206,320435,113749,105409,667695,657511,147238,173197
2021-10,11010,68000000,桃園市,2272663,1125386,1147277,326471,1639327,306865,169650,156821,815836,823491,139900,166965
2021-11,11011,00000000,全國,23394787,11588574,11806213,2894262,16570522,3930003,1502499,1391763,8297224,8273298,1788851,2141152
2021-11,11011,09007000,連江縣,13577,7866,5711,1470,10306,1801,787,683,6100,4206,979,822
2021-11,11011,09020000,金門縣,141327,70425,70902,12312,107316,21699,6425,5887,53572,53744,10428,11271
2021-11,11011,10002000,宜蘭縣,450944,227119,223825,52099,317983,80862,26975,25124,162773,155210,37371,43491
2021-11,11011,10004000,新竹縣,575131,293565,281566,91714,406972,76445,47559,44155,209562,197410,36444,40001
2021-11,11011,10005000,苗栗縣,538568,277597,260971,64019,379079,95470,33122,30897,199167,179912,45308,50162
2021-11,11011,10007000,彰化縣,1256062,638116,617946,155920,882215,217927,81310,74610,456058,426157,100748,117179
2021-11,11011,10008000,南投縣,485479,248004,237475,51011,340358,94110,26577,24434,177140,163218,44287,49823
2021-11,11011,10009000,雲林縣,670664,346693,323971,72639,466092,131933,37677,34962,248284,217808,60732,71201
2021-11,11011,10010000,嘉義縣,493855,256147,237708,43371,346552,103932,22510,20861,185177,161375,48460,55472
2021-11,11011,10013000,屏東縣,805177,410017,395160,82387,571971,150819,42938,39449,296744,275227,70335,80484
2021-11,11011,10014000,臺東縣,213534,109585,103949,23931,150952,38651,12557,11374,79525,71427,17503,21148
2021-11,11011,10015000,花蓮縣,321697,162592,159105,37167,225848,58682,19452,17715,116164,109684,26976,31706
2021-11,11011,10016000,澎湖縣,106310,54733,51577,10737,76794,18779,5633,5104,40328,36466,8772,10007
2021-11,11011,10017000,基隆市,364350,181671,182679,36551,260787,67012,18904,17647,132513,128274,30254,36758
2021-11,11011,10018000,新竹市,452665,223581,229084,75394,315864,61407,39242,36152,157171,158693,27168,34239
2021-11,11011,10020000,嘉義市,264954,127979,136975,34391,185661,44902,17954,16437,90278,95383,19747,25155
2021-11,11011,63000000,臺北市,2531659,1205310,1326349,327544,1699758,504357,169572,157972,812132,887626,223606,280751
2021-11,11011,64000000,高雄市,2746939,1353894,1393045,316550,1950173,480216,164249,152301,972726,977447,216919,263297
2021-11,11011,65000000,新北市,4011586,1958931,2052655,473091,2890145,648350,245131,227960,1422377,1467768,291423,356927
2021-11,11011,66000000,臺中市,2814422,1381575,1432847,387123,2023974,403325,200966,186157,997236,1026738,183373,219952
2021-11,11011,67000000,臺南市,1863435,927924,935511,218665,1323343,321427,113468,105197,666762,656581,147694,173733
2021-11,11011,68000000,桃園市,2272452,1125250,1147202,326176,1638379,307897,169491,156685,815435,822944,140324,167573
2021-12,11012,00000000,全國,23375314,11578696,11796618,2889908,16546373,3939033,1500232,1389676,8286205,8260168,1792259,2146774
2021-12,11012,09007000,連江縣,13645,7910,5735,1471,10351,1823,791,680,6125,4226,994,829
2021-12,11012,09020000,金門縣,141539,70526,71013,12339,107394,21806,6434,5905,53614,53780,10478,11328
2021-12,11012,10002000,宜蘭縣,450692,226986,223706,52012,317592,81088,26968,25044,162536,155056,37482,43606
2021-12,11012,10004000,新竹縣,575580,293751,281829,91756,407160,76664,47554,44202,209669,197491,36528,40136
2021-12,11012,10005000,苗栗縣,538178,277429,260749,63925,378524,95729,33059,30866,198922,179602,45448,50281
2021-12,11012,10007000,彰化縣,1255330,637685,617645,155743,881110,218477,81210,74533,455511,425599,100964,117513
2021-12,11012,10008000,南投縣,484897,247686,237211,50980,339627,94290,26563,24417,176784,162843,44339,49951
2021-12,11012,10009000,雲林縣,670132,346358,323774,72509,465601,132022,37617,34892,247982,217619,60759,71263
2021-12,11012,10010000,嘉義縣,493316,255863,237453,43257,345946,104113,22470,20787,184834,161112,48559,55554
2021-12,11012,10013000,屏東縣,804440,409572,394868,82176,571091,151173,42821,39355,296285,274806,70466,80707
2021-12,11012,10014000,臺東縣,213386,109464,103922,23912,150748,38726,12532,11380,79381,71367,17551,21175
2021-12,11012,10015000,花蓮縣,321358,162401,158957,37111,225434,58813,19453,17658,115929,109505,27019,31794
2021-12,11012,10016000,澎湖縣,106340,54729,51611,10734,76783,18823,5633,5101,40302,36481,8794,10029
2021-12,11012,10017000,基隆市,363977,181479,182498,36504,260227,67246,18895,17609,132269,127958,30315,36931
2021-12,11012,10018000,新竹市,452640,223596,229044,75296,315774,61570,39212,36084,157159,158615,27225,34345
2021-12,11012,10020000,嘉義市,264727,127842,136885,34272,185463,44992,17888,16384,90169,95294,19785,25207
2021-12,11012,63000000,臺北市,2524393,1201966,1322427,326440,1693847,504106,169031,157409,809475,884372,223460,280646
2021-12,11012,64000000,高雄市,2744691,1352711,1391980,316218,1947034,481439,164114,152104,971237,975797,217360,264079
2021-12,11012,65000000,新北市,4008113,1957337,2050776,472393,2885782,649938,244668,227725,1420669,1465113,292000,357938
2021-12,11012,66000000,臺中市,2813490,1381117,1432373,386597,2021944,404949,200682,185915,996403,1025541,184032,220917
2021-12,11012,67000000,臺南市,1862059,927158,934901,218238,1321615,322206,113243,104995,665952,655663,147963,174243
2021-12,11012,68000000,桃園市,2272391,1125130,1147261,326025,1637326,309040,169394,156631,814998,822328,140738,168302
2022-01,11101,00000000,全國,23349666,11565761,11783905,2884175,16515973,3949518,1497242,1386933,8271361,8244612,1797158,2152360
2022-01,11101,09007000,連江縣,13665,7936,5729,1460,10370,1835,790,670,6144,4226,1002,833
2022-01,11101,09020000,金門縣,141505,70469,71036,12327,107291,21887,6409,5918,53547,53744,10513,11374
2022-01,11101,10002000,宜蘭縣,450406,226840,223566,51955,317098,81353,26928,25027,162281,154817,37631,43722
2022-01,11101,10004000,新竹縣,575754,293869,281885,91786,407037,76931,47545,44241,209651,197386,36673,40258
2022-01,11101,10005000,苗栗縣,537817,277261,260556,63739,378042,96036,32961,30778,198692,179350,45608,50428
2022-01,11101,10007000,彰化縣,1254308,637083,617225,155445,879769,219094,81034,74411,454752,425017,101297,117797
2022-01,11101,10008000,南投縣,484422,247404,237018,50839,339058,94525,26500,24339,176465,162593,44439,50086
2022-01,11101,10009000,雲林縣,669354,345903,323451,72252,464927,132175,37463,34789,247585,217342,60855,71320
2022-01,11101,10010000,嘉義縣,492676,255545,237131,43102,345207,104367,22397,20705,184451,160756,48697,55670
2022-01,11101,10013000,屏東縣,803787,409144,394643,82016,570085,151686,42727,39289,295724,274361,70693,80993
2022-01,11101,10014000,臺東縣,213296,109391,103905,23887,150537,38872,12513,11374,79258,71279,17620,21252
2022-01,11101,10015000,花蓮縣,321063,162262,158801,37030,224999,59034,19419,17611,115724,109275,27119,31915
2022-01,11101,10016000,澎湖縣,106296,54674,51622,10754,76651,18891,5632,5122,40204,36447,8838,10053
2022-01,11101,10017000,基隆市,363594,181296,182298,36469,259675,67450,18894,17575,132006,127669,30396,37054
2022-01,11101,10018000,新竹市,452586,223622,228964,75231,315607,61748,39207,36024,157107,158500,27308,34440
2022-01,11101,10020000,嘉義市,264544,127707,136837,34216,185219,45109,17845,16371,90018,95201,19844,25265
2022-01,11101,63000000,臺北市,2514425,1197417,1317008,324998,1685937,503490,168334,156664,805855,880082,223228,280262
2022-01,11101,64000000,高雄市,2742032,1351302,1390730,315719,1943208,483105,163884,151835,969356,973852,218062,265043
2022-01,11101,65000000,新北市,4003812,1955357,2048455,471657,2880438,651717,244306,227351,1418328,1462110,292723,358994
2022-01,11101,66000000,臺中市,2812308,1380350,1431958,386126,2019720,406462,200423,185703,995235,1024485,184692,221770
2022-01,11101,67000000,臺南市,1860379,926320,934059,217729,1319160,323490,112958,104771,664700,654460,148662,174828
2022-01,11101,68000000,桃園市,2271637,1124609,1147028,325438,1635938,310261,169073,156365,814278,821660,141258,169003
2022-02,11102,00000000,全國,23319776,11550791,11768985,2876433,16477423,3965920,1493131,1383302,8253563,8223860,1804097,2161823
2022-02,11102,09007000,連江縣,13662,7929,5733,1454,10354,1854,784,670,6129,4225,1016,838
2022-02,11102,09020000,金門縣,141181,70267,70914,12209,107038,21934,6366,5843,53381,53657,10520,11414
2022-02,11102,10002000,宜蘭縣,450080,226639,223441,51848,316589,81643,26883,24965,161984,154605,37772,43871
2022-02,11102,10004000,新竹縣,575923,293958,281965,91765,406836,77322,47547,44218,209553,197283,36858,40464
2022-02,11102,10005000,苗栗縣,537428,277018,260410,63599,377453,96376,32870,30729,198378,179075,45770,50606
2022-02,11102,10007000,彰化縣,1252997,636373,616624,154967,877984,220046,80752,74215,453870,424114,101751,118295
2022-02,11102,10008000,南投縣,483980,247207,236773,50719,338396,94865,26463,24256,176137,162259,44607,50258
2022-02,11102,10009000,雲林縣,668722,345573,323149,72042,463941,132739,37350,34692,247059,216882,61164,71575
2022-02,11102,10010000,嘉義縣,492203,255310,236893,42966,344504,104733,22317,20649,184101,160403,48892,55841
2022-02,11102,10013000,屏東縣,803023,408725,394298,81831,568930,152262,42655,39176,295161,273769,70909,81353
2022-02,11102,10014000,臺東縣,213172,109329,103843,23866,150322,38984,12509,11357,79137,71185,17683,21301
2022-02,11102,10015000,花蓮縣,320854,162118,158736,36943,224643,59268,19392,17551,115525,109118,27201,32067
2022-02,11102,10016000,澎湖縣,106225,54621,51604,10707,76583,18935,5606,5101,40167,36416,8848,10087
2022-02,11102,10017000,基隆市,363091,181074,182017,36399,259021,67671,18847,17552,131738,127283,30489,37182
2022-02,11102,10018000,新竹市,452055,223361,228694,75049,315027,61979,39125,35924,156840,158187,27396,34583
2022-02,11102,10020000,嘉義市,264344,127563,136781,34176,184834,45334,17811,16365,89822,95012,19930,25404
2022-02,11102,63000000,臺北市,2504597,1192907,1311690,323199,1677370,504028,167411,155788,802196,875174,223300,280728
2022-02,11102,64000000,高雄市,2738002,1349372,1388630,314879,1938028,485095,163420,151459,967095,970933,218857,266238
2022-02,11102,65000000,新北市,3999305,1953037,2046268,470585,2873698,655022,243713,226872,1415330,1458368,293994,361028
2022-02,11102,66000000,臺中市,2810285,1379243,1431042,385341,2016379,408565,199990,185351,993644,1022735,185609,222956
2022-02,11102,67000000,臺南市,1858650,925444,933206,217275,1316201,325174,112718,104557,663251,652950,149475,175699
2022-02,11102,68000000,桃園市,2269997,1123723,1146274,324614,1633292,312091,168602,156012,813065,820227,142056,170035
2022-03,11103,00000000,全國,23268991,11523301,11745690,2867896,16433542,3967553,1488682,1379214,8230890,8202652,1803729,2163824
2022-03,11103,09007000,連江縣,13711,7973,5738,1456,10392,1863,789,667,6159,4233,1025,838
2022-03,11103,09020000,金門縣,140740,69981,70759,12052,106746,21942,6281,5771,53199,53547,10501,11441
2022-03,11103,10002000,宜蘭縣,449435,226309,223126,51731,315890,81814,26821,24910,161624,154266,37864,43950
2022-03,11103,10004000,新竹縣,575746,293833,281913,91693,406687,77366,47491,44202,209466,197221,36876,40490
2022-03,11103,10005000,苗栗縣,536585,276493,260092,63446,376730,96409,32794,30652,197927,178803,45772,50637
2022-03,11103,10007000,彰化縣,1250631,634978,615653,154345,875982,220304,80421,73924,452719,423263,101838,118466
2022-03,11103,10008000,南投縣,482841,246540,236301,50500,337364,94977,26337,24163,175546,161818,44657,50320
2022-03,11103,10009000,雲林縣,667667,344968,322699,71841,463032,132794,37269,34572,246495,216537,61204,71590
2022-03,11103,10010000,嘉義縣,491507,254899,236608,42828,343852,104827,22240,20588,183717,160135,48942,55885
2022-03,11103,10013000,屏東縣,801914,408068,393846,81737,567798,152379,42579,39158,294565,273233,70924,81455
2022-03,11103,10014000,臺東縣,213032,109214,103818,23846,150163,39023,12490,11356,79037,71126,17687,21336
2022-03,11103,10015000,花蓮縣,320405,161854,158551,36864,224165,59376,19332,17532,115291,108874,27231,32145
2022-03,11103,10016000,澎湖縣,106174,54576,51598,10616,76577,18981,5563,5053,40154,36423,8859,10122
2022-03,11103,10017000,基隆市,362239,180600,181639,36307,258141,67791,18813,17494,131217,126924,30570,37221
2022-03,11103,10018000,新竹市,451689,223158,228531,74976,314636,62077,39123,35853,156622,158014,27413,34664
2022-03,11103,10020000,嘉義市,263821,127263,136558,34119,184337,45365,17759,16360,89572,94765,19932,25433
2022-03,11103,63000000,臺北市,2490445,1186053,1304392,321098,1667632,501715,166331,154767,797682,869950,222040,279675
2022-03,11103,64000000,高雄市,2731782,1346101,1385681,313879,1932319,485584,162874,151005,964294,968025,218933,266651
2022-03,11103,65000000,新北市,3989880,1948071,2041809,469182,2865082,655616,243034,226148,1411137,1453945,293900,361716
2022-03,11103,66000000,臺中市,2806385,1376966,1429419,384784,2012308,409293,199693,185091,991438,1020870,185835,223458
2022-03,11103,67000000,臺南市,1855449,923570,931879,216873,1313087,325489,112530,104343,661436,651651,149604,175885
2022-03,11103,68000000,桃園市,2266913,1121833,1145080,323723,1630622,312568,168118,155605,811593,819029,142122,170446
2022-04,11104,00000000,全國,23215015,11493738,11721277,2856718,16386197,3972100,1482727,1373991,8205944,8180253,1805067,2167033
2022-04,11104,09007000,連江縣,13752,7982,5770,1436,10447,1869,778,658,6178,4269,1026,843
2022-04,11104,09020000,金門縣,140510,69802,70708,11967,106512,22031,6214,5753,53067,53445,10521,11510
2022-04,11104,10002000,宜蘭縣,448963,226008,222955,51664,315305,81994,26797,24867,161265,154040,37946,44048
2022-04,11104,10004000,新竹縣,575682,293752,281930,91557,406599,77526,47434,44123,209374,197225,36944,40582
2022-04,11104,10005000,苗栗縣,535780,276022,259758,63225,376026,96529,32677,30548,197517,178509,45828,50701
2022-04,11104,10007000,彰化縣,1248262,633559,614703,153613,874002,220647,80052,73561,451546,422456,101961,118686
2022-04,11104,10008000,南投縣,481943,246038,235905,50272,336541,95130,26218,24054,175116,161425,44704,50426
2022-04,11104,10009000,雲林縣,666655,344364,322291,71602,462179,132874,37133,34469,246022,216157,61209,71665
2022-04,11104,10010000,嘉義縣,490824,254485,236339,42665,343163,104996,22162,20503,183273,159890,49050,55946
2022-04,11104,10013000,屏東縣,801377,407795,393582,81634,567047,152696,42532,39102,294188,272859,71075,81621
2022-04,11104,10014000,臺東縣,212959,109159,103800,23793,150057,39109,12470,11323,78962,71095,17727,21382
2022-04,11104,10015000,花蓮縣,319842,161579,158263,36720,223649,59473,19255,17465,115040,108609,27284,32189
2022-04,11104,10016000,澎湖縣,106216,54594,51622,10611,76572,19033,5556,5055,40151,36421,8887,10146
2022-04,11104,10017000,基隆市,361612,180267,181345,36214,257514,67884,18785,17429,130883,126631,30599,37285
2022-04,11104,10018000,新竹市,450494,222438,228056,74736,313665,62093,38967,35769,156090,157575,27381,34712
2022-04,11104,10020000,嘉義市,263202,126921,136281,34027,183764,45411,17710,16317,89275,94489,19936,25475
2022-04,11104,63000000,臺北市,2478124,1179782,1298342,318855,1658327,500942,165192,153663,793024,865303,221566,279376
2022-04,11104,64000000,高雄市,2726087,1342982,1383105,312739,1927087,486261,162204,150535,961619,965468,219159,267102
2022-04,11104,65000000,新北市,3975803,1940507,2035296,466619,2853231,655953,241572,225047,1405140,1448091,293795,362158
2022-04,11104,66000000,臺中市,2801069,1373848,1427221,383620,2007120,410329,199088,184532,988586,1018534,186174,224155
2022-04,11104,67000000,臺南市,1852429,922064,930365,216366,1310102,325961,112323,104043,659885,650217,149856,176105
2022-04,11104,68000000,桃園市,2263430,1119790,1143640,322783,1627288,313359,167608,155175,809743,817545,142439,170920
2022-05,11105,00000000,全國,23196178,11482441,11713737,2848336,16368377,3979465,1478291,1370045,8196199,8172178,1807951,2171514
2022-05,11105,09007000,連江縣,13782,7990,5792,1428,10469,1885,778,650,6180,4289,1032,853
2022-05,11105,09020000,金門縣,140323,69687,70636,11930,106261,22132,6193,5737,52916,53345,10578,11554
2022-05,11105,10002000,宜蘭縣,448933,225937,222996,51627,315160,82146,26778,24849,161160,154000,37999,44147
2022-05,11105,10004000,新竹縣,576027,293914,282113,91527,406779,77721,47442,44085,209436,197343,37036,40685
2022-05,11105,10005000,苗栗縣,535414,275885,259529,63045,375709,96660,32581,30464,197397,178312,45907,50753
2022-05,11105,10007000,彰化縣,1247683,633111,614572,153207,873550,220926,79815,73392,451200,422350,102096,118830
2022-05,11105,10008000,南投縣,481670,245879,235791,50181,336187,95302,26176,24005,174892,161295,44811,50491
2022-05,11105,10009000,雲林縣,666425,344212,322213,71475,462009,132941,37047,34428,245932,216077,61233,71708
2022-05,11105,10010000,嘉義縣,490423,254266,236157,42563,342860,105000,22084,20479,183120,159740,49062,55938
2022-05,11105,10013000,屏東縣,801201,407706,393495,81585,566704,152912,42511,39074,293994,272710,71201,81711
2022-05,11105,10014000,臺東縣,212924,109096,103828,23769,150001,39154,12450,11319,78887,71114,17759,21395
2022-05,11105,10015000,花蓮縣,319351,161305,158046,36615,223168,59568,19195,17420,114775,108393,27335,32233
2022-05,11105,10016000,澎湖縣,106238,54588,51650,10608,76556,19074,5552,5056,40132,36424,8904,10170
2022-05,11105,10017000,基隆市,361320,180096,181224,36054,257255,68011,18698,17356,130743,126512,30655,37356
2022-05,11105,10018000,新竹市,450347,222335,228012,74538,313558,62251,38872,35666,156023,157535,27440,34811
2022-05,11105,10020000,嘉義市,262983,126781,136202,33898,183588,45497,17622,16276,89173,94415,19986,25511
2022-05,11105,63000000,臺北市,2470599,1175883,1294716,317076,1652631,500892,164256,152820,790204,862427,221423,279469
2022-05,11105,64000000,高雄市,2724134,1341766,1382368,311908,1924979,487247,161742,150166,960533,964446,219491,267756
2022-05,11105,65000000,新北市,3972841,1938646,2034195,465200,2850192,657449,240810,224390,1403451,1446741,294385,363064
2022-05,11105,66000000,臺中市,2799312,1372698,1426614,382547,2005158,411607,198572,183975,987416,1017742,186710,224897
2022-05,11105,67000000,臺南市,1851483,921459,930024,215832,1308994,326657,112033,103799,659293,649701,150133,176524
2022-05,11105,68000000,桃園市,2262765,1119201,1143564,321723,1626609,314433,167084,154639,809342,817267,142775,171658
2022-06,11106,00000000,全國,23186278,11475116,11711162,2844150,16358488,3983640,1475893,1368257,8190373,8168115,1808850,2174790
2022-06,11106,09007000,連江縣,13823,8013,5810,1436,10495,1892,779,657,6195,4300,1039,853
