西元年,月,民國年,產業,生產指數
2020,11,民國109年11月,電力設備及配備業,91.27
2020,11,民國109年11月,電子零組件業,90.12
2020,11,民國109年11月,電腦、電子產品及光學製品業,89.13
2020,11,民國109年11月,非金屬礦物製品業,90.84
2020,11,民國109年11月,食品及飼品業,97.35
2020,11,民國109年11月,飲料業,96.27
2020,12,民國109年12月,其他化學製品業,99.66
2020,12,民國109年12月,其他製造業,122.95
2020,12,民國109年12月,其他運輸工具及其零件業,119.03
2020,12,民國109年12月,化學工業,105.83
2020,12,民國109年12月,化學材料及肥料業,92.0
2020,12,民國109年12月,印刷及資料儲存媒體複製業,104.96
2020,12,民國109年12月,基本金屬業,104.83
2020,12,民國109年12月,塑膠製品業,117.59
2020,12,民國109年12月,家具業,104.43
2020,12,民國109年12月,成衣及服飾品業,104.57
2020,12,民國109年12月,木竹製品業,101.59
2020,12,民國109年12月,機械設備業,102.9
2020,12,民國109年12月,橡膠製品業,91.93
2020,12,民國109年12月,民生工業,106.14
2020,12,民國109年12月,汽車及其零件業,105.04
2020,12,民國109年12月,產業用機械設備維修及安裝業,102.53
2020,12,民國109年12月,皮革、毛皮及其製品業,101.08
2020,12,民國109年12月,石油及煤製品業,121.55
2020,12,民國109年12月,紙漿、紙及紙製品業,96.44
2020,12,民國109年12月,紡織業,99.84
2020,12,民國109年12月,菸草業,104.71
2020,12,民國109年12月,藥品及醫用化學製品業,103.29
2020,12,民國109年12月,資訊電子工業,102.95
2020,12,民國109年12月,金屬機電工業,98.21
2020,12,民國109年12月,金屬製品業,101.11
2020,12,民國109年12月,電力設備及配備業,104.14
2020,12,民國109年12月,電子零組件業,93.54
2020,12,民國109年12月,電腦、電子產品及光學製品業,92.11
2020,12,民國109年12月,非金屬礦物製品業,102.31
2020,12,民國109年12月,食品及飼品業,105.23
2020,12,民國109年12月,飲料業,106.0
2021,1,民國110年1月,其他化學製品業,102.91
2021,1,民國110年1月,其他製造業,102.64
2021,1,民國110年1月,其他運輸工具及其零件業,108.09
2021,1,民國110年1月,化學工業,96.68
2021,1,民國110年1月,化學材料及肥料業,97.19
2021,1,民國110年1月,印刷及資料儲存媒體複製業,102.77
2021,1,民國110年1月,基本金屬業,97.62
2021,1,民國110年1月,塑膠製品業,102.92
2021,1,民國110年1月,家具業,102.68
2021,1,民國110年1月,成衣及服飾品業,103.1
2021,1,民國110年1月,木竹製品業,90.2
2021,1,民國110年1月,機械設備業,96.34
2021,1,民國110年1月,橡膠製品業,92.63
2021,1,民國110年1月,民生工業,98.46
2021,1,民國110年1月,汽車及其零件業,90.74
2021,1,民國110年1月,產業用機械設備維修及安裝業,93.13
2021,1,民國110年1月,皮革、毛皮及其製品業,100.98
2021,1,民國110年1月,石油及煤製品業,105.33
2021,1,民國110年1月,紙漿、紙及紙製品業,93.64
2021,1,民國110年1月,紡織業,87.17
2021,1,民國110年1月,菸草業,93.93
2021,1,民國110年1月,藥品及醫用化學製品業,103.58
2021,1,民國110年1月,資訊電子工業,91.22
2021,1,民國110年1月,金屬機電工業,95.52
2021,1,民國110年1月,金屬製品業,102.86
2021,1,民國110年1月,電力設備及配備業,97.59
2021,1,民國110年1月,電子零組件業,92.26
2021,1,民國110年1月,電腦、電子產品及光學製品業,91.75
2021,1,民國110年1月,非金屬礦物製品業,96.31
2021,1,民國110年1月,食品及飼品業,100.98
2021,1,民國110年1月,飲料業,109.05
2021,2,民國110年2月,其他化學製品業,89.83
2021,2,民國110年2月,其他製造業,73.78
2021,2,民國110年2月,其他運輸工具及其零件業,75.87
2021,2,民國110年2月,化學工業,73.71
2021,2,民國110年2月,化學材料及肥料業,88.3
2021,2,民國110年2月,印刷及資料儲存媒體複製業,84.62
2021,2,民國110年2月,基本金屬業,77.65
2021,2,民國110年2月,塑膠製品業,77.21
2021,2,民國110年2月,家具業,79.27
2021,2,民國110年2月,成衣及服飾品業,80.74
2021,2,民國110年2月,木竹製品業,80.35
2021,2,民國110年2月,機械設備業,73.87
2021,2,民國110年2月,橡膠製品業,61.72
2021,2,民國110年2月,民生工業,77.48
2021,2,民國110年2月,汽車及其零件業,74.38
2021,2,民國110年2月,產業用機械設備維修及安裝業,72.13
2021,2,民國110年2月,皮革、毛皮及其製品業,83.0
2021,2,民國110年2月,石油及煤製品業,72.75
2021,2,民國110年2月,紙漿、紙及紙製品業,65.13
2021,2,民國110年2月,紡織業,66.14
2021,2,民國110年2月,菸草業,83.21
2021,2,民國110年2月,藥品及醫用化學製品業,78.14
2021,2,民國110年2月,資訊電子工業,80.72
2021,2,民國110年2月,金屬機電工業,80.62
2021,2,民國110年2月,金屬製品業,85.29
2021,2,民國110年2月,電力設備及配備業,76.73
2021,2,民國110年2月,電子零組件業,81.94
2021,2,民國110年2月,電腦、電子產品及光學製品業,82.9
2021,2,民國110年2月,非金屬礦物製品業,71.28
2021,2,民國110年2月,食品及飼品業,76.61
2021,2,民國110年2月,飲料業,79.31
2021,3,民國110年3月,其他化學製品業,102.63
2021,3,民國110年3月,其他製造業,109.42
2021,3,民國110年3月,其他運輸工具及其零件業,109.69
2021,3,民國110年3月,化學工業,98.06
2021,3,民國110年3月,化學材料及肥料業,100.34
2021,3,民國110年3月,印刷及資料儲存媒體複製業,107.52
2021,3,民國110年3月,基本金屬業,104.87
2021,3,民國110年3月,塑膠製品業,112.15
2021,3,民國110年3月,家具業,104.58
2021,3,民國110年3月,成衣及服飾品業,108.75
2021,3,民國110年3月,木竹製品業,96.8
2021,3,民國110年3月,機械設備業,104.26
2021,3,民國110年3月,橡膠製品業,94.47
2021,3,民國110年3月,民生工業,108.01
2021,3,民國110年3月,汽車及其零件業,101.96
2021,3,民國110年3月,產業用機械設備維修及安裝業,99.42
2021,3,民國110年3月,皮革、毛皮及其製品業,104.11
2021,3,民國110年3月,石油及煤製品業,98.04
2021,3,民國110年3月,紙漿、紙及紙製品業,102.53
2021,3,民國110年3月,紡織業,94.77
2021,3,民國110年3月,菸草業,116.98
2021,3,民國110年3月,藥品及醫用化學製品業,110.34
2021,3,民國110年3月,資訊電子工業,105.19
2021,3,民國110年3月,金屬機電工業,103.31
2021,3,民國110年3月,金屬製品業,103.7
2021,3,民國110年3月,電力設備及配備業,108.48
2021,3,民國110年3月,電子零組件業,102.32
2021,3,民國110年3月,電腦、電子產品及光學製品業,102.82
2021,3,民國110年3月,非金屬礦物製品業,98.66
2021,3,民國110年3月,食品及飼品業,104.1
2021,3,民國110年3月,飲料業,101.84
2021,4,民國110年4月,其他化學製品業,99.12
2021,4,民國110年4月,其他製造業,93.24
2021,4,民國110年4月,其他運輸工具及其零件業,100.47
2021,4,民國110年4月,化學工業,89.29
2021,4,民國110年4月,化學材料及肥料業,93.65
2021,4,民國110年4月,印刷及資料儲存媒體複製業,99.99
2021,4,民國110年4月,基本金屬業,98.42
2021,4,民國110年4月,塑膠製品業,101.99
2021,4,民國110年4月,家具業,100.43
2021,4,民國110年4月,成衣及服飾品業,98.68
2021,4,民國110年4月,木竹製品業,86.33
2021,4,民國110年4月,機械設備業,98.79
2021,4,民國110年4月,橡膠製品業,83.78
2021,4,民國110年4月,民生工業,98.3
2021,4,民國110年4月,汽車及其零件業,95.57
2021,4,民國110年4月,產業用機械設備維修及安裝業,92.27
2021,4,民國110年4月,皮革、毛皮及其製品業,98.01
2021,4,民國110年4月,石油及煤製品業,102.2
2021,4,民國110年4月,紙漿、紙及紙製品業,104.95
2021,4,民國110年4月,紡織業,91.46
2021,4,民國110年4月,菸草業,101.38
2021,4,民國110年4月,藥品及醫用化學製品業,102.49
2021,4,民國110年4月,資訊電子工業,95.17
2021,4,民國110年4月,金屬機電工業,94.56
2021,4,民國110年4月,金屬製品業,98.91
2021,4,民國110年4月,電力設備及配備業,102.17
2021,4,民國110年4月,電子零組件業,91.74
2021,4,民國110年4月,電腦、電子產品及光學製品業,92.03
2021,4,民國110年4月,非金屬礦物製品業,101.03
2021,4,民國110年4月,食品及飼品業,96.59
2021,4,民國110年4月,飲料業,95.79
2021,5,民國110年5月,其他化學製品業,102.89
2021,5,民國110年5月,其他製造業,94.5
2021,5,民國110年5月,其他運輸工具及其零件業,104.48
2021,5,民國110年5月,化學工業,100.5
2021,5,民國110年5月,化學材料及肥料業,105.54
2021,5,民國110年5月,印刷及資料儲存媒體複製業,104.14
2021,5,民國110年5月,基本金屬業,101.91
2021,5,民國110年5月,塑膠製品業,104.21
2021,5,民國110年5月,家具業,102.71
2021,5,民國110年5月,成衣及服飾品業,101.86
2021,5,民國110年5月,木竹製品業,93.11
2021,5,民國110年5月,機械設備業,103.45
2021,5,民國110年5月,橡膠製品業,100.76
2021,5,民國110年5月,民生工業,102.56
2021,5,民國110年5月,汽車及其零件業,100.16
2021,5,民國110年5月,產業用機械設備維修及安裝業,94.78
2021,5,民國110年5月,皮革、毛皮及其製品業,103.03
2021,5,民國110年5月,石油及煤製品業,92.92
2021,5,民國110年5月,紙漿、紙及紙製品業,108.51
2021,5,民國110年5月,紡織業,104.77
2021,5,民國110年5月,菸草業,105.28
2021,5,民國110年5月,藥品及醫用化學製品業,104.56
2021,5,民國110年5月,資訊電子工業,96.74
2021,5,民國110年5月,金屬機電工業,98.43
2021,5,民國110年5月,金屬製品業,103.61
2021,5,民國110年5月,電力設備及配備業,103.52
2021,5,民國110年5月,電子零組件業,95.4
2021,5,民國110年5月,電腦、電子產品及光學製品業,94.8
2021,5,民國110年5月,非金屬礦物製品業,108.21
2021,5,民國110年5月,食品及飼品業,100.9
2021,5,民國110年5月,飲料業,98.44
2021,6,民國110年6月,其他化學製品業,100.31
2021,6,民國110年6月,其他製造業,104.07
2021,6,民國110年6月,其他運輸工具及其零件業,102.88
2021,6,民國110年6月,化學工業,100.2
2021,6,民國110年6月,化學材料及肥料業,99.61
2021,6,民國110年6月,印刷及資料儲存媒體複製業,101.07
2021,6,民國110年6月,基本金屬業,102.38
2021,6,民國110年6月,塑膠製品業,101.87
2021,6,民國110年6月,家具業,98.76
2021,6,民國110年6月,成衣及服飾品業,103.86
2021,6,民國110年6月,木竹製品業,107.84
2021,6,民國110年6月,機械設備業,101.06
2021,6,民國110年6月,橡膠製品業,110.67
2021,6,民國110年6月,民生工業,105.92
2021,6,民國110年6月,汽車及其零件業,104.61
2021,6,民國110年6月,產業用機械設備維修及安裝業,97.0
2021,6,民國110年6月,皮革、毛皮及其製品業,101.92
2021,6,民國110年6月,石油及煤製品業,92.44
2021,6,民國110年6月,紙漿、紙及紙製品業,98.73
2021,6,民國110年6月,紡織業,121.62
2021,6,民國110年6月,菸草業,92.52
2021,6,民國110年6月,藥品及醫用化學製品業,103.43
2021,6,民國110年6月,資訊電子工業,101.1
2021,6,民國110年6月,金屬機電工業,102.55
2021,6,民國110年6月,金屬製品業,101.03
2021,6,民國110年6月,電力設備及配備業,103.63
2021,6,民國110年6月,電子零組件業,102.7
2021,6,民國110年6月,電腦、電子產品及光學製品業,102.99
2021,6,民國110年6月,非金屬礦物製品業,107.65
2021,6,民國110年6月,食品及飼品業,103.0
2021,6,民國110年6月,飲料業,98.48
2021,7,民國110年7月,其他化學製品業,103.09
2021,7,民國110年7月,其他製造業,104.5
2021,7,民國110年7月,其他運輸工具及其零件業,101.21
2021,7,民國110年7月,化學工業,102.84
2021,7,民國110年7月,化學材料及肥料業,108.77
2021,7,民國110年7月,印刷及資料儲存媒體複製業,101.06
2021,7,民國110年7月,基本金屬業,104.4
2021,7,民國110年7月,塑膠製品業,102.1
2021,7,民國110年7月,家具業,101.79
2021,7,民國110年7月,成衣及服飾品業,103.81
2021,7,民國110年7月,木竹製品業,112.4
2021,7,民國110年7月,機械設備業,105.57
2021,7,民國110年7月,橡膠製品業,106.76
2021,7,民國110年7月,民生工業,107.58
2021,7,民國110年7月,汽車及其零件業,105.7
2021,7,民國110年7月,產業用機械設備維修及安裝業,108.86
2021,7,民國110年7月,皮革、毛皮及其製品業,104.85
2021,7,民國110年7月,石油及煤製品業,100.04
2021,7,民國110年7月,紙漿、紙及紙製品業,100.67
2021,7,民國110年7月,紡織業,105.51
2021,7,民國110年7月,菸草業,103.53
2021,7,民國110年7月,藥品及醫用化學製品業,107.12
2021,7,民國110年7月,資訊電子工業,101.43
2021,7,民國110年7月,金屬機電工業,102.3
2021,7,民國110年7月,金屬製品業,101.66
2021,7,民國110年7月,電力設備及配備業,105.93
2021,7,民國110年7月,電子零組件業,100.59
2021,7,民國110年7月,電腦、電子產品及光學製品業,100.33
2021,7,民國110年7月,非金屬礦物製品業,104.7
2021,7,民國110年7月,食品及飼品業,103.45
2021,7,民國110年7月,飲料業,103.68
2021,8,民國110年8月,其他化學製品業,102.32
2021,8,民國110年8月,其他製造業,103.69
2021,8,民國110年8月,其他運輸工具及其零件業,87.35
2021,8,民國110年8月,化學工業,105.05
2021,8,民國110年8月,化學材料及肥料業,109.64
2021,8,民國110年8月,印刷及資料儲存媒體複製業,98.93
2021,8,民國110年8月,基本金屬業,101.86
2021,8,民國110年8月,塑膠製品業,99.05
2021,8,民國110年8月,家具業,100.62
2021,8,民國110年8月,成衣及服飾品業,103.35
2021,8,民國110年8月,木竹製品業,111.29
2021,8,民國110年8月,機械設備業,106.25
2021,8,民國110年8月,橡膠製品業,114.88
2021,8,民國110年8月,民生工業,104.09
2021,8,民國110年8月,汽車及其零件業,104.27
2021,8,民國110年8月,產業用機械設備維修及安裝業,109.1
2021,8,民國110年8月,皮革、毛皮及其製品業,103.3
2021,8,民國110年8月,石油及煤製品業,93.48
2021,8,民國110年8月,紙漿、紙及紙製品業,100.49
2021,8,民國110年8月,紡織業,105.77
2021,8,民國110年8月,菸草業,106.01
2021,8,民國110年8月,藥品及醫用化學製品業,99.62
2021,8,民國110年8月,資訊電子工業,99.37
2021,8,民國110年8月,金屬機電工業,103.62
2021,8,民國110年8月,金屬製品業,102.08
2021,8,民國110年8月,電力設備及配備業,102.53
2021,8,民國110年8月,電子零組件業,104.47
2021,8,民國110年8月,電腦、電子產品及光學製品業,104.4
2021,8,民國110年8月,非金屬礦物製品業,105.38
2021,8,民國110年8月,食品及飼品業,103.26
2021,8,民國110年8月,飲料業,102.16
2021,9,民國110年9月,其他化學製品業,97.43
2021,9,民國110年9月,其他製造業,102.54
2021,9,民國110年9月,其他運輸工具及其零件業,97.41
2021,9,民國110年9月,化學工業,105.79
2021,9,民國110年9月,化學材料及肥料業,99.15
2021,9,民國110年9月,印刷及資料儲存媒體複製業,94.6
2021,9,民國110年9月,基本金屬業,100.27
2021,9,民國110年9月,塑膠製品業,98.48
2021,9,民國110年9月,家具業,98.47
2021,9,民國110年9月,成衣及服飾品業,97.54
2021,9,民國110年9月,木竹製品業,104.11
2021,9,民國110年9月,機械設備業,100.1
2021,9,民國110年9月,橡膠製品業,130.85
2021,9,民國110年9月,民生工業,95.96
2021,9,民國110年9月,汽車及其零件業,104.33
2021,9,民國110年9月,產業用機械設備維修及安裝業,105.2
2021,9,民國110年9月,皮革、毛皮及其製品業,99.2
2021,9,民國110年9月,石油及煤製品業,90.03
2021,9,民國110年9月,紙漿、紙及紙製品業,102.81
2021,9,民國110年9月,紡織業,101.37
2021,9,民國110年9月,菸草業,102.02
2021,9,民國110年9月,藥品及醫用化學製品業,97.42
2021,9,民國110年9月,資訊電子工業,100.13
2021,9,民國110年9月,金屬機電工業,104.85
2021,9,民國110年9月,金屬製品業,98.02
2021,9,民國110年9月,電力設備及配備業,98.34
2021,9,民國110年9月,電子零組件業,109.06
2021,9,民國110年9月,電腦、電子產品及光學製品業,109.44
2021,9,民國110年9月,非金屬礦物製品業,103.6
2021,9,民國110年9月,食品及飼品業,99.78
2021,9,民國110年9月,飲料業,98.12
2021,10,民國110年10月,其他化學製品業,100.33
2021,10,民國110年10月,其他製造業,102.6
2021,10,民國110年10月,其他運輸工具及其零件業,98.45
2021,10,民國110年10月,化學工業,101.52
2021,10,民國110年10月,化學材料及肥料業,98.15
2021,10,民國110年10月,印刷及資料儲存媒體複製業,97.82
2021,10,民國110年10月,基本金屬業,100.62
2021,10,民國110年10月,塑膠製品業,95.7
2021,10,民國110年10月,家具業,101.37
2021,10,民國110年10月,成衣及服飾品業,95.1
2021,10,民國110年10月,木竹製品業,103.11
2021,10,民國110年10月,機械設備業,99.53
2021,10,民國110年10月,橡膠製品業,91.56
2021,10,民國110年10月,民生工業,98.82
2021,10,民國110年10月,汽車及其零件業,102.74
2021,10,民國110年10月,產業用機械設備維修及安裝業,102.18
2021,10,民國110年10月,皮革、毛皮及其製品業,98.48
2021,10,民國110年10月,石油及煤製品業,108.75
2021,10,民國110年10月,紙漿、紙及紙製品業,105.15
2021,10,民國110年10月,紡織業,109.31
2021,10,民國110年10月,菸草業,98.3
2021,10,民國110年10月,藥品及醫用化學製品業,93.94
2021,10,民國110年10月,資訊電子工業,101.72
2021,10,民國110年10月,金屬機電工業,102.53
2021,10,民國110年10月,金屬製品業,102.06
2021,10,民國110年10月,電力設備及配備業,97.83
2021,10,民國110年10月,電子零組件業,104.48
2021,10,民國110年10月,電腦、電子產品及光學製品業,104.82
2021,10,民國110年10月,非金屬礦物製品業,100.69
2021,10,民國110年10月,食品及飼品業,101.71
2021,10,民國110年10月,飲料業,99.2
2021,11,民國110年11月,其他化學製品業,99.94
2021,11,民國110年11月,其他製造業,98.57
2021,11,民國110年11月,其他運輸工具及其零件業,104.58
2021,11,民國110年11月,化學工業,112.19
2021,11,民國110年11月,化學材料及肥料業,93.83
2021,11,民國110年11月,印刷及資料儲存媒體複製業,101.14
2021,11,民國110年11月,基本金屬業,102.84
2021,11,民國110年11月,塑膠製品業,98.96
2021,11,民國110年11月,家具業,103.4
2021,11,民國110年11月,成衣及服飾品業,100.04
2021,11,民國110年11月,木竹製品業,101.7
2021,11,民國110年11月,機械設備業,102.87
2021,11,民國110年11月,橡膠製品業,112.4
2021,11,民國110年11月,民生工業,100.98
2021,11,民國110年11月,汽車及其零件業,105.16
2021,11,民國110年11月,產業用機械設備維修及安裝業,111.41
2021,11,民國110年11月,皮革、毛皮及其製品業,100.39
2021,11,民國110年11月,石油及煤製品業,114.74
2021,11,民國110年11月,紙漿、紙及紙製品業,106.48
2021,11,民國110年11月,紡織業,108.05
2021,11,民國110年11月,菸草業,97.32
2021,11,民國110年11月,藥品及醫用化學製品業,96.86
2021,11,民國110年11月,資訊電子工業,107.25
2021,11,民國110年11月,金屬機電工業,104.65
2021,11,民國110年11月,金屬製品業,99.64
2021,11,民國110年11月,電力設備及配備業,99.42
2021,11,民國110年11月,電子零組件業,106.76
2021,11,民國110年11月,電腦、電子產品及光學製品業,106.13
2021,11,民國110年11月,非金屬礦物製品業,102.27
2021,11,民國110年11月,食品及飼品業,103.14
2021,11,民國110年11月,飲料業,102.71
2021,12,民國110年12月,其他化學製品業,99.14
2021,12,民國110年12月,其他製造業,110.41
2021,12,民國110年12月,其他運輸工具及其零件業,109.56
2021,12,民國110年12月,化學工業,114.12
2021,12,民國110年12月,化學材料及肥料業,105.81
2021,12,民國110年12月,印刷及資料儲存媒體複製業,106.28
2021,12,民國110年12月,基本金屬業,107.11
2021,12,民國110年12月,塑膠製品業,105.42
2021,12,民國110年12月,家具業,105.88
2021,12,民國110年12月,成衣及服飾品業,103.21
2021,12,民國110年12月,木竹製品業,112.71
2021,12,民國110年12月,機械設備業,107.93
2021,12,民國110年12月,橡膠製品業,99.52
2021,12,民國110年12月,民生工業,101.85
2021,12,民國110年12月,汽車及其零件業,110.36
2021,12,民國110年12月,產業用機械設備維修及安裝業,114.52
2021,12,民國110年12月,皮革、毛皮及其製品業,102.72
2021,12,民國110年12月,石油及煤製品業,129.27
2021,12,民國110年12月,紙漿、紙及紙製品業,110.87
2021,12,民國110年12月,紡織業,104.06
2021,12,民國110年12月,菸草業,99.46
2021,12,民國110年12月,藥品及醫用化學製品業,102.44
2021,12,民國110年12月,資訊電子工業,119.94
2021,12,民國110年12月,金屬機電工業,107.05
2021,12,民國110年12月,金屬製品業,101.09
2021,12,民國110年12月,電力設備及配備業,103.76
2021,12,民國110年12月,電子零組件業,108.25
2021,12,民國110年12月,電腦、電子產品及光學製品業,107.56
2021,12,民國110年12月,非金屬礦物製品業,100.23
2021,12,民國110年12月,食品及飼品業,106.43
2021,12,民國110年12月,飲料業,111.18
2022,1,民國111年1月,其他化學製品業,98.15
2022,1,民國111年1月,其他製造業,110.89
2022,1,民國111年1月,其他運輸工具及其零件業,104.65
2022,1,民國111年1月,化學工業,103.97
2022,1,民國111年1月,化學材料及肥料業,115.46
2022,1,民國111年1月,印刷及資料儲存媒體複製業,101.1
2022,1,民國111年1月,基本金屬業,97.97
2022,1,民國111年1月,塑膠製品業,100.94
2022,1,民國111年1月,家具業,102.0
2022,1,民國111年1月,成衣及服飾品業,103.71
2022,1,民國111年1月,木竹製品業,109.88
2022,1,民國111年1月,機械設備業,102.5
2022,1,民國111年1月,橡膠製品業,98.59
2022,1,民國111年1月,民生工業,96.75
2022,1,民國111年1月,汽車及其零件業,100.11
2022,1,民國111年1月,產業用機械設備維修及安裝業,113.48
2022,1,民國111年1月,皮革、毛皮及其製品業,101.29
2022,1,民國111年1月,石油及煤製品業,106.47
2022,1,民國111年1月,紙漿、紙及紙製品業,117.02
2022,1,民國111年1月,紡織業,79.86
2022,1,民國111年1月,菸草業,97.68
2022,1,民國111年1月,藥品及醫用化學製品業,101.0
2022,1,民國111年1月,資訊電子工業,107.86
2022,1,民國111年1月,金屬機電工業,103.96
2022,1,民國111年1月,金屬製品業,91.21
2022,1,民國111年1月,電力設備及配備業,94.79
2022,1,民國111年1月,電子零組件業,107.39
2022,1,民國111年1月,電腦、電子產品及光學製品業,107.73
2022,1,民國111年1月,非金屬礦物製品業,96.34
2022,1,民國111年1月,食品及飼品業,101.84
2022,1,民國111年1月,飲料業,112.73
2022,2,民國111年2月,其他化學製品業,88.49
2022,2,民國111年2月,其他製造業,68.06
2022,2,民國111年2月,其他運輸工具及其零件業,75.27
2022,2,民國111年2月,化學工業,82.18
2022,2,民國111年2月,化學材料及肥料業,99.9
2022,2,民國111年2月,印刷及資料儲存媒體複製業,80.62
2022,2,民國111年2月,基本金屬業,80.84
2022,2,民國111年2月,塑膠製品業,79.78
2022,2,民國111年2月,家具業,77.63
2022,2,民國111年2月,成衣及服飾品業,81.9
2022,2,民國111年2月,木竹製品業,73.23
2022,2,民國111年2月,機械設備業,82.28
2022,2,民國111年2月,橡膠製品業,67.66
2022,2,民國111年2月,民生工業,74.52
2022,2,民國111年2月,汽車及其零件業,81.38
2022,2,民國111年2月,產業用機械設備維修及安裝業,87.9
2022,2,民國111年2月,皮革、毛皮及其製品業,85.33
2022,2,民國111年2月,石油及煤製品業,75.59
2022,2,民國111年2月,紙漿、紙及紙製品業,87.88
2022,2,民國111年2月,紡織業,75.76
2022,2,民國111年2月,菸草業,74.99
2022,2,民國111年2月,藥品及醫用化學製品業,78.28
2022,2,民國111年2月,資訊電子工業,86.72
2022,2,民國111年2月,金屬機電工業,87.96
2022,2,民國111年2月,金屬製品業,84.54
2022,2,民國111年2月,電力設備及配備業,73.14
2022,2,民國111年2月,電子零組件業,93.45
2022,2,民國111年2月,電腦、電子產品及光學製品業,94.59
2022,2,民國111年2月,非金屬礦物製品業,72.62
2022,2,民國111年2月,食品及飼品業,76.16
2022,2,民國111年2月,飲料業,77.46
2022,3,民國111年3月,其他化學製品業,94.84
2022,3,民國111年3月,其他製造業,104.47
2022,3,民國111年3月,其他運輸工具及其零件業,116.7
2022,3,民國111年3月,化學工業,118.26
2022,3,民國111年3月,化學材料及肥料業,86.48
2022,3,民國111年3月,印刷及資料儲存媒體複製業,104.64
2022,3,民國111年3月,基本金屬業,107.76
2022,3,民國111年3月,塑膠製品業,112.02
2022,3,民國111年3月,家具業,104.65
2022,3,民國111年3月,成衣及服飾品業,112.97
2022,3,民國111年3月,木竹製品業,126.24
2022,3,民國111年3月,機械設備業,113.72
2022,3,民國111年3月,橡膠製品業,102.97
2022,3,民國111年3月,民生工業,102.93
2022,3,民國111年3月,汽車及其零件業,113.05
2022,3,民國111年3月,產業用機械設備維修及安裝業,120.67
2022,3,民國111年3月,皮革、毛皮及其製品業,97.99
2022,3,民國111年3月,石油及煤製品業,107.2
2022,3,民國111年3月,紙漿、紙及紙製品業,127.2
2022,3,民國111年3月,紡織業,106.59
2022,3,民國111年3月,菸草業,102.94
2022,3,民國111年3月,藥品及醫用化學製品業,111.03
2022,3,民國111年3月,資訊電子工業,116.93
2022,3,民國111年3月,金屬機電工業,106.42
2022,3,民國111年3月,金屬製品業,99.43
2022,3,民國111年3月,電力設備及配備業,103.85
2022,3,民國111年3月,電子零組件業,108.3
2022,3,民國111年3月,電腦、電子產品及光學製品業,107.29
2022,3,民國111年3月,非金屬礦物製品業,101.12
2022,3,民國111年3月,食品及飼品業,105.86
2022,3,民國111年3月,飲料業,106.48
2022,4,民國111年4月,其他化學製品業,95.49
2022,4,民國111年4月,其他製造業,86.74
2022,4,民國111年4月,其他運輸工具及其零件業,97.63
2022,4,民國111年4月,化學工業,97.15
2022,4,民國111年4月,化學材料及肥料業,108.71
2022,4,民國111年4月,印刷及資料儲存媒體複製業,94.19
2022,4,民國111年4月,基本金屬業,96.45
2022,4,民國111年4月,塑膠製品業,95.93
2022,4,民國111年4月,家具業,99.38
2022,4,民國111年4月,成衣及服飾品業,98.88
2022,4,民國111年4月,木竹製品業,97.36
2022,4,民國111年4月,機械設備業,94.9
2022,4,民國111年4月,橡膠製品業,102.79
2022,4,民國111年4月,民生工業,92.49
2022,4,民國111年4月,汽車及其零件業,96.4
2022,4,民國111年4月,產業用機械設備維修及安裝業,113.29
2022,4,民國111年4月,皮革、毛皮及其製品業,97.79
2022,4,民國111年4月,石油及煤製品業,96.44
2022,4,民國111年4月,紙漿、紙及紙製品業,111.37
2022,4,民國111年4月,紡織業,70.24
2022,4,民國111年4月,菸草業,94.07
2022,4,民國111年4月,藥品及醫用化學製品業,100.37
2022,4,民國111年4月,資訊電子工業,112.34
2022,4,民國111年4月,金屬機電工業,98.95
2022,4,民國111年4月,金屬製品業,93.31
2022,4,民國111年4月,電力設備及配備業,92.57
2022,4,民國111年4月,電子零組件業,101.41
2022,4,民國111年4月,電腦、電子產品及光學製品業,101.84
2022,4,民國111年4月,非金屬礦物製品業,92.36
2022,4,民國111年4月,食品及飼品業,92.05
2022,4,民國111年4月,飲料業,97.76
2022,5,民國111年5月,其他化學製品業,97.51
2022,5,民國111年5月,其他製造業,92.14
2022,5,民國111年5月,其他運輸工具及其零件業,87.06
2022,5,民國111年5月,化學工業,101.56
2022,5,民國111年5月,化學材料及肥料業,117.51
2022,5,民國111年5月,印刷及資料儲存媒體複製業,96.27
2022,5,民國111年5月,基本金屬業,97.61
2022,5,民國111年5月,塑膠製品業,95.4
2022,5,民國111年5月,家具業,97.31
2022,5,民國111年5月,成衣及服飾品業,95.06
2022,5,民國111年5月,木竹製品業,88.82
2022,5,民國111年5月,機械設備業,93.09
2022,5,民國111年5月,橡膠製品業,156.01
2022,5,民國111年5月,民生工業,93.96
2022,5,民國111年5月,汽車及其零件業,98.19
2022,5,民國111年5月,產業用機械設備維修及安裝業,107.8
2022,5,民國111年5月,皮革、毛皮及其製品業,103.53
2022,5,民國111年5月,石油及煤製品業,97.83
2022,5,民國111年5月,紙漿、紙及紙製品業,100.88
2022,5,民國111年5月,紡織業,90.34
2022,5,民國111年5月,菸草業,91.49
2022,5,民國111年5月,藥品及醫用化學製品業,103.7
2022,5,民國111年5月,資訊電子工業,120.02
2022,5,民國111年5月,金屬機電工業,100.48
2022,5,民國111年5月,金屬製品業,98.49
2022,5,民國111年5月,電力設備及配備業,94.17
2022,5,民國111年5月,電子零組件業,101.88
2022,5,民國111年5月,電腦、電子產品及光學製品業,101.91
