日期,淨尖峰供電能力(萬瓩),尖峰負載(萬瓩),備轉容量(萬瓩),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1(萬瓩),核三#2(萬瓩),林口#1(萬瓩),林口#2(萬瓩),林口#3(萬瓩),台中#1(萬瓩),台中#2(萬瓩),台中#3(萬瓩),台中#4(萬瓩),台中#5(萬瓩),台中#6(萬瓩),台中#7(萬瓩),台中#8(萬瓩),台中#9(萬瓩),台中#10(萬瓩),興達#1(萬瓩),興達#2(萬瓩),興達#3(萬瓩),興達#4(萬瓩),大林#1(萬瓩),大林#2(萬瓩),和平#1(萬瓩),和平#2(萬瓩),麥寮#1(萬瓩),麥寮#2(萬瓩),麥寮#3(萬瓩),汽電共生(萬瓩),大潭 (#1-#6)(萬瓩),通霄 (#1-#6)(萬瓩),興達 (#1-#5)(萬瓩),南部 (#1-#4)(萬瓩),大林(#5-#6)(萬瓩),海湖 (#1-#2)(萬瓩),國光 #1(萬瓩),新桃#1(萬瓩),星彰#1(萬瓩),星元#1(萬瓩),嘉惠#1(萬瓩),豐德(#1-#2)(萬瓩),協和 (#1-#4)(萬瓩),氣渦輪(萬瓩),離島(萬瓩),德基(萬瓩),青山(萬瓩),谷關(萬瓩),天輪(萬瓩),馬鞍(萬瓩),萬大(萬瓩),大觀(萬瓩),鉅工(萬瓩),大觀二(萬瓩),明潭(萬瓩),碧海(萬瓩),立霧(萬瓩),龍澗(萬瓩),卓蘭(萬瓩),水里(萬瓩),其他小水力(萬瓩),風力發電(萬瓩),太陽能發電(萬瓩)
20250914,3614.2,3357.6,256.6,7.64,362.513,335.051,0,0,0,0,0,0,75.2,75.6,75.6,51.1,51,45.1,45.4,52.5,53.2,47.2,53.3,47.2,0,0,0,0,0,74.9,75.8,55.4,56.3,51.9,0,56.4,114.4,645,302.5,226.8,114.5,54.7,45,0,44.4,0,51,119.3,201.4,81.7,0,16.9,6.5,14.3,7.8,12.4,9.3,4,7.5,2.9,39.1,70,4.4,0,4,8,0,28.7,2.1,0
20250915,4452.9,3961.8,491.1,12.4,396.901,366.833,0,0,0,0,0,0,75.2,0,75.5,50.9,51.3,49.4,50.7,52.4,52.3,52.6,53.2,47.3,0,0,0,29.7,31.9,75.8,75.7,60,58.8,52,0,56.7,174.1,637.1,298,207.6,113,54.6,44.2,0,63.5,0,49.7,118.3,193.4,72.6,0,15.1,4,6.8,1,1.7,1.6,0,1.2,0.3,15.6,33.4,1,0,1,2.4,0.1,18.6,68.9,688.3
20250916,4308.3,3971.4,336.9,8.48,404.805,374.14,0,0,0,0,0,0,74.5,0,76,51.3,50.9,48.1,50.6,52.3,53.2,52.9,53.3,47.2,0,0,23.9,36.9,43.3,75.8,75.7,58.6,57.3,52,0,56.8,169.4,652.1,297.6,215.6,104.7,54.7,44.2,0,63.5,0,50,118.6,196.5,83.3,37.5,17.8,13.7,29.7,18.6,19,12.4,3.9,4.8,1.7,21.9,15.5,0.7,0,0,2.5,0.6,18.9,2.6,580.5
20250917,4411.2,3987.9,423.3,10.61,407.972,377.066,0,0,0,0,0,0,0,0,75.3,51.1,51.4,47.3,50.3,52.4,53.2,52.7,53.3,47.2,0,19.2,37.8,36.9,51,75.9,75.8,58.7,58.9,52.1,0,56.5,170.9,646.8,296.5,214.1,102.8,73.5,44,0,63.5,0,48.5,113.9,195.3,83.2,6.4,15.9,13.4,27.6,17.4,18.1,12.4,4,5.2,1.2,5,1,0.6,0,0,2.6,0,22.4,4.3,700.1
20250918,4138.1,3899.8,238.3,6.11,402.209,371.739,0,0,0,0,0,0,0,0,76,49.7,51.4,47.5,51.4,52.4,53.2,52.8,53.2,46.9,0,21.1,37.6,37.5,50.8,75.8,75.8,59,58.8,52,0,56.6,175.6,650.8,298.9,226.8,105.3,73.4,44.1,0,63.4,0,50,119,200.5,82.7,37.4,18.4,21,36.3,18.1,19.1,12.6,4,9.5,2.9,42.1,72.3,4.5,0,4,4,0,22.5,14.3,377.5
20250919,4364.2,3949.5,414.7,10.5,396.334,366.31,0,0,0,0,0,0,0,0,75.9,50.6,51.4,47.8,50.1,52.4,52.9,52.8,53.3,47.4,0,21,37.6,37,50.3,75.8,75.7,59.2,58.4,52.1,0,56.6,173.9,642.7,300.1,213.1,105.3,54.2,44.3,0,63.4,0,49.9,117.9,196.1,82.5,0,17.6,6.2,6.5,9.7,9.2,6.6,0,1.7,0.5,34.9,42.8,4.1,0,1,2.2,0,12,10.2,629.3
20250920,4377.3,3519.5,857.8,24.37,372.858,344.612,0,0,0,0,0,0,0,0,75.3,50.5,50.9,49.8,50.3,52.5,52.5,51.6,53.2,47.6,0,0,0,27.7,37.3,75.9,75.8,57.3,55.4,52.1,0,56.8,112.9,604,281.5,190.4,88.3,29.4,40.6,0,63.5,0,45.5,96.2,190,27.7,0,14.4,0,0,1.3,2.1,1.7,0,1,0.2,0,0,2.1,0,1.2,2,0,11.4,28.9,761.5
20250921,3624.6,3332.1,292.5,8.78,359.046,331.847,0,0,0,0,0,0,0,0,75.4,51.3,51.6,34.3,50.7,52.6,52.2,52.6,53.2,47.1,0,0,0,37.4,50.9,75.9,75.8,55.4,55.5,52.1,0,56.4,115.8,579.1,299.2,208.7,105.7,54.7,43.5,0,62.9,0,49.1,118.9,198.7,47.9,0,15.8,3.3,4.9,1.2,2,1.6,3.9,9.6,3.9,49.5,66.8,4.5,0,4.1,8,0,23.2,193.5,0
20250922,4419.2,3851.9,567.3,14.73,387.952,358.563,0,0,0,0,0,0,0,0,75.5,51.1,51.4,49.5,50.8,52.5,52.8,52.6,53.2,47.5,0,0,0,0,49.8,75.9,75.8,60.1,59.3,47,0,42.2,172.4,590.4,289.3,200.3,104.1,54.7,44.4,0,62.4,7.7,48.7,118.6,196,82.7,24.7,14,14.6,25.6,16.5,15.9,11.2,4,4.9,1.9,36.4,62.8,0,0,1.8,2.1,0,16,275.6,326.7
20250923,3793.9,3576.5,217.4,6.08,379.46,350.715,0,0,0,0,0,0,0,0,75.5,51.3,51.5,50,51,52.5,52.7,52.7,53.3,47.2,0,0,0,17.8,51.1,75.9,75.8,58.6,59.2,52,0,0,184.6,598.9,303.9,227.6,114.3,54.7,45.1,0,63.4,49.2,50.5,119.1,201.4,83.7,37.2,18.2,12.6,26.5,17.8,18.7,12.5,4,9,4,17.6,44,0,0,9.8,3.6,0,20.2,48.9,213.5
20250924,4115.3,3760.5,354.8,9.43,385.843,356.613,0,0,0,0,0,0,75.3,0,75.3,51.2,51.5,51.3,50.9,52.6,52.8,52.8,53.2,47.1,0,0,29.2,37.3,50.9,76,75.8,60.1,59.7,52.2,0,0,173.6,587.5,300.8,226,105.1,54.6,44.5,7.6,63.5,47.4,50.3,119.1,201.2,81.4,0,17.1,14.2,30.7,18.9,19,12.8,3.9,1,0.3,24.9,61.6,0,0,9.8,8,0,21.5,0.9,334.3
20250925,4535.1,3909.7,625.4,16,393.721,363.894,0,0,0,0,0,0,75.2,0,76,51.2,51.3,51.4,50.7,52.6,52.2,52.6,53.2,47,0,0,30.1,37,50.7,75.8,75.8,60.1,59.7,52.2,0,0,173.2,558.1,283.2,224,89.5,54.6,40.6,20.1,63.5,47.5,50.4,109.1,182.8,45.2,0,13.8,9.3,12.5,18.8,19.1,12.6,4,1.1,0.3,11.2,3.5,0,0,9.8,3.5,0,18.8,12.3,733
20250926,4035.5,3721.7,313.8,8.43,389.056,359.584,0,0,0,0,0,0,75.4,0,75.6,47,47.4,48.5,47.3,49.8,50.3,49.9,50.6,47,0,0,36.5,36.8,48.2,75.5,75.7,53.6,55.5,52.1,0,0,169.3,581.2,289.5,225.3,105,54.6,42.7,22.2,63.5,48.9,50.3,115.9,191.9,28.4,0,14.1,12.7,19.5,18.2,19.1,12.5,4,1.3,0.4,10.3,22.5,0,0,9.8,2.4,0,21.4,2.8,499.8
20250927,4152.4,3432.3,720.1,20.98,368.103,340.217,0,0,0,0,0,0,75.1,0,76,39.5,39.9,42.5,41.8,39.2,40.3,42.5,41.8,47.6,0,0,0,36.3,38.5,75.8,75.8,58.8,58.2,47.2,0,0,111.4,611.2,282.8,197.9,92.4,29.6,40.4,3.3,63.5,44.3,45.3,68.7,118.2,13.8,0,13.7,0,2,9.3,9.6,6.5,0.2,1.1,0.3,0,0,0,0,9.8,2.2,0,22.2,12,770.8
20250928,3487.1,3267,220.1,6.74,353.98,327.165,0,0,0,0,0,0,74.7,0,76.1,51.3,51.1,0,50.5,52.6,53.3,52.7,53.2,47.1,10.3,0,0,36.5,51,75.8,73.9,57.2,55.6,52.2,0,0,72.2,640.8,302.5,226.4,114.5,54.7,0,46.5,0,49.8,50.8,47.9,199.9,43.2,0,15.5,21.6,36.1,18.2,18.9,12.5,3,9.7,3.9,37.1,82.9,0,0,9.8,8.1,0,25.4,11.9,0.8
20250929,4159.7,3325,834.7,25.1,357.19,330.132,0,0,0,0,0,0,74.1,0,75.4,50.5,51,0,50.4,52.1,52.8,52.1,52.9,47.2,10.8,0,0,0,0,73.7,72.9,60.1,59.3,52.2,0,0,173.1,583.1,287.8,196.7,95.9,29.6,0,46.4,0,49.2,45.7,49.2,144.5,25.2,0,13.8,0,0,1.4,2.2,1.7,3,10.1,4,0,0,0,0,9.3,2,0,22.1,10,622.5
20250930,4459.5,3909.5,550,14.07,394.174,364.313,0,0,0,0,0,0,74.2,0,76,51.2,51.5,0,50.6,52.6,53.2,52.6,53.2,46.5,53.1,0,0,0,0,75.8,75.8,60.1,59.7,52.2,0,0,171.1,589.4,297.8,224.3,99.4,42.8,44.5,45.5,63.5,49.1,50,119.1,143.7,40,0,14.1,9,6.9,10.8,5.1,3.6,3,10.1,4,36.4,30.7,4.4,0,2.5,1.8,0,19.5,9,663.3
20251001,4400.5,3922.4,478.1,12.19,417.158,376.585,0,0,0,0,0,0,75.3,0,76,50.6,50.9,0,51.2,0,53.2,0,50.3,47.2,47.5,0,0,0,0,75.8,75.9,58.9,57.9,52.2,0,0,175,643,300.9,217.5,105,54.6,44.5,45.9,63.5,49.2,49.9,118.8,145.2,82.9,0,16.1,9.3,18.1,8.6,4.3,2.5,3,10.1,4,17.6,49.1,4.4,0,6.6,1.8,0,19.4,12.3,654.4
20251002,4450.9,3885.9,565,14.54,415.182,374.801,0,0,0,0,0,0,75.3,0,75.9,50.6,51.4,0,50.1,0,53.2,0,53.3,47.7,47.2,0,0,0,0,76,75.8,58.7,57.3,52.1,0,0,174.8,632.7,300.2,210.8,104.9,54.6,42.2,45.4,63.5,44.9,50.4,105.3,194.9,77.2,0,14.1,4.7,6.7,16.2,14,9.4,3.2,10,4,15.5,17.6,4.4,0,5.5,1.8,0,18,3.2,656
20251003,4342.1,3900.4,441.7,11.32,413.046,372.873,0,0,0,0,0,0,74.9,0,75.7,51,51.4,0,51.2,0,53.2,0,53.2,47.3,49.1,0,0,0,0,75.9,75.7,58.9,58.1,52.1,0,0,175.4,635.4,299.2,219.9,105.1,54.6,44.5,45.6,63.5,49,50,118.8,194.5,79.4,0,15.7,9.4,7.7,10.2,4.6,2.9,0,6,2.3,21.4,30.7,4.5,0,5.7,2.3,0,12.8,2.8,645.5
20251004,4377.8,3525.3,852.5,24.18,387.394,349.717,0,0,0,0,0,0,75.2,0,75.8,32.3,32.6,0,33.7,0,34.8,0,34,42.3,44,0,0,0,0,75.8,73.8,55.4,55.4,52,0,0,121.3,632.7,285.8,220,100.7,54.7,42.9,44.7,26.9,45.9,46.2,115.3,137.1,27.7,0,13.8,0,0,1.6,2.2,1.6,0,3,1.5,0,0,4.4,0,2.9,2.6,0,14,3.3,764.6
20251005,4207,3267.2,939.8,28.76,369.318,333.399,0,0,0,0,0,0,74.6,0,75.5,27.9,27.3,0,28.2,0,28.5,0,29,42,34.5,0,0,0,0,76,74,55.4,55.4,47.1,0,0,122.4,635.1,284.7,210.1,100.8,29.5,0,42.8,0,0.1,45.2,0,159.8,27.8,0,14.5,0,0,1.5,2.1,1.6,0,4.8,2.2,5.7,0,4.5,0,3,2.3,0,11.3,3.3,778.6
20251006,3603.4,3291,312.4,9.5,370.76,334.7,0,0,0,0,0,0,74.6,0,76,50.6,51.4,0,50.8,0,53.2,0,53.2,51.3,52.6,0,0,0,0,75.9,73.9,60.1,59.8,52.1,0,0,119.3,621.2,298.4,225.5,113,54.7,44.7,46,0,0,50.3,119,198.4,79.2,0,15,11.9,20,13.9,15.7,11.1,4,4.6,2.2,33.9,77.2,4.4,0,6,4,0,25.1,30.5,0
20251007,4578,3881.3,696.7,17.95,407.773,368.114,0,0,0,0,0,0,75,0,75.3,51,51.3,0,50.8,0,52.8,0,53.1,52,52.4,0,0,0,0,76,73.9,58.9,52.2,52,0,0,179,627.5,296,196,95.9,54.7,44.7,43.1,49.5,48.3,49,118.9,196.6,71.6,0,16.2,3,2,1.2,1.8,1.3,0.6,6.8,3,12.6,2.9,4.4,0,3,1.8,0,11.4,178.3,607.7
20251008,4500,3855.9,644.1,16.7,413.072,372.897,0,0,0,0,0,0,74.7,0,75.3,41,41.2,0,40.8,0,42.5,0,42.2,48.9,46.4,0,0,0,0,76,74.4,57.4,50.7,52,0,0,174.7,643,297.3,213.4,97.4,54.7,44,45.6,47.8,49,48.2,119,196.7,30.9,0,14,3.2,3.1,2.3,2.7,2,0,7.6,3.4,7.4,16,0.8,0,0,0,0,10.2,113.8,685.8
20251009,4642.1,3822.3,819.8,21.45,407.962,368.284,0,0,0,0,0,0,75.3,0,76.2,22.9,23.4,0,23.9,0,24.1,0,25.4,37.9,52.9,0,0,0,0,76,75.8,57.7,50.8,52.1,0,0,178.2,604.1,287,209.4,101.6,31.3,42.7,41.7,59.9,48.6,44.8,104.4,139.5,14,0,13.6,3.3,3,2.2,2.7,2.1,0,7.8,3.5,0,11.3,4.5,0,3.2,0,0,20.1,252.1,754.7
20251010,4273.6,3411,862.6,25.29,382.716,345.493,0,0,0,0,0,0,74.6,0,75.9,24.5,24.6,0,25,0,25.1,0,33,28.3,29.7,0,0,0,0,76,75.8,57.2,54.2,47.2,0,0,119.2,637.3,298.1,209.2,105.1,54.7,43.9,44.2,0,5.1,24.4,85.5,192.4,16.4,0,13.9,1.7,6.3,2.2,2.7,1.9,0.2,5.3,3,0,0,4,0,3,0,0,20.4,62.9,732.9
20251011,4114.3,3332.8,781.5,23.45,373.693,337.348,0,0,0,0,0,0,74.3,0,75.8,31.5,32.2,0,32.6,0,33.4,0,33.9,32.8,34.1,0,0,0,0,76,76,58.9,56.7,47.1,0,0,120.4,639.6,301.8,211.9,105.2,54.7,0,45.4,0,48.7,50.1,3.7,193.8,14,0,13.7,0,0,1.9,2.5,1.9,0,6.2,2.3,0,0,3.5,0,0,0,0,18.6,8.6,749.3
20251012,3577.9,3282.6,295.3,9,365.478,329.931,0,0,0,0,0,0,75.2,0,75.4,50.8,51.6,0,50.8,0,53.1,0,53.1,50.9,51.8,0,0,0,0,76,75.8,57.4,57.3,52.1,0,0,118.4,656.8,304.9,222.2,111.8,54.7,0,46.7,63.5,47.4,50.8,118.1,200.8,37.2,0,16.8,9.4,13.7,7.9,8.1,6.3,4,7.6,3,31.8,63.5,4.5,0,6,4,0,28.4,1.6,0
20251013,4456.9,3875.3,581.6,15.01,404.959,365.573,0,0,0,0,0,0,74.5,0,76,50.9,51.6,0,50.8,0,52.3,0,53.3,51.6,48.7,0,0,0,0,76,75.7,57.7,55.8,52,0,0,171,639.5,301.8,208.6,99.8,54.7,44.6,45.8,63.5,49.4,50.3,112.3,194,70.8,0,13.4,0,1.9,0.6,1.2,0.8,0,3.7,1.1,11.1,4.1,2,0,0,0,0,12.4,6.6,742.2
20251014,4454.3,3910.4,543.9,13.91,414.793,374.45,0,0,0,0,0,0,74.9,0,76,50.8,51.6,0,50.9,0,53.3,0,51.3,51.3,52.2,0,0,0,0,76,75.8,58.7,55.6,51.9,0,0,174.6,648.6,302.2,224.9,105,54.7,44.5,44.6,61.8,49.3,50,118.5,193.3,79.4,0,15.5,2.8,4.5,2.4,1.4,0.9,4,8,3.6,29.6,48.6,3.4,0,1.8,0,0,14.9,25.9,600.4
20251015,4440.3,3867.5,572.8,14.81,413.974,373.711,0,0,0,0,0,0,74.5,0,75.7,50.7,51.5,0,50.8,0,53.3,0,53.2,51.8,44.2,0,0,0,0,76,75.8,58.7,57.6,51.9,0,0,173,658,303.7,225.2,105.2,54.7,44.6,44.7,63.5,49.2,50,118.8,195.9,80.8,0,16.8,0,3.6,1.2,1.6,1.3,4,7.9,3.6,21,28.9,4.5,0,0,0,0,17.4,20.8,573
20251016,4478.7,3890.2,588.5,15.13,414.867,374.517,0,0,0,0,0,0,75.5,0,75.2,48.1,48.8,0,49.8,0,51,0,51.5,51,51.1,0,0,0,0,76,75.9,57.5,55.5,52,0,0,166.1,639.6,301.9,224.7,101.4,54.6,44.4,41.5,63.5,49.3,49.3,118.7,188.4,34.9,0,14.1,1.5,6,0.7,1.6,1,4,7.9,3.6,13,14.7,1.1,0,0,0,0,13.4,26.9,723.5
20251017,4408.5,3893.5,515,13.23,413.744,373.503,0,0,0,0,0,0,75.5,0,75.9,50.6,51.4,0,51.2,0,53,0,51.6,51.5,52.6,0,0,0,0,75.8,75.7,57.9,55.9,52.1,0,0,162.9,646,303.8,220.2,105.2,54.6,44.3,44.1,63.5,49.1,49.9,117.8,193.8,61.5,0,14.1,3.3,4.2,1,1.6,1.2,0,7.9,3.6,12.6,25.8,1,0,0,0,0,11.6,4.6,700
20251018,4296.4,3497.6,798.8,22.84,389.614,351.72,0,0,0,0,0,0,75.4,0,75.5,46.4,46.7,0,46.9,0,48.1,0,48.4,47.3,48.6,0,0,0,0,75.8,75.7,55.6,55.5,47.2,0,0,114,547.9,298.6,210.8,105,54.6,42.5,0,52.9,0,49.6,97.5,191.7,28,0,13.3,0,0,0.9,1.6,1.1,0,1.7,1,0,0,1,0,0.4,0,0,8.3,136.8,747.5
20251019,3671.8,3151,520.8,16.53,359.609,324.633,0,0,0,0,0,0,75.1,0,75.9,38.5,0,0,38,0,38.8,0,37.5,36.4,37.7,0,0,0,0,73,75.8,57.4,53.2,47.2,0,0,112,552.9,301.5,194.8,113.9,54.6,40.4,42.7,0,43.2,24.6,109.8,149.8,27.9,0,14.6,14.6,27.9,16.6,17.2,11.7,4,1.3,0.3,29.2,47.2,0,0,1.7,4,0,12.6,298.7,0
20251020,4238,3529,709,20.09,376.454,339.84,0,0,0,0,0,0,75.2,0,75.7,27.6,0,0,29.2,0,28.9,0,32.2,27.7,34,0,0,0,0,75.8,75.7,57.5,55.4,49.2,0,0,158.4,549.7,307.9,208.2,104.9,54.6,44.4,46.9,63.5,0,46,118.3,161.6,28.1,0,13.8,0,1.2,0.9,1.6,1.2,0,4.1,1.4,12.5,29.3,0,0,0,0,0,12.4,299.4,473.8
20251021,4098.9,3418.3,680.6,19.91,367.391,331.658,0,0,0,0,0,0,75.1,0,76.1,22.5,0,0,23.8,0,24,0,28.8,23.6,29,0,0,0,0,56.5,75.8,57.5,55.5,51.8,0,0,161.2,553.3,310.3,199.4,98.7,54.6,40.9,42.8,63.5,0,45,107.2,93.2,28.3,0,13.1,2.2,1.5,1.1,1.8,1,0,1.1,0.2,13.9,15.3,0,0,0,2.6,0,21.1,196.1,564.2
20251022,3929.3,3372.8,556.5,16.5,364.349,328.912,0,0,0,0,0,0,75.6,0,76.2,27.8,0,0,28.8,0,29.5,0,24.4,0,35.7,0,0,0,0,76,75.8,56.5,55.6,52.1,0,0,163.8,566.2,308.7,211.9,103.5,54.7,44.5,47.7,63.5,49.6,48.3,68.9,150.5,28,0,12.7,1.8,7.2,1.2,1.7,1.4,0,3.4,1.5,30.2,35.6,0,0,0,1.8,0,20,154.4,414.7
20251023,3967.8,3394,573.8,16.91,364.065,328.657,0,0,0,0,0,0,75.3,0,76.2,26,0,0,22.7,0,23.5,0,23.8,0,23.9,0,0,0,0,76,75.8,57.3,55.5,51.9,0,0,155.1,510.4,303.4,196.7,100.9,54.7,41.3,42.8,63.5,44.5,49.3,68.9,147.1,14,0,12.3,0,0,2.7,2.7,2,0,1.2,0.3,27.5,7.2,0,0,0,1.8,0,24.8,219.3,531
20251024,3715.9,2956.2,759.7,25.7,336.766,304.013,0,0,0,0,0,0,75.3,0,76.2,0,0,0,23.8,0,23.5,0,24.1,0,24.5,0,0,0,0,76,75.8,54.5,0,52,0,0,155.7,550.6,303.8,216.9,104.2,54.6,0,46.3,0,0,50.9,0,118.5,14,0,10.9,1.5,5.6,3.1,3.5,2.5,0,1.1,0.2,0,0,0,0,0,0,0,26.5,225.3,541.6
20251025,3273.9,2976.1,297.8,10.01,334.04,301.552,0,0,0,0,0,0,74.9,0,75.7,0,0,0,32.9,0,33.4,0,33.3,0,33.8,0,0,0,0,75.6,75.8,56.3,0,52,0,0,103.4,554.3,309.2,226.3,114.8,54.5,0,47.6,0,50.5,51.4,68.8,151.5,23.9,0,13.2,4.5,6.1,3.1,3.6,2.5,4,2,0.7,36.5,50.1,0,0,4.9,4,0,31.8,293.9,0
20251026,3165.2,2861.8,303.4,10.6,323.62,292.145,0,0,0,0,0,0,75.4,0,76.1,0,0,0,23.8,0,23.5,0,23.9,0,24.6,0,0,0,0,75.8,75.9,55.4,0,52,0,0,103.5,541.4,311.2,184.8,110.9,54.6,0,48.2,0,34.3,51.8,48.5,151.8,14,0,11.5,6.2,9.9,6.1,6.2,5,4,8.1,2.2,30.3,33.2,4.5,0,2.3,4,0,25.1,303.6,0
20251027,3787.4,3223.1,564.3,17.51,347.319,313.539,0,0,0,0,0,0,75.7,0,76.2,0,0,0,23.3,0,23.5,0,23.9,0,24.5,0,0,0,0,76,21.4,55.5,0,42.3,0,0,151.6,525.4,297.1,192.9,103.1,44.6,0,43.4,63.5,44.4,51.1,0,141.4,28.1,0,11,0,1.9,1.8,2.3,1.6,0,3,0.9,2.1,8.8,4.1,0,0,0,0,25.3,301.7,570.3
20251028,3977.5,3294.3,683.2,20.74,353.639,319.244,0,0,0,0,0,0,75.5,0,76,0,0,0,23.8,0,23.6,0,24.1,0,24.7,0,0,0,0,76,76,55.4,54.5,51.9,0,0,146.2,519.8,298.4,186.9,105.5,44.6,40.8,42.8,63.5,45.8,45.4,108.3,93.4,28.2,0,12.4,0,1.7,1.9,2.5,1.8,0,3.1,1,11.9,15.6,4.5,0,0.6,0.4,0,25.8,266,447.2
20251029,4052.1,3293.6,758.5,23.03,354.799,320.291,0,0,0,0,0,0,75.4,0,76.2,0,0,0,23.8,0,23.5,0,24.1,0,24.5,0,0,0,0,75.9,75.9,58.6,57.4,51.9,0,0,166.2,471.3,307.1,194.9,95.3,54.6,45.8,42.8,63.6,0,45.7,83.5,128.5,27.9,0,12.2,3.3,3.3,3.3,3.6,2.6,0,2.9,0.9,13,0,4.4,0,0,1.8,0,33.3,236.9,530.1
20251030,4134,3410,724,21.23,365.606,330.048,0,0,0,0,0,0,75.5,0,75.9,0,0,0,23.8,0,23.5,0,24.2,23.5,37.5,0,0,0,0,75.9,76,57.3,55.5,51.9,0,0,145.1,492,298,208,104.9,34.5,43.1,45.3,63.5,45.2,46.8,111.9,99,28.2,0,12.6,0.6,4.8,3.4,3.8,2.9,0,2.6,0.7,0.1,18.1,4.4,0,0,1.7,0,32,116.1,680.8
20251031,4243.1,3310.2,932.9,28.18,357.914,323.104,0,0,0,0,0,0,75.5,0,76.2,0,0,0,0,0,23.5,0,24,24.8,25.1,0,0,0,0,76,75.8,57.6,55.9,32.9,0,0,174.8,494.3,297.6,184,96,29.6,41,41.4,61,1.8,44.2,70.1,92,14.1,0,11.9,3.4,3.2,3.4,3.8,2.7,0,3.4,1.1,3.8,14.8,4.5,0,0,1.8,0,26.1,302.9,550.4
20251101,3225.5,2894.2,331.3,11.44,349.418,316.876,0,0,0,0,0,0,75.6,0,75.9,0,0,0,0,0,23.5,0,24,24.1,24.7,0,0,0,0,75.7,75.8,59.6,59.2,33.1,0,0,69.1,558,312.3,174.4,114,49,45.7,48.1,63.6,0,51.8,118.8,152.1,14,0,12.8,6.5,13.3,3,3.4,2.4,0,3.6,1.2,34.4,54.9,4.5,0,0.3,4,0,32,235.9,9.6
20251102,3235.4,2785.6,449.8,16.15,332.948,301.939,0,0,0,0,0,0,75.5,0,75.7,0,0,0,0,0,23.5,0,24,24.8,24.6,0,0,0,0,75.7,75.7,55.3,55.5,27.9,0,0,67.5,589.4,297.6,143.7,102.7,31,0,42.1,0,44.2,45.2,39.4,121.2,14,0,13.6,4.9,9.6,2.7,3.2,2.2,4,7.5,2.2,44.4,62.3,4.5,0,4.8,4.1,0,33.6,309.2,0
20251103,4007.6,3185,822.6,25.83,361.491,327.825,0,0,0,0,0,0,75.6,0,75.8,0,0,0,0,0,23.5,0,24,24,25.2,0,0,0,0,76,75.9,58,57.7,27.9,0,0,110.9,536.2,296.3,161.8,90.3,29.6,0,43.2,63.6,44.1,45.7,77.4,146.2,14.1,0,10.7,0.9,2,3,3.2,2.3,0.4,2.5,0.7,9.9,6.9,0,0,0,0,0,22.3,307.9,455
20251104,4052.3,3254.4,797.9,24.52,373.189,338.433,0,0,0,0,0,0,75.6,0,76.1,0,0,0,0,0,23.5,0,24,23.5,24.3,0,0,0,0,76,75.9,57.4,55.6,27.9,0,0,89.9,598,296.3,156,102,29.5,45.9,45.8,28.2,0,46.8,67.9,118.2,14.2,0,11.8,0,5.6,2.6,3,2.2,0,2.4,0.8,0,0,0,0,0,0,0,15.5,307.2,593.8
20251105,3889.1,3316.1,573,17.28,378.135,342.918,0,0,0,0,0,0,75.6,0,75.8,0,0,0,0,0,23.5,0,24,23.5,24.5,0,0,0,0,75.7,75.7,59.9,59.4,27.9,0,0,105.3,589.6,293.8,156.7,103.7,42.6,42.8,39.9,63.6,23.3,45.3,108.1,145.7,14.1,0,13.9,3.5,7.4,2.6,3,2.2,2,1.5,0.7,15.8,53.4,0,0,0,2.3,0,27,301.2,367.1
20251106,4101.8,3397.8,704,20.72,386.076,350.12,0,0,0,0,0,0,75.6,0,76.3,0,0,0,0,0,23.5,0,23.9,23.6,24.4,0,0,0,0,75.8,75.7,56.8,55.8,32.5,0,0,84.1,620.5,294.5,157.7,101,33.2,41.9,43.8,28.2,44.8,46,67.8,100.5,14.2,0,11.1,9.1,17.2,8.2,5.7,5.4,2,3.4,0.7,0,7.4,0,0,0,0,0,21.9,237.1,680.8
20251107,4122.6,3465.2,657.4,18.97,392.352,355.812,0,0,0,0,0,0,75.6,0,76.2,0,0,0,28.8,0,23.2,0,24.1,23.7,24.7,0,0,0,0,76,75.6,57.5,57.7,47.1,0,0,93.6,583.9,309.4,182.8,97.3,54.6,43.5,44.8,63.5,46.4,50.8,114.5,148.1,28.4,0,10.9,0.2,0.1,2,2.6,1.7,2,5.5,2.6,21.3,26.9,0,0,0,0,0,24.7,204.2,536
20251108,3389.6,3036,353.6,11.65,367.709,333.464,0,0,0,0,0,0,75.2,0,76.1,0,0,0,43.9,0,27.2,0,27.7,27.3,28.2,0,0,0,0,76,75.8,35.8,56.5,50.7,0,0,62.1,572,309,161.2,93,52.2,40.9,42.9,63.6,44.8,50.9,112.3,145.6,27.9,0,10.6,0,0,1.7,2.2,1.6,0,6.4,2.4,0,0,0,0,0,0,0,22.6,120.8,462.8
20251109,3396.9,2945,451.9,15.34,351.991,319.209,0,0,0,0,0,0,75.6,0,75.5,0,0,0,31,0,29.5,25.1,0,27.4,29,0,0,0,0,75.8,74.9,55.4,56.6,37.2,0,0,68.2,570.4,298.1,143.5,114.9,54.6,0,47.2,46.1,50.4,51.1,119.2,122.2,39.7,0,11.5,8.9,12.1,7.5,7.5,6,4,7.9,3.7,15.6,64.8,0,0,1.1,4,0,26.8,308.9,0
