西元年,月,民國年月,園區別,子園區,負載_萬KW
2025,12,11412,中部科學園區,后里園區,49.6
2025,12,11412,中部科學園區,虎尾園區,2.23
2025,12,11412,南部科學園區,楠梓園區,0.0
2025,12,11412,南部科學園區,橋頭園區,0.0
2025,12,11412,南部科學園區,臺南園區,237.43
2025,12,11412,南部科學園區,高雄園區,23.96
2025,12,11412,新竹科學園區,宜蘭園區,0.22
2025,12,11412,新竹科學園區,新竹園區,143.3
2025,12,11412,新竹科學園區,新竹生醫園區,1.24
2025,12,11412,新竹科學園區,竹南園區,27.26
2025,12,11412,新竹科學園區,銅鑼園區,8.29
2025,12,11412,新竹科學園區,龍潭園區,17.56
2026,1,11501,中部科學園區,中興園區,0.2
2026,1,11501,中部科學園區,二林園區,3.04
2026,1,11501,中部科學園區,台中園區,111.11
2026,1,11501,中部科學園區,后里園區,49.07
2026,1,11501,中部科學園區,虎尾園區,2.32
2026,1,11501,南部科學園區,楠梓園區,0.0
2026,1,11501,南部科學園區,橋頭園區,0.0
2026,1,11501,南部科學園區,臺南園區,237.42
2026,1,11501,南部科學園區,高雄園區,23.96
2026,1,11501,新竹科學園區,宜蘭園區,0.21
2026,1,11501,新竹科學園區,新竹園區,137.03
2026,1,11501,新竹科學園區,新竹生醫園區,1.14
2026,1,11501,新竹科學園區,竹南園區,26.67
2026,1,11501,新竹科學園區,銅鑼園區,7.96
2026,1,11501,新竹科學園區,龍潭園區,18.03
