西元年,行業代碼,行業名稱,生產總額_百萬元,中間消費_百萬元,GDP_百萬元,生產及進口稅淨額_百萬元,固定資本消耗_百萬元,受僱人員報酬_百萬元,營業盈餘_百萬元
2024,J,出版影音及資通訊業,1366654.0,553007.0,813647.0,10229.0,145328.0,401971.0,256119.0
2024,K,金融及保險業,2448069.0,788750.0,1659319.0,130443.0,181067.0,880318.0,467491.0
2024,L,不動產及住宅服務業,2583396.0,621287.0,1962109.0,74389.0,339513.0,124676.0,1423531.0
2024,M,專業、科學及技術服務業,1174338.0,527423.0,646915.0,2514.0,96358.0,349289.0,198754.0
2024,N,支援服務業,620337.0,193045.0,427292.0,2406.0,63754.0,296553.0,64579.0
2024,O,公共行政及國防；強制性社會安全,1953584.0,627164.0,1326420.0,7984.0,459958.0,858478.0,0.0
2024,P,教育業,983734.0,174601.0,809133.0,-21815.0,78807.0,750240.0,1901.0
2024,Q,醫療保健及社會工作服務業,1277865.0,468412.0,809453.0,-7012.0,75619.0,583653.0,157193.0
2024,R,藝術、娛樂及休閒服務業,338782.0,118803.0,219979.0,3598.0,19622.0,139253.0,57506.0
2024,S,其他服務業,728409.0,254615.0,473794.0,8458.0,12187.0,365584.0,87565.0
2024,加值型營業稅,加值型營業稅,507885.0,0.0,507885.0,507885.0,0.0,0.0,0.0
2024,合計,合計,51742920.0,26868790.0,24874130.0,507749.0,4313370.0,11057527.0,8995484.0
2024,總計(生產面),總計(生產面),52525977.0,26868790.0,25657187.0,1290806.0,4313370.0,11057527.0,8995484.0
2024,進口稅,進口稅,275172.0,0.0,275172.0,275172.0,0.0,0.0,0.0
