西元年,季度,period,民國年季,大類,指標名稱,數值,單位
2016,1,2016Q1,民國105年第1季,人均指標,平均每人用電量,2374.682,度
2016,1,2016Q1,民國105年第1季,人均指標,平均每人能源消費量,792.817,公斤油當量
2016,1,2016Q1,民國105年第1季,人均指標,平均每人負擔能源進口值,8166.706108,元
2016,1,2016Q1,民國105年第1季,依存度指標,進口石油依存度,99.825,%
2016,1,2016Q1,民國105年第1季,依存度指標,進口能源依存度,97.2026,%
2016,1,2016Q1,民國105年第1季,密集度指標,初級能源密集度,6.142,公斤油當量/千元
2016,1,2016Q1,民國105年第1季,密集度指標,工業部門能源消費密集度,4.023,公斤油當量/千元
2016,1,2016Q1,民國105年第1季,密集度指標,服務業部門能源消費密集度,0.412,公斤油當量/千元
2016,1,2016Q1,民國105年第1季,密集度指標,能源消費密集度,4.374,公斤油當量/千元
2016,1,2016Q1,民國105年第1季,密集度指標,能源生產力,228.580173,元/公斤油當量
2016,1,2016Q1,民國105年第1季,密集度指標,電力密集度,13.103696,度/千元
2016,1,2016Q1,民國105年第1季,彈性值指標,國內能源消費彈性值,12.646048,
2016,1,2016Q1,民國105年第1季,彈性值指標,電力消費彈性值,8.376861,
2016,1,2016Q1,民國105年第1季,能源進口指標,能源進口值占總進口值比例,11.5412,%
2016,1,2016Q1,民國105年第1季,集中度指標,發電能源種類集中度,56.5225,%
2016,1,2016Q1,民國105年第1季,集中度指標,能源供應種類集中度,55.5798,%
2016,1,2016Q1,民國105年第1季,集中度指標,進口原油來源集中度,43.89414630503084,%
2016,2,2016Q2,民國105年第2季,人均指標,平均每人用電量,2695.701,度
2016,2,2016Q2,民國105年第2季,人均指標,平均每人能源消費量,819.271,公斤油當量
2016,2,2016Q2,民國105年第2季,人均指標,平均每人負擔能源進口值,10138.289042,元
2016,2,2016Q2,民國105年第2季,依存度指標,進口石油依存度,99.8374,%
2016,2,2016Q2,民國105年第2季,依存度指標,進口能源依存度,97.6585,%
2016,2,2016Q2,民國105年第2季,密集度指標,初級能源密集度,6.267,公斤油當量/千元
2016,2,2016Q2,民國105年第2季,密集度指標,工業部門能源消費密集度,3.897,公斤油當量/千元
2016,2,2016Q2,民國105年第2季,密集度指標,服務業部門能源消費密集度,0.489,公斤油當量/千元
2016,2,2016Q2,民國105年第2季,密集度指標,能源消費密集度,4.367,公斤油當量/千元
2016,2,2016Q2,民國105年第2季,密集度指標,能源生產力,228.946947,元/公斤油當量
2016,2,2016Q2,民國105年第2季,密集度指標,電力密集度,14.371735,度/千元
2016,2,2016Q2,民國105年第2季,彈性值指標,國內能源消費彈性值,0.146143,
2016,2,2016Q2,民國105年第2季,彈性值指標,電力消費彈性值,1.341376,
2016,2,2016Q2,民國105年第2季,能源進口指標,能源進口值占總進口值比例,12.9794,%
2016,2,2016Q2,民國105年第2季,集中度指標,發電能源種類集中度,57.153,%
2016,2,2016Q2,民國105年第2季,集中度指標,能源供應種類集中度,55.718,%
2016,2,2016Q2,民國105年第2季,集中度指標,進口原油來源集中度,44.51369239037143,%
2016,3,2016Q3,民國105年第3季,人均指標,平均每人用電量,3015.415,度
2016,3,2016Q3,民國105年第3季,人均指標,平均每人能源消費量,820.935,公斤油當量
2016,3,2016Q3,民國105年第3季,人均指標,平均每人負擔能源進口值,10182.831099,元
2016,3,2016Q3,民國105年第3季,依存度指標,進口石油依存度,99.8285,%
2016,3,2016Q3,民國105年第3季,依存度指標,進口能源依存度,97.6277,%
2016,3,2016Q3,民國105年第3季,密集度指標,初級能源密集度,6.227,公斤油當量/千元
2016,3,2016Q3,民國105年第3季,密集度指標,工業部門能源消費密集度,3.656,公斤油當量/千元
2016,3,2016Q3,民國105年第3季,密集度指標,服務業部門能源消費密集度,0.537,公斤油當量/千元
2016,3,2016Q3,民國105年第3季,密集度指標,能源消費密集度,4.239,公斤油當量/千元
2016,3,2016Q3,民國105年第3季,密集度指標,能源生產力,235.900879,元/公斤油當量
2016,3,2016Q3,民國105年第3季,密集度指標,電力密集度,15.570711,度/千元
2016,3,2016Q3,民國105年第3季,彈性值指標,國內能源消費彈性值,-0.318677,
2016,3,2016Q3,民國105年第3季,彈性值指標,電力消費彈性值,0.682156,
2016,3,2016Q3,民國105年第3季,能源進口指標,能源進口值占總進口值比例,12.6793,%
2016,3,2016Q3,民國105年第3季,集中度指標,發電能源種類集中度,58.0559,%
2016,3,2016Q3,民國105年第3季,集中度指標,能源供應種類集中度,55.368,%
2016,3,2016Q3,民國105年第3季,集中度指標,進口原油來源集中度,41.08086724371625,%
2016,4,2016Q4,民國105年第4季,人均指標,平均每人用電量,2778.107,度
2016,4,2016Q4,民國105年第4季,人均指標,平均每人能源消費量,834.193,公斤油當量
2016,4,2016Q4,民國105年第4季,人均指標,平均每人負擔能源進口值,11600.429156,元
2016,4,2016Q4,民國105年第4季,依存度指標,進口石油依存度,99.8322,%
2016,4,2016Q4,民國105年第4季,依存度指標,進口能源依存度,97.811,%
2016,4,2016Q4,民國105年第4季,密集度指標,初級能源密集度,5.897,公斤油當量/千元
2016,4,2016Q4,民國105年第4季,密集度指標,工業部門能源消費密集度,3.67,公斤油當量/千元
2016,4,2016Q4,民國105年第4季,密集度指標,服務業部門能源消費密集度,0.468,公斤油當量/千元
2016,4,2016Q4,民國105年第4季,密集度指標,能源消費密集度,4.153,公斤油當量/千元
2016,4,2016Q4,民國105年第4季,密集度指標,能源生產力,240.735953,元/公斤油當量
2016,4,2016Q4,民國105年第4季,密集度指標,電力密集度,13.833793,度/千元
2016,4,2016Q4,民國105年第4季,彈性值指標,國內能源消費彈性值,0.837202,
2016,4,2016Q4,民國105年第4季,彈性值指標,電力消費彈性值,1.221839,
2016,4,2016Q4,民國105年第4季,能源進口指標,能源進口值占總進口值比例,13.5132,%
2016,4,2016Q4,民國105年第4季,集中度指標,發電能源種類集中度,57.8377,%
2016,4,2016Q4,民國105年第4季,集中度指標,能源供應種類集中度,56.4324,%
2016,4,2016Q4,民國105年第4季,集中度指標,進口原油來源集中度,39.52548269615334,%
2017,1,2017Q1,民國106年第1季,人均指標,平均每人用電量,2468.622,度
2017,1,2017Q1,民國106年第1季,人均指標,平均每人能源消費量,774.116,公斤油當量
2017,1,2017Q1,民國106年第1季,人均指標,平均每人負擔能源進口值,12277.637314,元
2017,1,2017Q1,民國106年第1季,依存度指標,進口石油依存度,99.8167,%
2017,1,2017Q1,民國106年第1季,依存度指標,進口能源依存度,97.6698,%
2017,1,2017Q1,民國106年第1季,密集度指標,初級能源密集度,5.744,公斤油當量/千元
2017,1,2017Q1,民國106年第1季,密集度指標,工業部門能源消費密集度,3.726,公斤油當量/千元
2017,1,2017Q1,民國106年第1季,密集度指標,服務業部門能源消費密集度,0.415,公斤油當量/千元
2017,1,2017Q1,民國106年第1季,密集度指標,能源消費密集度,4.126,公斤油當量/千元
2017,1,2017Q1,民國106年第1季,密集度指標,能源生產力,242.317203,元/公斤油當量
2017,1,2017Q1,民國106年第1季,密集度指標,電力密集度,13.16024,度/千元
2017,1,2017Q1,民國106年第1季,彈性值指標,國內能源消費彈性值,-0.579795,
2017,1,2017Q1,民國106年第1季,彈性值指標,電力消費彈性值,1.120257,
2017,1,2017Q1,民國106年第1季,能源進口指標,能源進口值占總進口值比例,15.0652,%
2017,1,2017Q1,民國106年第1季,集中度指標,發電能源種類集中度,59.6709,%
2017,1,2017Q1,民國106年第1季,集中度指標,能源供應種類集中度,56.6356,%
2017,1,2017Q1,民國106年第1季,集中度指標,進口原油來源集中度,46.33788303558491,%
2017,2,2017Q2,民國106年第2季,人均指標,平均每人用電量,2697.105,度
2017,2,2017Q2,民國106年第2季,人均指標,平均每人能源消費量,807.943,公斤油當量
2017,2,2017Q2,民國106年第2季,人均指標,平均每人負擔能源進口值,12397.8734,元
2017,2,2017Q2,民國106年第2季,依存度指標,進口石油依存度,99.8325,%
2017,2,2017Q2,民國106年第2季,依存度指標,進口能源依存度,97.6604,%
2017,2,2017Q2,民國106年第2季,密集度指標,初級能源密集度,6.107,公斤油當量/千元
2017,2,2017Q2,民國106年第2季,密集度指標,工業部門能源消費密集度,3.748,公斤油當量/千元
2017,2,2017Q2,民國106年第2季,密集度指標,服務業部門能源消費密集度,0.472,公斤油當量/千元
2017,2,2017Q2,民國106年第2季,密集度指標,能源消費密集度,4.198,公斤油當量/千元
2017,2,2017Q2,民國106年第2季,密集度指標,能源生產力,238.154407,元/公斤油當量
2017,2,2017Q2,民國106年第2季,密集度指標,電力密集度,14.017104,度/千元
2017,2,2017Q2,民國106年第2季,彈性值指標,國內能源消費彈性值,-0.426228,
2017,2,2017Q2,民國106年第2季,彈性值指標,電力消費彈性值,0.089724,
2017,2,2017Q2,民國106年第2季,能源進口指標,能源進口值占總進口值比例,15.1992,%
2017,2,2017Q2,民國106年第2季,集中度指標,發電能源種類集中度,60.4209,%
2017,2,2017Q2,民國106年第2季,集中度指標,能源供應種類集中度,57.113,%
2017,2,2017Q2,民國106年第2季,集中度指標,進口原油來源集中度,37.19828701358072,%
2017,3,2017Q3,民國106年第3季,人均指標,平均每人用電量,3072.795,度
2017,3,2017Q3,民國106年第3季,人均指標,平均每人能源消費量,842.809,公斤油當量
2017,3,2017Q3,民國106年第3季,人均指標,平均每人負擔能源進口值,12152.967732,元
2017,3,2017Q3,民國106年第3季,依存度指標,進口石油依存度,99.813,%
2017,3,2017Q3,民國106年第3季,依存度指標,進口能源依存度,97.7058,%
2017,3,2017Q3,民國106年第3季,密集度指標,初級能源密集度,6.19,公斤油當量/千元
2017,3,2017Q3,民國106年第3季,密集度指標,工業部門能源消費密集度,3.442,公斤油當量/千元
2017,3,2017Q3,民國106年第3季,密集度指標,服務業部門能源消費密集度,0.535,公斤油當量/千元
2017,3,2017Q3,民國106年第3季,密集度指標,能源消費密集度,4.192,公斤油當量/千元
2017,3,2017Q3,民國106年第3季,密集度指標,能源生產力,238.497394,元/公斤油當量
2017,3,2017Q3,民國106年第3季,密集度指標,電力密集度,15.28694,度/千元
2017,3,2017Q3,民國106年第3季,彈性值指標,國內能源消費彈性值,0.715263,
2017,3,2017Q3,民國106年第3季,彈性值指標,電力消費彈性值,0.523367,
2017,3,2017Q3,民國106年第3季,能源進口指標,能源進口值占總進口值比例,14.4395,%
2017,3,2017Q3,民國106年第3季,集中度指標,發電能源種類集中度,58.5899,%
2017,3,2017Q3,民國106年第3季,集中度指標,能源供應種類集中度,55.9706,%
2017,3,2017Q3,民國106年第3季,集中度指標,進口原油來源集中度,40.87798414520245,%
2017,4,2017Q4,民國106年第4季,人均指標,平均每人用電量,2859.512,度
2017,4,2017Q4,民國106年第4季,人均指標,平均每人能源消費量,826.576,公斤油當量
2017,4,2017Q4,民國106年第4季,人均指標,平均每人負擔能源進口值,12856.336667,元
2017,4,2017Q4,民國106年第4季,依存度指標,進口石油依存度,99.8361,%
2017,4,2017Q4,民國106年第4季,依存度指標,進口能源依存度,97.7576,%
2017,4,2017Q4,民國106年第4季,密集度指標,初級能源密集度,5.548,公斤油當量/千元
2017,4,2017Q4,民國106年第4季,密集度指標,工業部門能源消費密集度,3.439,公斤油當量/千元
2017,4,2017Q4,民國106年第4季,密集度指標,服務業部門能源消費密集度,0.46,公斤油當量/千元
2017,4,2017Q4,民國106年第4季,密集度指標,能源消費密集度,3.958,公斤油當量/千元
2017,4,2017Q4,民國106年第4季,密集度指標,能源生產力,252.5954,元/公斤油當量
2017,4,2017Q4,民國106年第4季,密集度指標,電力密集度,13.695671,度/千元
2017,4,2017Q4,民國106年第4季,彈性值指標,國內能源消費彈性值,-0.186121,
2017,4,2017Q4,民國106年第4季,彈性值指標,電力消費彈性值,0.747761,
2017,4,2017Q4,民國106年第4季,能源進口指標,能源進口值占總進口值比例,14.7723,%
2017,4,2017Q4,民國106年第4季,集中度指標,發電能源種類集中度,58.1493,%
2017,4,2017Q4,民國106年第4季,集中度指標,能源供應種類集中度,55.483,%
2017,4,2017Q4,民國106年第4季,集中度指標,進口原油來源集中度,41.39545432133364,%
2018,1,2018Q1,民國107年第1季,人均指標,平均每人用電量,2541.046,度
2018,1,2018Q1,民國107年第1季,人均指標,平均每人能源消費量,796.402,公斤油當量
2018,1,2018Q1,民國107年第1季,人均指標,平均每人負擔能源進口值,13700.818707,元
2018,1,2018Q1,民國107年第1季,依存度指標,進口石油依存度,99.337,%
2018,1,2018Q1,民國107年第1季,依存度指標,進口能源依存度,97.3039,%
2018,1,2018Q1,民國107年第1季,密集度指標,初級能源密集度,5.622,公斤油當量/千元
2018,1,2018Q1,民國107年第1季,密集度指標,工業部門能源消費密集度,3.71,公斤油當量/千元
2018,1,2018Q1,民國107年第1季,密集度指標,服務業部門能源消費密集度,0.401,公斤油當量/千元
2018,1,2018Q1,民國107年第1季,密集度指標,能源消費密集度,4.109,公斤油當量/千元
2018,1,2018Q1,民國107年第1季,密集度指標,能源生產力,243.309815,元/公斤油當量
2018,1,2018Q1,民國107年第1季,密集度指標,電力密集度,13.113557,度/千元
2018,1,2018Q1,民國107年第1季,彈性值指標,國內能源消費彈性值,0.876882,
2018,1,2018Q1,民國107年第1季,彈性值指標,電力消費彈性值,0.892932,
2018,1,2018Q1,民國107年第1季,能源進口指標,能源進口值占總進口值比例,16.1341,%
2018,1,2018Q1,民國107年第1季,集中度指標,發電能源種類集中度,57.9886,%
2018,1,2018Q1,民國107年第1季,集中度指標,能源供應種類集中度,55.7576,%
2018,1,2018Q1,民國107年第1季,集中度指標,進口原油來源集中度,45.17415798939653,%
2018,2,2018Q2,民國107年第2季,人均指標,平均每人用電量,2823.794,度
2018,2,2018Q2,民國107年第2季,人均指標,平均每人能源消費量,820.925,公斤油當量
2018,2,2018Q2,民國107年第2季,人均指標,平均每人負擔能源進口值,15481.090905,元
2018,2,2018Q2,民國107年第2季,依存度指標,進口石油依存度,99.3831,%
2018,2,2018Q2,民國107年第2季,依存度指標,進口能源依存度,97.8423,%
2018,2,2018Q2,民國107年第2季,密集度指標,初級能源密集度,6.09,公斤油當量/千元
2018,2,2018Q2,民國107年第2季,密集度指標,工業部門能源消費密集度,3.668,公斤油當量/千元
2018,2,2018Q2,民國107年第2季,密集度指標,服務業部門能源消費密集度,0.464,公斤油當量/千元
2018,2,2018Q2,民國107年第2季,密集度指標,能源消費密集度,4.129,公斤油當量/千元
2018,2,2018Q2,民國107年第2季,密集度指標,能源生產力,242.184452,元/公斤油當量
2018,2,2018Q2,民國107年第2季,密集度指標,電力密集度,14.203094,度/千元
2018,2,2018Q2,民國107年第2季,彈性值指標,國內能源消費彈性值,0.49847,
2018,2,2018Q2,民國107年第2季,彈性值指標,電力消費彈性值,1.399918,
2018,2,2018Q2,民國107年第2季,能源進口指標,能源進口值占總進口值比例,17.7565,%
2018,2,2018Q2,民國107年第2季,集中度指標,發電能源種類集中度,60.2818,%
2018,2,2018Q2,民國107年第2季,集中度指標,能源供應種類集中度,56.209,%
2018,2,2018Q2,民國107年第2季,集中度指標,進口原油來源集中度,40.25043191135399,%
2018,3,2018Q3,民國107年第3季,人均指標,平均每人用電量,3138.595,度
2018,3,2018Q3,民國107年第3季,人均指標,平均每人能源消費量,848.749,公斤油當量
2018,3,2018Q3,民國107年第3季,人均指標,平均每人負擔能源進口值,16949.64677,元
2018,3,2018Q3,民國107年第3季,依存度指標,進口石油依存度,99.3666,%
2018,3,2018Q3,民國107年第3季,依存度指標,進口能源依存度,97.5176,%
2018,3,2018Q3,民國107年第3季,密集度指標,初級能源密集度,6.059,公斤油當量/千元
2018,3,2018Q3,民國107年第3季,密集度指標,工業部門能源消費密集度,3.394,公斤油當量/千元
2018,3,2018Q3,民國107年第3季,密集度指標,服務業部門能源消費密集度,0.508,公斤油當量/千元
2018,3,2018Q3,民國107年第3季,密集度指標,能源消費密集度,4.122,公斤油當量/千元
2018,3,2018Q3,民國107年第3季,密集度指標,能源生產力,242.570088,元/公斤油當量
2018,3,2018Q3,民國107年第3季,密集度指標,電力密集度,15.244696,度/千元
2018,3,2018Q3,民國107年第3季,彈性值指標,國內能源消費彈性值,0.315707,
2018,3,2018Q3,民國107年第3季,彈性值指標,電力消費彈性值,0.887369,
2018,3,2018Q3,民國107年第3季,能源進口指標,能源進口值占總進口值比例,17.6069,%
2018,3,2018Q3,民國107年第3季,集中度指標,發電能源種類集中度,59.2685,%
2018,3,2018Q3,民國107年第3季,集中度指標,能源供應種類集中度,55.503,%
2018,3,2018Q3,民國107年第3季,集中度指標,進口原油來源集中度,43.75690680041827,%
2018,4,2018Q4,民國107年第4季,人均指標,平均每人用電量,2803.259,度
2018,4,2018Q4,民國107年第4季,人均指標,平均每人能源消費量,833.897,公斤油當量
2018,4,2018Q4,民國107年第4季,人均指標,平均每人負擔能源進口值,16352.193322,元
2018,4,2018Q4,民國107年第4季,依存度指標,進口石油依存度,99.0931,%
2018,4,2018Q4,民國107年第4季,依存度指標,進口能源依存度,97.3368,%
2018,4,2018Q4,民國107年第4季,密集度指標,初級能源密集度,5.419,公斤油當量/千元
2018,4,2018Q4,民國107年第4季,密集度指標,工業部門能源消費密集度,3.43,公斤油當量/千元
2018,4,2018Q4,民國107年第4季,密集度指標,服務業部門能源消費密集度,0.422,公斤油當量/千元
2018,4,2018Q4,民國107年第4季,密集度指標,能源消費密集度,3.906,公斤油當量/千元
2018,4,2018Q4,民國107年第4季,密集度指標,能源生產力,256.002561,元/公斤油當量
2018,4,2018Q4,民國107年第4季,密集度指標,電力密集度,13.131265,度/千元
2018,4,2018Q4,民國107年第4季,彈性值指標,國內能源消費彈性值,0.415041,
2018,4,2018Q4,民國107年第4季,彈性值指標,電力消費彈性值,-0.81127,
2018,4,2018Q4,民國107年第4季,能源進口指標,能源進口值占總進口值比例,17.2019,%
2018,4,2018Q4,民國107年第4季,集中度指標,發電能源種類集中度,59.6348,%
2018,4,2018Q4,民國107年第4季,集中度指標,能源供應種類集中度,55.8609,%
2018,4,2018Q4,民國107年第4季,集中度指標,進口原油來源集中度,41.65031185251697,%
2019,1,2019Q1,民國108年第1季,人均指標,平均每人用電量,2546.221,度
2019,1,2019Q1,民國108年第1季,人均指標,平均每人能源消費量,805.303,公斤油當量
2019,1,2019Q1,民國108年第1季,人均指標,平均每人負擔能源進口值,13894.771414,元
2019,1,2019Q1,民國108年第1季,依存度指標,進口石油依存度,99.1753,%
2019,1,2019Q1,民國108年第1季,依存度指標,進口能源依存度,97.4378,%
2019,1,2019Q1,民國108年第1季,密集度指標,初級能源密集度,5.601,公斤油當量/千元
2019,1,2019Q1,民國108年第1季,密集度指標,工業部門能源消費密集度,3.662,公斤油當量/千元
2019,1,2019Q1,民國108年第1季,密集度指標,服務業部門能源消費密集度,0.4,公斤油當量/千元
2019,1,2019Q1,民國108年第1季,密集度指標,能源消費密集度,4.074,公斤油當量/千元
2019,1,2019Q1,民國108年第1季,密集度指標,能源生產力,245.441498,元/公斤油當量
2019,1,2019Q1,民國108年第1季,密集度指標,電力密集度,12.882158,度/千元
2019,1,2019Q1,民國108年第1季,彈性值指標,國內能源消費彈性值,0.573565,
2019,1,2019Q1,民國108年第1季,彈性值指標,電力消費彈性值,0.133615,
2019,1,2019Q1,民國108年第1季,能源進口指標,能源進口值占總進口值比例,15.9154,%
2019,1,2019Q1,民國108年第1季,集中度指標,發電能源種類集中度,57.5704,%
2019,1,2019Q1,民國108年第1季,集中度指標,能源供應種類集中度,55.571,%
2019,1,2019Q1,民國108年第1季,集中度指標,進口原油來源集中度,44.15205678352604,%
2019,2,2019Q2,民國108年第2季,人均指標,平均每人用電量,2796.358,度
2019,2,2019Q2,民國108年第2季,人均指標,平均每人能源消費量,794.794,公斤油當量
2019,2,2019Q2,民國108年第2季,人均指標,平均每人負擔能源進口值,15419.820555,元
2019,2,2019Q2,民國108年第2季,依存度指標,進口石油依存度,99.3011,%
2019,2,2019Q2,民國108年第2季,依存度指標,進口能源依存度,97.2335,%
2019,2,2019Q2,民國108年第2季,密集度指標,初級能源密集度,5.748,公斤油當量/千元
2019,2,2019Q2,民國108年第2季,密集度指標,工業部門能源消費密集度,3.488,公斤油當量/千元
2019,2,2019Q2,民國108年第2季,密集度指標,服務業部門能源消費密集度,0.447,公斤油當量/千元
2019,2,2019Q2,民國108年第2季,密集度指標,能源消費密集度,3.885,公斤油當量/千元
2019,2,2019Q2,民國108年第2季,密集度指標,能源生產力,257.37489,元/公斤油當量
2019,2,2019Q2,民國108年第2季,密集度指標,電力密集度,13.670101,度/千元
2019,2,2019Q2,民國108年第2季,彈性值指標,國內能源消費彈性值,-1.050615,
2019,2,2019Q2,民國108年第2季,彈性值指標,電力消費彈性值,-0.303796,
2019,2,2019Q2,民國108年第2季,能源進口指標,能源進口值占總進口值比例,16.7165,%
2019,2,2019Q2,民國108年第2季,集中度指標,發電能源種類集中度,59.0182,%
2019,2,2019Q2,民國108年第2季,集中度指標,能源供應種類集中度,56.275,%
2019,2,2019Q2,民國108年第2季,集中度指標,進口原油來源集中度,45.76097743706694,%
2019,3,2019Q3,民國108年第3季,人均指標,平均每人用電量,3102.15,度
2019,3,2019Q3,民國108年第3季,人均指標,平均每人能源消費量,803.49,公斤油當量
2019,3,2019Q3,民國108年第3季,人均指標,平均每人負擔能源進口值,14394.901089,元
2019,3,2019Q3,民國108年第3季,依存度指標,進口石油依存度,99.1355,%
2019,3,2019Q3,民國108年第3季,依存度指標,進口能源依存度,97.1151,%
2019,3,2019Q3,民國108年第3季,密集度指標,初級能源密集度,5.611,公斤油當量/千元
2019,3,2019Q3,民國108年第3季,密集度指標,工業部門能源消費密集度,3.225,公斤油當量/千元
2019,3,2019Q3,民國108年第3季,密集度指標,服務業部門能源消費密集度,0.486,公斤油當量/千元
2019,3,2019Q3,民國108年第3季,密集度指標,能源消費密集度,3.776,公斤油當量/千元
2019,3,2019Q3,民國108年第3季,密集度指標,能源生產力,264.793843,元/公斤油當量
2019,3,2019Q3,民國108年第3季,密集度指標,電力密集度,14.580557,度/千元
2019,3,2019Q3,民國108年第3季,彈性值指標,國內能源消費彈性值,-1.542817,
2019,3,2019Q3,民國108年第3季,彈性值指標,電力消費彈性值,-0.319895,
2019,3,2019Q3,民國108年第3季,能源進口指標,能源進口值占總進口值比例,15.0397,%
2019,3,2019Q3,民國108年第3季,集中度指標,發電能源種類集中度,59.2565,%
2019,3,2019Q3,民國108年第3季,集中度指標,能源供應種類集中度,55.354,%
2019,3,2019Q3,民國108年第3季,集中度指標,進口原油來源集中度,44.25234707415742,%
2019,4,2019Q4,民國108年第4季,人均指標,平均每人用電量,2818.244,度
2019,4,2019Q4,民國108年第4季,人均指標,平均每人能源消費量,786.502,公斤油當量
2019,4,2019Q4,民國108年第4季,人均指標,平均每人負擔能源進口值,12989.726118,元
2019,4,2019Q4,民國108年第4季,依存度指標,進口石油依存度,99.2344,%
2019,4,2019Q4,民國108年第4季,依存度指標,進口能源依存度,97.3722,%
2019,4,2019Q4,民國108年第4季,密集度指標,初級能源密集度,4.989,公斤油當量/千元
2019,4,2019Q4,民國108年第4季,密集度指標,工業部門能源消費密集度,3.238,公斤油當量/千元
2019,4,2019Q4,民國108年第4季,密集度指標,服務業部門能源消費密集度,0.405,公斤油當量/千元
2019,4,2019Q4,民國108年第4季,密集度指標,能源消費密集度,3.555,公斤油當量/千元
2019,4,2019Q4,民國108年第4季,密集度指標,能源生產力,281.239365,元/公斤油當量
2019,4,2019Q4,民國108年第4季,密集度指標,電力密集度,12.740976,度/千元
2019,4,2019Q4,民國108年第4季,彈性值指標,國內能源消費彈性值,-1.527423,
2019,4,2019Q4,民國108年第4季,彈性值指標,電力消費彈性值,0.162858,
2019,4,2019Q4,民國108年第4季,能源進口指標,能源進口值占總進口值比例,13.0294,%
2019,4,2019Q4,民國108年第4季,集中度指標,發電能源種類集中度,57.3974,%
2019,4,2019Q4,民國108年第4季,集中度指標,能源供應種類集中度,54.5216,%
2019,4,2019Q4,民國108年第4季,集中度指標,進口原油來源集中度,42.08343914389132,%
2020,1,2020Q1,民國109年第1季,人均指標,平均每人用電量,2600.292,度
2020,1,2020Q1,民國109年第1季,人均指標,平均每人能源消費量,764.727,公斤油當量
2020,1,2020Q1,民國109年第1季,人均指標,平均每人負擔能源進口值,12808.080079,元
2020,1,2020Q1,民國109年第1季,依存度指標,進口石油依存度,99.2838,%
2020,1,2020Q1,民國109年第1季,依存度指標,進口能源依存度,97.298,%
2020,1,2020Q1,民國109年第1季,密集度指標,初級能源密集度,4.903,公斤油當量/千元
2020,1,2020Q1,民國109年第1季,密集度指標,工業部門能源消費密集度,3.401,公斤油當量/千元
2020,1,2020Q1,民國109年第1季,密集度指標,服務業部門能源消費密集度,0.389,公斤油當量/千元
2020,1,2020Q1,民國109年第1季,密集度指標,能源消費密集度,3.75,公斤油當量/千元
2020,1,2020Q1,民國109年第1季,密集度指標,能源生產力,266.632755,元/公斤油當量
2020,1,2020Q1,民國109年第1季,密集度指標,電力密集度,12.752692,度/千元
2020,1,2020Q1,民國109年第1季,彈性值指標,國內能源消費彈性值,-1.557509,
2020,1,2020Q1,民國109年第1季,彈性值指標,電力消費彈性值,0.676581,
2020,1,2020Q1,民國109年第1季,能源進口指標,能源進口值占總進口值比例,14.4988,%
2020,1,2020Q1,民國109年第1季,集中度指標,發電能源種類集中度,57.745,%
2020,1,2020Q1,民國109年第1季,集中度指標,能源供應種類集中度,55.3887,%
2020,1,2020Q1,民國109年第1季,集中度指標,進口原油來源集中度,47.92815610577824,%
2020,2,2020Q2,民國109年第2季,人均指標,平均每人用電量,2764.761,度
2020,2,2020Q2,民國109年第2季,人均指標,平均每人能源消費量,790.319,公斤油當量
2020,2,2020Q2,民國109年第2季,人均指標,平均每人負擔能源進口值,7534.521564,元
