西元年,月,民國年,科學園區,產業,營業額
2021,3,民國110年3月,中部科學園區,光電,173.51
2021,3,民國110年3月,中部科學園區,其他,2.56
2021,3,民國110年3月,中部科學園區,生物技術,7.51
2021,3,民國110年3月,中部科學園區,積體電路,621.28
2021,3,民國110年3月,中部科學園區,精密機械,25.92
2021,3,民國110年3月,中部科學園區,總計,835.08
2021,3,民國110年3月,中部科學園區,通訊,0.41
2021,3,民國110年3月,中部科學園區,電腦及周邊,3.89
2021,3,民國110年3月,南部科學園區,光電,229.76
2021,3,民國110年3月,南部科學園區,其他,2.14
2021,3,民國110年3月,南部科學園區,生物技術,11.9
2021,3,民國110年3月,南部科學園區,積體電路,519.56
2021,3,民國110年3月,南部科學園區,精密機械,43.93
2021,3,民國110年3月,南部科學園區,總計,828.64
2021,3,民國110年3月,南部科學園區,通訊,12.31
2021,3,民國110年3月,南部科學園區,電腦及周邊,9.04
2021,3,民國110年3月,新竹科學園區,光電,138.64
2021,3,民國110年3月,新竹科學園區,其他,7.33
2021,3,民國110年3月,新竹科學園區,生物技術,12.98
2021,3,民國110年3月,新竹科學園區,積體電路,919.34
2021,3,民國110年3月,新竹科學園區,精密機械,43.25
2021,3,民國110年3月,新竹科學園區,總計,1310.73
2021,3,民國110年3月,新竹科學園區,通訊,54.89
2021,3,民國110年3月,新竹科學園區,電腦及周邊,134.3
2021,3,民國110年3月,總　　計,光電,541.9
2021,3,民國110年3月,總　　計,其他,12.03
2021,3,民國110年3月,總　　計,生物技術,32.4
2021,3,民國110年3月,總　　計,積體電路,2060.18
2021,3,民國110年3月,總　　計,精密機械,113.11
2021,3,民國110年3月,總　　計,總計,2974.46
2021,3,民國110年3月,總　　計,通訊,67.61
2021,3,民國110年3月,總　　計,電腦及周邊,147.23
2021,4,民國110年4月,中部科學園區,光電,143.31
2021,4,民國110年4月,中部科學園區,其他,2.53
2021,4,民國110年4月,中部科學園區,生物技術,5.97
2021,4,民國110年4月,中部科學園區,積體電路,639.59
2021,4,民國110年4月,中部科學園區,精密機械,24.69
2021,4,民國110年4月,中部科學園區,總計,820.3
2021,4,民國110年4月,中部科學園區,通訊,0.39
2021,4,民國110年4月,中部科學園區,電腦及周邊,3.81
2021,4,民國110年4月,南部科學園區,光電,204.99
2021,4,民國110年4月,南部科學園區,其他,2.54
2021,4,民國110年4月,南部科學園區,生物技術,11.02
2021,4,民國110年4月,南部科學園區,積體電路,501.68
2021,4,民國110年4月,南部科學園區,精密機械,35.32
2021,4,民國110年4月,南部科學園區,總計,775.4
2021,4,民國110年4月,南部科學園區,通訊,13.04
2021,4,民國110年4月,南部科學園區,電腦及周邊,6.81
2021,4,民國110年4月,新竹科學園區,光電,124.85
2021,4,民國110年4月,新竹科學園區,其他,8.34
2021,4,民國110年4月,新竹科學園區,生物技術,10.93
2021,4,民國110年4月,新竹科學園區,積體電路,873.6
2021,4,民國110年4月,新竹科學園區,精密機械,35.48
2021,4,民國110年4月,新竹科學園區,總計,1210.82
2021,4,民國110年4月,新竹科學園區,通訊,41.98
2021,4,民國110年4月,新竹科學園區,電腦及周邊,115.64
2021,4,民國110年4月,總　　計,光電,473.15
2021,4,民國110年4月,總　　計,其他,13.42
2021,4,民國110年4月,總　　計,生物技術,27.93
2021,4,民國110年4月,總　　計,積體電路,2014.87
2021,4,民國110年4月,總　　計,精密機械,95.48
2021,4,民國110年4月,總　　計,總計,2806.51
2021,4,民國110年4月,總　　計,通訊,55.41
2021,4,民國110年4月,總　　計,電腦及周邊,126.26
2021,5,民國110年5月,中部科學園區,光電,165.76
2021,5,民國110年5月,中部科學園區,其他,2.53
2021,5,民國110年5月,中部科學園區,生物技術,7.02
2021,5,民國110年5月,中部科學園區,積體電路,604.7
2021,5,民國110年5月,中部科學園區,精密機械,25.27
2021,5,民國110年5月,中部科學園區,總計,809.25
2021,5,民國110年5月,中部科學園區,通訊,0.39
2021,5,民國110年5月,中部科學園區,電腦及周邊,3.58
2021,5,民國110年5月,南部科學園區,光電,220.36
2021,5,民國110年5月,南部科學園區,其他,2.46
2021,5,民國110年5月,南部科學園區,生物技術,12.14
2021,5,民國110年5月,南部科學園區,積體電路,663.01
2021,5,民國110年5月,南部科學園區,精密機械,54.45
2021,5,民國110年5月,南部科學園區,總計,972.06
2021,5,民國110年5月,南部科學園區,通訊,13.0
2021,5,民國110年5月,南部科學園區,電腦及周邊,6.64
2021,5,民國110年5月,新竹科學園區,光電,139.17
2021,5,民國110年5月,新竹科學園區,其他,7.79
2021,5,民國110年5月,新竹科學園區,生物技術,13.75
2021,5,民國110年5月,新竹科學園區,積體電路,981.97
2021,5,民國110年5月,新竹科學園區,精密機械,35.39
2021,5,民國110年5月,新竹科學園區,總計,1349.9
2021,5,民國110年5月,新竹科學園區,通訊,42.29
2021,5,民國110年5月,新竹科學園區,電腦及周邊,129.52
2021,5,民國110年5月,總　　計,光電,525.3
2021,5,民國110年5月,總　　計,其他,12.78
2021,5,民國110年5月,總　　計,生物技術,32.91
2021,5,民國110年5月,總　　計,積體電路,2249.68
2021,5,民國110年5月,總　　計,精密機械,115.11
2021,5,民國110年5月,總　　計,總計,3131.2
2021,5,民國110年5月,總　　計,通訊,55.68
2021,5,民國110年5月,總　　計,電腦及周邊,139.74
2021,6,民國110年6月,中部科學園區,光電,163.34
2021,6,民國110年6月,中部科學園區,其他,3.36
2021,6,民國110年6月,中部科學園區,生物技術,6.33
2021,6,民國110年6月,中部科學園區,積體電路,669.55
2021,6,民國110年6月,中部科學園區,精密機械,25.22
2021,6,民國110年6月,中部科學園區,總計,871.84
2021,6,民國110年6月,中部科學園區,通訊,0.44
2021,6,民國110年6月,中部科學園區,電腦及周邊,3.61
2021,6,民國110年6月,南部科學園區,光電,221.04
2021,6,民國110年6月,南部科學園區,其他,2.44
2021,6,民國110年6月,南部科學園區,生物技術,10.88
2021,6,民國110年6月,南部科學園區,積體電路,471.27
2021,6,民國110年6月,南部科學園區,精密機械,37.14
2021,6,民國110年6月,南部科學園區,總計,761.52
2021,6,民國110年6月,南部科學園區,通訊,12.83
2021,6,民國110年6月,南部科學園區,電腦及周邊,5.91
2021,6,民國110年6月,新竹科學園區,光電,137.04
2021,6,民國110年6月,新竹科學園區,其他,8.17
2021,6,民國110年6月,新竹科學園區,生物技術,21.28
2021,6,民國110年6月,新竹科學園區,積體電路,975.24
2021,6,民國110年6月,新竹科學園區,精密機械,36.83
2021,6,民國110年6月,新竹科學園區,總計,1343.6
2021,6,民國110年6月,新竹科學園區,通訊,44.85
2021,6,民國110年6月,新竹科學園區,電腦及周邊,120.19
2021,6,民國110年6月,總　　計,光電,521.42
2021,6,民國110年6月,總　　計,其他,13.97
2021,6,民國110年6月,總　　計,生物技術,38.49
2021,6,民國110年6月,總　　計,積體電路,2116.06
2021,6,民國110年6月,總　　計,精密機械,99.19
2021,6,民國110年6月,總　　計,總計,2976.96
2021,6,民國110年6月,總　　計,通訊,58.12
2021,6,民國110年6月,總　　計,電腦及周邊,129.71
2021,7,民國110年7月,中部科學園區,光電,171.19
2021,7,民國110年7月,中部科學園區,其他,2.5
2021,7,民國110年7月,中部科學園區,生物技術,6.33
2021,7,民國110年7月,中部科學園區,積體電路,679.62
2021,7,民國110年7月,中部科學園區,精密機械,29.88
2021,7,民國110年7月,中部科學園區,總計,894.09
2021,7,民國110年7月,中部科學園區,通訊,0.43
2021,7,民國110年7月,中部科學園區,電腦及周邊,4.14
2021,7,民國110年7月,南部科學園區,光電,216.71
2021,7,民國110年7月,南部科學園區,其他,2.45
2021,7,民國110年7月,南部科學園區,生物技術,11.16
2021,7,民國110年7月,南部科學園區,積體電路,590.93
2021,7,民國110年7月,南部科學園區,精密機械,39.79
2021,7,民國110年7月,南部科學園區,總計,884.18
2021,7,民國110年7月,南部科學園區,通訊,13.26
2021,7,民國110年7月,南部科學園區,電腦及周邊,9.88
2021,7,民國110年7月,新竹科學園區,光電,138.57
2021,7,民國110年7月,新竹科學園區,其他,7.79
2021,7,民國110年7月,新竹科學園區,生物技術,12.98
2021,7,民國110年7月,新竹科學園區,積體電路,974.49
2021,7,民國110年7月,新竹科學園區,精密機械,36.32
2021,7,民國110年7月,新竹科學園區,總計,1354.14
2021,7,民國110年7月,新竹科學園區,通訊,50.56
2021,7,民國110年7月,新竹科學園區,電腦及周邊,133.41
2021,7,民國110年7月,總　　計,光電,526.47
2021,7,民國110年7月,總　　計,其他,12.75
2021,7,民國110年7月,總　　計,生物技術,30.48
2021,7,民國110年7月,總　　計,積體電路,2245.04
2021,7,民國110年7月,總　　計,精密機械,106.0
2021,7,民國110年7月,總　　計,總計,3132.42
2021,7,民國110年7月,總　　計,通訊,64.26
2021,7,民國110年7月,總　　計,電腦及周邊,147.42
2021,8,民國110年8月,中部科學園區,光電,167.92
2021,8,民國110年8月,中部科學園區,其他,2.61
2021,8,民國110年8月,中部科學園區,生物技術,6.68
2021,8,民國110年8月,中部科學園區,積體電路,744.53
2021,8,民國110年8月,中部科學園區,精密機械,26.86
2021,8,民國110年8月,中部科學園區,總計,954.39
2021,8,民國110年8月,中部科學園區,通訊,0.44
2021,8,民國110年8月,中部科學園區,電腦及周邊,5.35
2021,8,民國110年8月,南部科學園區,光電,212.63
2021,8,民國110年8月,南部科學園區,其他,2.43
2021,8,民國110年8月,南部科學園區,生物技術,9.76
2021,8,民國110年8月,南部科學園區,積體電路,729.82
2021,8,民國110年8月,南部科學園區,精密機械,44.74
2021,8,民國110年8月,南部科學園區,總計,1020.76
2021,8,民國110年8月,南部科學園區,通訊,13.95
2021,8,民國110年8月,南部科學園區,電腦及周邊,7.43
2021,8,民國110年8月,新竹科學園區,光電,145.63
2021,8,民國110年8月,新竹科學園區,其他,7.77
2021,8,民國110年8月,新竹科學園區,生物技術,16.34
2021,8,民國110年8月,新竹科學園區,積體電路,1099.39
2021,8,民國110年8月,新竹科學園區,精密機械,34.1
2021,8,民國110年8月,新竹科學園區,總計,1469.9
2021,8,民國110年8月,新竹科學園區,通訊,42.57
2021,8,民國110年8月,新竹科學園區,電腦及周邊,124.11
2021,8,民國110年8月,總　　計,光電,526.18
2021,8,民國110年8月,總　　計,其他,12.81
2021,8,民國110年8月,總　　計,生物技術,32.78
2021,8,民國110年8月,總　　計,積體電路,2573.74
2021,8,民國110年8月,總　　計,精密機械,105.7
2021,8,民國110年8月,總　　計,總計,3445.05
2021,8,民國110年8月,總　　計,通訊,56.96
2021,8,民國110年8月,總　　計,電腦及周邊,136.89
2021,9,民國110年9月,中部科學園區,光電,166.71
2021,9,民國110年9月,中部科學園區,其他,2.61
2021,9,民國110年9月,中部科學園區,生物技術,6.59
2021,9,民國110年9月,中部科學園區,積體電路,680.2
2021,9,民國110年9月,中部科學園區,精密機械,26.49
2021,9,民國110年9月,中部科學園區,總計,887.91
2021,9,民國110年9月,中部科學園區,通訊,0.42
2021,9,民國110年9月,中部科學園區,電腦及周邊,4.9
2021,9,民國110年9月,南部科學園區,光電,209.65
2021,9,民國110年9月,南部科學園區,其他,2.74
2021,9,民國110年9月,南部科學園區,生物技術,8.46
2021,9,民國110年9月,南部科學園區,積體電路,605.99
2021,9,民國110年9月,南部科學園區,精密機械,36.6
2021,9,民國110年9月,南部科學園區,總計,885.26
2021,9,民國110年9月,南部科學園區,通訊,14.39
2021,9,民國110年9月,南部科學園區,電腦及周邊,7.42
2021,9,民國110年9月,新竹科學園區,光電,142.63
2021,9,民國110年9月,新竹科學園區,其他,8.82
2021,9,民國110年9月,新竹科學園區,生物技術,14.93
2021,9,民國110年9月,新竹科學園區,積體電路,1080.49
2021,9,民國110年9月,新竹科學園區,精密機械,36.23
2021,9,民國110年9月,新竹科學園區,總計,1457.31
2021,9,民國110年9月,新竹科學園區,通訊,50.22
2021,9,民國110年9月,新竹科學園區,電腦及周邊,123.98
2021,9,民國110年9月,總　　計,光電,519.0
2021,9,民國110年9月,總　　計,其他,14.17
2021,9,民國110年9月,總　　計,生物技術,29.97
2021,9,民國110年9月,總　　計,積體電路,2366.68
2021,9,民國110年9月,總　　計,精密機械,99.32
2021,9,民國110年9月,總　　計,總計,3230.48
2021,9,民國110年9月,總　　計,通訊,65.03
2021,9,民國110年9月,總　　計,電腦及周邊,136.3
2021,10,民國110年10月,中部科學園區,光電,139.63
2021,10,民國110年10月,中部科學園區,其他,2.65
2021,10,民國110年10月,中部科學園區,生物技術,6.16
2021,10,民國110年10月,中部科學園區,積體電路,687.5
2021,10,民國110年10月,中部科學園區,精密機械,25.24
2021,10,民國110年10月,中部科學園區,總計,866.22
2021,10,民國110年10月,中部科學園區,通訊,0.29
2021,10,民國110年10月,中部科學園區,電腦及周邊,4.75
2021,10,民國110年10月,南部科學園區,光電,192.18
2021,10,民國110年10月,南部科學園區,其他,2.85
2021,10,民國110年10月,南部科學園區,生物技術,11.94
2021,10,民國110年10月,南部科學園區,積體電路,706.08
2021,10,民國110年10月,南部科學園區,精密機械,41.26
2021,10,民國110年10月,南部科學園區,總計,977.67
2021,10,民國110年10月,南部科學園區,通訊,17.61
2021,10,民國110年10月,南部科學園區,電腦及周邊,5.75
2021,10,民國110年10月,新竹科學園區,光電,119.7
2021,10,民國110年10月,新竹科學園區,其他,7.82
2021,10,民國110年10月,新竹科學園區,生物技術,18.51
2021,10,民國110年10月,新竹科學園區,積體電路,983.41
2021,10,民國110年10月,新竹科學園區,精密機械,35.2
2021,10,民國110年10月,新竹科學園區,總計,1330.78
2021,10,民國110年10月,新竹科學園區,通訊,44.65
2021,10,民國110年10月,新竹科學園區,電腦及周邊,121.5
2021,10,民國110年10月,總　　計,光電,451.51
2021,10,民國110年10月,總　　計,其他,13.32
2021,10,民國110年10月,總　　計,生物技術,36.6
2021,10,民國110年10月,總　　計,積體電路,2376.99
2021,10,民國110年10月,總　　計,精密機械,101.7
2021,10,民國110年10月,總　　計,總計,3174.67
2021,10,民國110年10月,總　　計,通訊,62.56
2021,10,民國110年10月,總　　計,電腦及周邊,131.99
2021,11,民國110年11月,中部科學園區,光電,133.44
2021,11,民國110年11月,中部科學園區,其他,2.61
2021,11,民國110年11月,中部科學園區,生物技術,7.57
2021,11,民國110年11月,中部科學園區,積體電路,766.37
2021,11,民國110年11月,中部科學園區,精密機械,23.9
2021,11,民國110年11月,中部科學園區,總計,938.48
2021,11,民國110年11月,中部科學園區,通訊,0.42
2021,11,民國110年11月,中部科學園區,電腦及周邊,4.17
2021,11,民國110年11月,南部科學園區,光電,195.62
2021,11,民國110年11月,南部科學園區,其他,2.23
2021,11,民國110年11月,南部科學園區,生物技術,12.5
2021,11,民國110年11月,南部科學園區,積體電路,764.37
2021,11,民國110年11月,南部科學園區,精密機械,46.16
2021,11,民國110年11月,南部科學園區,總計,1045.62
2021,11,民國110年11月,南部科學園區,通訊,16.53
2021,11,民國110年11月,南部科學園區,電腦及周邊,8.21
2021,11,民國110年11月,新竹科學園區,光電,130.35
2021,11,民國110年11月,新竹科學園區,其他,8.63
2021,11,民國110年11月,新竹科學園區,生物技術,18.34
2021,11,民國110年11月,新竹科學園區,積體電路,973.86
2021,11,民國110年11月,新竹科學園區,精密機械,38.85
2021,11,民國110年11月,新竹科學園區,總計,1363.55
2021,11,民國110年11月,新竹科學園區,通訊,51.19
2021,11,民國110年11月,新竹科學園區,電腦及周邊,142.33
2021,11,民國110年11月,總　　計,光電,459.41
2021,11,民國110年11月,總　　計,其他,13.46
2021,11,民國110年11月,總　　計,生物技術,38.41
2021,11,民國110年11月,總　　計,積體電路,2504.6
2021,11,民國110年11月,總　　計,精密機械,108.91
2021,11,民國110年11月,總　　計,總計,3347.66
2021,11,民國110年11月,總　　計,通訊,68.15
2021,11,民國110年11月,總　　計,電腦及周邊,154.71
2021,12,民國110年12月,中部科學園區,光電,154.78
2021,12,民國110年12月,中部科學園區,其他,2.34
2021,12,民國110年12月,中部科學園區,生物技術,8.4
2021,12,民國110年12月,中部科學園區,積體電路,784.79
2021,12,民國110年12月,中部科學園區,精密機械,26.73
2021,12,民國110年12月,中部科學園區,總計,983.3
2021,12,民國110年12月,中部科學園區,通訊,0.51
2021,12,民國110年12月,中部科學園區,電腦及周邊,5.74
2021,12,民國110年12月,南部科學園區,光電,208.68
2021,12,民國110年12月,南部科學園區,其他,2.14
2021,12,民國110年12月,南部科學園區,生物技術,11.91
2021,12,民國110年12月,南部科學園區,積體電路,972.39
2021,12,民國110年12月,南部科學園區,精密機械,49.97
2021,12,民國110年12月,南部科學園區,總計,1274.71
2021,12,民國110年12月,南部科學園區,通訊,21.22
2021,12,民國110年12月,南部科學園區,電腦及周邊,8.4
2021,12,民國110年12月,新竹科學園區,光電,146.68
2021,12,民國110年12月,新竹科學園區,其他,7.63
2021,12,民國110年12月,新竹科學園區,生物技術,20.39
2021,12,民國110年12月,新竹科學園區,積體電路,1046.9
2021,12,民國110年12月,新竹科學園區,精密機械,41.96
2021,12,民國110年12月,新竹科學園區,總計,1464.3
2021,12,民國110年12月,新竹科學園區,通訊,58.42
2021,12,民國110年12月,新竹科學園區,電腦及周邊,142.33
2021,12,民國110年12月,總　　計,光電,510.14
2021,12,民國110年12月,總　　計,其他,12.12
2021,12,民國110年12月,總　　計,生物技術,40.7
2021,12,民國110年12月,總　　計,積體電路,2804.08
2021,12,民國110年12月,總　　計,精密機械,118.66
2021,12,民國110年12月,總　　計,總計,3722.32
2021,12,民國110年12月,總　　計,通訊,80.15
2021,12,民國110年12月,總　　計,電腦及周邊,156.48
2022,1,民國111年1月,中部科學園區,光電,114.46
2022,1,民國111年1月,中部科學園區,其他,2.98
2022,1,民國111年1月,中部科學園區,生物技術,8.17
2022,1,民國111年1月,中部科學園區,積體電路,753.29
2022,1,民國111年1月,中部科學園區,精密機械,26.17
2022,1,民國111年1月,中部科學園區,總計,910.51
2022,1,民國111年1月,中部科學園區,通訊,0.32
2022,1,民國111年1月,中部科學園區,電腦及周邊,5.11
2022,1,民國111年1月,南部科學園區,光電,185.75
2022,1,民國111年1月,南部科學園區,其他,2.54
2022,1,民國111年1月,南部科學園區,生物技術,10.14
2022,1,民國111年1月,南部科學園區,積體電路,758.63
2022,1,民國111年1月,南部科學園區,精密機械,35.08
2022,1,民國111年1月,南部科學園區,總計,1015.06
2022,1,民國111年1月,南部科學園區,通訊,13.7
2022,1,民國111年1月,南部科學園區,電腦及周邊,9.22
2022,1,民國111年1月,新竹科學園區,光電,120.96
2022,1,民國111年1月,新竹科學園區,其他,8.15
2022,1,民國111年1月,新竹科學園區,生物技術,13.59
2022,1,民國111年1月,新竹科學園區,積體電路,916.26
2022,1,民國111年1月,新竹科學園區,精密機械,38.0
2022,1,民國111年1月,新竹科學園區,總計,1289.88
2022,1,民國111年1月,新竹科學園區,通訊,51.62
2022,1,民國111年1月,新竹科學園區,電腦及周邊,141.3
2022,1,民國111年1月,總　　計,光電,421.17
2022,1,民國111年1月,總　　計,其他,13.67
2022,1,民國111年1月,總　　計,生物技術,31.9
2022,1,民國111年1月,總　　計,積體電路,2428.18
2022,1,民國111年1月,總　　計,精密機械,99.25
2022,1,民國111年1月,總　　計,總計,3215.45
2022,1,民國111年1月,總　　計,通訊,65.64
2022,1,民國111年1月,總　　計,電腦及周邊,155.64
2022,2,民國111年2月,中部科學園區,光電,117.28
2022,2,民國111年2月,中部科學園區,其他,2.68
2022,2,民國111年2月,中部科學園區,生物技術,6.39
2022,2,民國111年2月,中部科學園區,積體電路,627.46
2022,2,民國111年2月,中部科學園區,精密機械,20.37
2022,2,民國111年2月,中部科學園區,總計,778.7
2022,2,民國111年2月,中部科學園區,通訊,0.36
2022,2,民國111年2月,中部科學園區,電腦及周邊,4.16
2022,2,民國111年2月,南部科學園區,光電,165.44
2022,2,民國111年2月,南部科學園區,其他,2.37
2022,2,民國111年2月,南部科學園區,生物技術,8.35
2022,2,民國111年2月,南部科學園區,積體電路,757.48
2022,2,民國111年2月,南部科學園區,精密機械,33.66
2022,2,民國111年2月,南部科學園區,總計,985.45
2022,2,民國111年2月,南部科學園區,通訊,10.95
2022,2,民國111年2月,南部科學園區,電腦及周邊,7.21
2022,2,民國111年2月,新竹科學園區,光電,140.04
2022,2,民國111年2月,新竹科學園區,其他,8.0
2022,2,民國111年2月,新竹科學園區,生物技術,13.1
2022,2,民國111年2月,新竹科學園區,積體電路,904.28
2022,2,民國111年2月,新竹科學園區,精密機械,33.48
2022,2,民國111年2月,新竹科學園區,總計,1256.74
2022,2,民國111年2月,新竹科學園區,通訊,42.13
2022,2,民國111年2月,新竹科學園區,電腦及周邊,115.71
2022,2,民國111年2月,總　　計,光電,422.76
2022,2,民國111年2月,總　　計,其他,13.06
2022,2,民國111年2月,總　　計,生物技術,27.83
2022,2,民國111年2月,總　　計,積體電路,2289.22
2022,2,民國111年2月,總　　計,精密機械,87.51
2022,2,民國111年2月,總　　計,總計,3020.9
2022,2,民國111年2月,總　　計,通訊,53.45
2022,2,民國111年2月,總　　計,電腦及周邊,127.07
2022,3,民國111年3月,中部科學園區,光電,133.55
2022,3,民國111年3月,中部科學園區,其他,2.83
2022,3,民國111年3月,中部科學園區,生物技術,9.41
2022,3,民國111年3月,中部科學園區,積體電路,776.67
2022,3,民國111年3月,中部科學園區,精密機械,31.12
2022,3,民國111年3月,中部科學園區,總計,959.13
2022,3,民國111年3月,中部科學園區,通訊,0.47
2022,3,民國111年3月,中部科學園區,電腦及周邊,5.07
2022,3,民國111年3月,南部科學園區,光電,194.13
2022,3,民國111年3月,南部科學園區,其他,2.32
2022,3,民國111年3月,南部科學園區,生物技術,10.91
2022,3,民國111年3月,南部科學園區,積體電路,829.18
2022,3,民國111年3月,南部科學園區,精密機械,45.98
2022,3,民國111年3月,南部科學園區,總計,1108.37
2022,3,民國111年3月,南部科學園區,通訊,16.25
2022,3,民國111年3月,南部科學園區,電腦及周邊,9.61
2022,3,民國111年3月,新竹科學園區,光電,143.51
2022,3,民國111年3月,新竹科學園區,其他,6.93
2022,3,民國111年3月,新竹科學園區,生物技術,16.25
2022,3,民國111年3月,新竹科學園區,積體電路,1030.55
2022,3,民國111年3月,新竹科學園區,精密機械,47.36
2022,3,民國111年3月,新竹科學園區,總計,1463.63
2022,3,民國111年3月,新竹科學園區,通訊,57.71
2022,3,民國111年3月,新竹科學園區,電腦及周邊,161.31
2022,3,民國111年3月,總　　計,光電,471.19
2022,3,民國111年3月,總　　計,其他,12.08
2022,3,民國111年3月,總　　計,生物技術,36.57
2022,3,民國111年3月,總　　計,積體電路,2636.4
2022,3,民國111年3月,總　　計,精密機械,124.46
2022,3,民國111年3月,總　　計,總計,3531.12
2022,3,民國111年3月,總　　計,通訊,74.43
2022,3,民國111年3月,總　　計,電腦及周邊,175.99
2022,4,民國111年4月,中部科學園區,光電,109.54
2022,4,民國111年4月,中部科學園區,其他,3.18
2022,4,民國111年4月,中部科學園區,生物技術,8.48
2022,4,民國111年4月,中部科學園區,積體電路,876.66
2022,4,民國111年4月,中部科學園區,精密機械,28.78
2022,4,民國111年4月,中部科學園區,總計,1031.71
2022,4,民國111年4月,中部科學園區,通訊,0.49
2022,4,民國111年4月,中部科學園區,電腦及周邊,4.6
2022,4,民國111年4月,南部科學園區,光電,164.41
2022,4,民國111年4月,南部科學園區,其他,2.53
2022,4,民國111年4月,南部科學園區,生物技術,9.49
2022,4,民國111年4月,南部科學園區,積體電路,800.2
2022,4,民國111年4月,南部科學園區,精密機械,39.3
2022,4,民國111年4月,南部科學園區,總計,1039.64
2022,4,民國111年4月,南部科學園區,通訊,14.56
2022,4,民國111年4月,南部科學園區,電腦及周邊,9.15
2022,4,民國111年4月,新竹科學園區,光電,120.97
2022,4,民國111年4月,新竹科學園區,其他,9.58
2022,4,民國111年4月,新竹科學園區,生物技術,13.91
2022,4,民國111年4月,新竹科學園區,積體電路,957.08
2022,4,民國111年4月,新竹科學園區,精密機械,43.82
2022,4,民國111年4月,新竹科學園區,總計,1333.41
2022,4,民國111年4月,新竹科學園區,通訊,44.71
2022,4,民國111年4月,新竹科學園區,電腦及周邊,143.35
2022,4,民國111年4月,總　　計,光電,394.92
2022,4,民國111年4月,總　　計,其他,15.29
2022,4,民國111年4月,總　　計,生物技術,31.87
2022,4,民國111年4月,總　　計,積體電路,2633.94
2022,4,民國111年4月,總　　計,精密機械,111.89
2022,4,民國111年4月,總　　計,總計,3404.77
2022,4,民國111年4月,總　　計,通訊,59.76
2022,4,民國111年4月,總　　計,電腦及周邊,157.1
2022,5,民國111年5月,中部科學園區,光電,102.63
2022,5,民國111年5月,中部科學園區,其他,2.88
2022,5,民國111年5月,中部科學園區,生物技術,10.5
2022,5,民國111年5月,中部科學園區,積體電路,878.19
2022,5,民國111年5月,中部科學園區,精密機械,27.57
2022,5,民國111年5月,中部科學園區,總計,1027.33
2022,5,民國111年5月,中部科學園區,通訊,0.48
2022,5,民國111年5月,中部科學園區,電腦及周邊,5.07
2022,5,民國111年5月,南部科學園區,光電,168.11
2022,5,民國111年5月,南部科學園區,其他,2.58
2022,5,民國111年5月,南部科學園區,生物技術,11.65
2022,5,民國111年5月,南部科學園區,積體電路,915.49
2022,5,民國111年5月,南部科學園區,精密機械,49.22
2022,5,民國111年5月,南部科學園區,總計,1166.78
2022,5,民國111年5月,南部科學園區,通訊,9.92
2022,5,民國111年5月,南部科學園區,電腦及周邊,9.8
2022,5,民國111年5月,新竹科學園區,光電,114.81
2022,5,民國111年5月,新竹科學園區,其他,8.83
2022,5,民國111年5月,新竹科學園區,生物技術,15.37
2022,5,民國111年5月,新竹科學園區,積體電路,1060.08
2022,5,民國111年5月,新竹科學園區,精密機械,38.72
2022,5,民國111年5月,新竹科學園區,總計,1445.21
2022,5,民國111年5月,新竹科學園區,通訊,54.26
2022,5,民國111年5月,新竹科學園區,電腦及周邊,153.15
2022,5,民國111年5月,總　　計,光電,385.56
2022,5,民國111年5月,總　　計,其他,14.28
2022,5,民國111年5月,總　　計,生物技術,37.52
2022,5,民國111年5月,總　　計,積體電路,2853.77
2022,5,民國111年5月,總　　計,精密機械,115.51
2022,5,民國111年5月,總　　計,總計,3639.32
2022,5,民國111年5月,總　　計,通訊,64.66
2022,5,民國111年5月,總　　計,電腦及周邊,168.03
2022,6,民國111年6月,中部科學園區,光電,98.22
2022,6,民國111年6月,中部科學園區,其他,2.56
2022,6,民國111年6月,中部科學園區,生物技術,8.2
2022,6,民國111年6月,中部科學園區,積體電路,863.89
2022,6,民國111年6月,中部科學園區,精密機械,29.22
2022,6,民國111年6月,中部科學園區,總計,1007.46
2022,6,民國111年6月,中部科學園區,通訊,0.68
2022,6,民國111年6月,中部科學園區,電腦及周邊,4.7
2022,6,民國111年6月,南部科學園區,光電,154.98
2022,6,民國111年6月,南部科學園區,其他,2.63
2022,6,民國111年6月,南部科學園區,生物技術,11.16
2022,6,民國111年6月,南部科學園區,積體電路,962.97
2022,6,民國111年6月,南部科學園區,精密機械,49.35
2022,6,民國111年6月,南部科學園區,總計,1206.33
2022,6,民國111年6月,南部科學園區,通訊,16.07
2022,6,民國111年6月,南部科學園區,電腦及周邊,9.16
2022,6,民國111年6月,新竹科學園區,光電,112.04
2022,6,民國111年6月,新竹科學園區,其他,8.82
2022,6,民國111年6月,新竹科學園區,生物技術,14.94
2022,6,民國111年6月,新竹科學園區,積體電路,1050.86
2022,6,民國111年6月,新竹科學園區,精密機械,39.82
2022,6,民國111年6月,新竹科學園區,總計,1464.89
2022,6,民國111年6月,新竹科學園區,通訊,54.13
2022,6,民國111年6月,新竹科學園區,電腦及周邊,184.29
2022,6,民國111年6月,總　　計,光電,365.24
2022,6,民國111年6月,總　　計,其他,14.01
2022,6,民國111年6月,總　　計,生物技術,34.3
2022,6,民國111年6月,總　　計,積體電路,2877.73
2022,6,民國111年6月,總　　計,精密機械,118.39
2022,6,民國111年6月,總　　計,總計,3678.68
