西元年,月,民國年,能源種類,能源流程,數值,單位
2024,4,民國113年4月,風力,公用發電廠,593548.91128,千度
2024,4,民國113年4月,風力,抽水用電,0.0,千度
2024,4,民國113年4月,風力,氣體燃料供應業,0.0,千度
2024,4,民國113年4月,風力,汽電共生廠,0.0,千度
2024,4,民國113年4月,風力,煉油廠,0.0,千度
2024,4,民國113年4月,風力,煉焦工場/煤製品業,0.0,千度
2024,4,民國113年4月,風力,煤礦業,0.0,千度
2024,4,民國113年4月,風力,發電廠,0.0,千度
2024,4,民國113年4月,風力,石油及天然氣礦業,0.0,千度
2024,4,民國113年4月,風力,能源部門自用,0.0,千度
2024,4,民國113年4月,風力,自用汽電共生廠,0.0,千度
2024,4,民國113年4月,風力,自用發電廠,1562.336,千度
2024,4,民國113年4月,風力,高爐工場,0.0,千度
2024,5,民國113年5月,原油及石油產品,(+)自產,30301.43522313565,公噸油當量
2024,5,民國113年5月,原油及石油產品,(+)進口,4551294.032861273,公噸油當量
2024,5,民國113年5月,原油及石油產品,(-)出口,1516528.1300428146,公噸油當量
2024,5,民國113年5月,原油及石油產品,(-)國際海運,109374.2480968,公噸油當量
2024,5,民國113年5月,原油及石油產品,(-)國際航空,258426.5426083,公噸油當量
2024,5,民國113年5月,原油及石油產品,(電子零組件製造業),501.082563518,公噸油當量
2024,5,民國113年5月,原油及石油產品,公用汽電共生廠,82.80878,公噸油當量
2024,5,民國113年5月,原油及石油產品,公用發電廠,55101.7279864,公噸油當量
2024,5,民國113年5月,原油及石油產品,抽水用電,0.0,公噸油當量
2024,5,民國113年5月,原油及石油產品,氣體燃料供應業,1.970809,公噸油當量
2024,5,民國113年5月,原油及石油產品,汽電共生廠,0.094,公噸油當量
2024,5,民國113年5月,原油及石油產品,煉油廠,257968.55804688943,公噸油當量
2024,5,民國113年5月,原油及石油產品,煉焦工場/煤製品業,0.0,公噸油當量
2024,5,民國113年5月,原油及石油產品,煤礦業,0.0,公噸油當量
2024,5,民國113年5月,原油及石油產品,發電廠,98.424016,公噸油當量
2024,5,民國113年5月,原油及石油產品,石油及天然氣礦業,0.0,公噸油當量
2024,5,民國113年5月,原油及石油產品,能源部門自用,258069.04687188944,公噸油當量
2024,5,民國113年5月,原油及石油產品,自用汽電共生廠,20230.588030786963,公噸油當量
2024,5,民國113年5月,原油及石油產品,自用發電廠,84.0278241,公噸油當量
2024,5,民國113年5月,原油及石油產品,高爐工場,0.0,公噸油當量
2024,5,民國113年5月,地熱,(+)自產,2257.367,千度
2024,5,民國113年5月,地熱,(+)進口,0.0,千度
2024,5,民國113年5月,地熱,(-)出口,0.0,千度
2024,5,民國113年5月,地熱,(-)國際海運,0.0,千度
2024,5,民國113年5月,地熱,(-)國際航空,0.0,千度
2024,5,民國113年5月,地熱,(電子零組件製造業),0.0,千度
2024,5,民國113年5月,地熱,公用汽電共生廠,0.0,千度
2024,5,民國113年5月,地熱,公用發電廠,1326.337,千度
2024,5,民國113年5月,地熱,抽水用電,0.0,千度
2024,5,民國113年5月,地熱,氣體燃料供應業,0.0,千度
2024,5,民國113年5月,地熱,汽電共生廠,0.0,千度
2024,5,民國113年5月,地熱,煉油廠,0.0,千度
2024,5,民國113年5月,地熱,煉焦工場/煤製品業,0.0,千度
2024,5,民國113年5月,地熱,煤礦業,0.0,千度
2024,5,民國113年5月,地熱,發電廠,0.0,千度
2024,5,民國113年5月,地熱,石油及天然氣礦業,0.0,千度
2024,5,民國113年5月,地熱,能源部門自用,0.0,千度
2024,5,民國113年5月,地熱,自用汽電共生廠,0.0,千度
2024,5,民國113年5月,地熱,自用發電廠,931.03,千度
2024,5,民國113年5月,地熱,高爐工場,0.0,千度
2024,5,民國113年5月,天然氣,(+)自產,4237.317562102077,公噸
2024,5,民國113年5月,天然氣,(+)進口,1717702.1622111462,公噸
2024,5,民國113年5月,天然氣,(-)出口,0.0,公噸
2024,5,民國113年5月,天然氣,(-)國際海運,0.0,公噸
2024,5,民國113年5月,天然氣,(-)國際航空,0.0,公噸
2024,5,民國113年5月,天然氣,(電子零組件製造業),22493.88400610584,公噸
2024,5,民國113年5月,天然氣,公用汽電共生廠,1711.9401445569356,公噸
2024,5,民國113年5月,天然氣,公用發電廠,1318732.27695004,公噸
2024,5,民國113年5月,天然氣,抽水用電,0.0,公噸
2024,5,民國113年5月,天然氣,氣體燃料供應業,1.614263907734057,公噸
2024,5,民國113年5月,天然氣,汽電共生廠,53.5258763003166,公噸
2024,5,民國113年5月,天然氣,煉油廠,45382.64691306785,公噸
2024,5,民國113年5月,天然氣,煉焦工場/煤製品業,0.0,公噸
2024,5,民國113年5月,天然氣,煤礦業,0.0,公噸
2024,5,民國113年5月,天然氣,發電廠,4.811089743589744,公噸
2024,5,民國113年5月,天然氣,石油及天然氣礦業,0.0,公噸
2024,5,民國113年5月,天然氣,能源部門自用,45442.598143019495,公噸
2024,5,民國113年5月,天然氣,自用汽電共生廠,19032.883162797207,公噸
2024,5,民國113年5月,天然氣,自用發電廠,0.0,公噸
2024,5,民國113年5月,天然氣,高爐工場,0.0,公噸
2024,5,民國113年5月,太陽光電,(+)自產,1263711.02925,千度
2024,5,民國113年5月,太陽光電,(+)進口,0.0,千度
2024,5,民國113年5月,太陽光電,(-)出口,0.0,千度
2024,5,民國113年5月,太陽光電,(-)國際海運,0.0,千度
2024,5,民國113年5月,太陽光電,(-)國際航空,0.0,千度
2024,5,民國113年5月,太陽光電,(電子零組件製造業),0.0,千度
2024,5,民國113年5月,太陽光電,公用汽電共生廠,0.0,千度
2024,5,民國113年5月,太陽光電,公用發電廠,438306.06525,千度
2024,5,民國113年5月,太陽光電,抽水用電,0.0,千度
2024,5,民國113年5月,太陽光電,氣體燃料供應業,0.0,千度
2024,5,民國113年5月,太陽光電,汽電共生廠,0.0,千度
2024,5,民國113年5月,太陽光電,煉油廠,0.0,千度
2024,5,民國113年5月,太陽光電,煉焦工場/煤製品業,0.0,千度
2024,5,民國113年5月,太陽光電,煤礦業,0.0,千度
2024,5,民國113年5月,太陽光電,發電廠,0.0,千度
2024,5,民國113年5月,太陽光電,石油及天然氣礦業,0.0,千度
2024,5,民國113年5月,太陽光電,能源部門自用,0.0,千度
2024,5,民國113年5月,太陽光電,自用汽電共生廠,0.0,千度
2024,5,民國113年5月,太陽光電,自用發電廠,825404.964,千度
2024,5,民國113年5月,太陽光電,高爐工場,0.0,千度
2024,5,民國113年5月,太陽熱能,(+)自產,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,(+)進口,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,(-)出口,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,(-)國際海運,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,(-)國際航空,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,(電子零組件製造業),0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,公用汽電共生廠,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,公用發電廠,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,抽水用電,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,氣體燃料供應業,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,汽電共生廠,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,煉油廠,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,煉焦工場/煤製品業,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,煤礦業,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,發電廠,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,石油及天然氣礦業,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,能源部門自用,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,自用汽電共生廠,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,自用發電廠,0.0,公噸油當量
2024,5,民國113年5月,太陽熱能,高爐工場,0.0,公噸油當量
2024,5,民國113年5月,核能,(+)自產,0.0,千度
2024,5,民國113年5月,核能,(+)進口,1454902.94,千度
2024,5,民國113年5月,核能,(-)出口,0.0,千度
2024,5,民國113年5月,核能,(-)國際海運,0.0,千度
2024,5,民國113年5月,核能,(-)國際航空,0.0,千度
2024,5,民國113年5月,核能,(電子零組件製造業),0.0,千度
2024,5,民國113年5月,核能,公用汽電共生廠,0.0,千度
2024,5,民國113年5月,核能,公用發電廠,1454902.94,千度
2024,5,民國113年5月,核能,抽水用電,0.0,千度
2024,5,民國113年5月,核能,氣體燃料供應業,0.0,千度
2024,5,民國113年5月,核能,汽電共生廠,0.0,千度
2024,5,民國113年5月,核能,煉油廠,0.0,千度
2024,5,民國113年5月,核能,煉焦工場/煤製品業,0.0,千度
2024,5,民國113年5月,核能,煤礦業,0.0,千度
2024,5,民國113年5月,核能,發電廠,0.0,千度
2024,5,民國113年5月,核能,石油及天然氣礦業,0.0,千度
2024,5,民國113年5月,核能,能源部門自用,0.0,千度
2024,5,民國113年5月,核能,自用汽電共生廠,0.0,千度
2024,5,民國113年5月,核能,自用發電廠,0.0,千度
2024,5,民國113年5月,核能,高爐工場,0.0,千度
2024,5,民國113年5月,水力,(+)自產,247130.625,千度
2024,5,民國113年5月,水力,(+)進口,0.0,千度
2024,5,民國113年5月,水力,(-)出口,0.0,千度
2024,5,民國113年5月,水力,(-)國際海運,0.0,千度
2024,5,民國113年5月,水力,(-)國際航空,0.0,千度
2024,5,民國113年5月,水力,(電子零組件製造業),0.0,千度
2024,5,民國113年5月,水力,公用汽電共生廠,0.0,千度
2024,5,民國113年5月,水力,公用發電廠,500793.818,千度
2024,5,民國113年5月,水力,抽水用電,0.0,千度
2024,5,民國113年5月,水力,氣體燃料供應業,0.0,千度
2024,5,民國113年5月,水力,汽電共生廠,0.0,千度
2024,5,民國113年5月,水力,煉油廠,0.0,千度
2024,5,民國113年5月,水力,煉焦工場/煤製品業,0.0,千度
2024,5,民國113年5月,水力,煤礦業,0.0,千度
2024,5,民國113年5月,水力,發電廠,0.0,千度
2024,5,民國113年5月,水力,石油及天然氣礦業,0.0,千度
2024,5,民國113年5月,水力,能源部門自用,0.0,千度
2024,5,民國113年5月,水力,自用汽電共生廠,0.0,千度
2024,5,民國113年5月,水力,自用發電廠,718.807,千度
2024,5,民國113年5月,水力,高爐工場,0.0,千度
2024,5,民國113年5月,煤及煤產品,(+)自產,0.0,公噸油當量
2024,5,民國113年5月,煤及煤產品,(+)進口,2990970.3511528,公噸油當量
2024,5,民國113年5月,煤及煤產品,(-)出口,2614.5106,公噸油當量
2024,5,民國113年5月,煤及煤產品,(-)國際海運,0.0,公噸油當量
2024,5,民國113年5月,煤及煤產品,(-)國際航空,0.0,公噸油當量
2024,5,民國113年5月,煤及煤產品,(電子零組件製造業),0.0,公噸油當量
2024,5,民國113年5月,煤及煤產品,公用汽電共生廠,33757.2290264,公噸油當量
2024,5,民國113年5月,煤及煤產品,公用發電廠,1619952.218062,公噸油當量
2024,5,民國113年5月,煤及煤產品,抽水用電,0.0,公噸油當量
2024,5,民國113年5月,煤及煤產品,氣體燃料供應業,0.0,公噸油當量
2024,5,民國113年5月,煤及煤產品,汽電共生廠,0.0,公噸油當量
2024,5,民國113年5月,煤及煤產品,煉油廠,0.0,公噸油當量
2024,5,民國113年5月,煤及煤產品,煉焦工場/煤製品業,38638.2881094,公噸油當量
2024,5,民國113年5月,煤及煤產品,煤礦業,0.0,公噸油當量
2024,5,民國113年5月,煤及煤產品,發電廠,0.0,公噸油當量
2024,5,民國113年5月,煤及煤產品,石油及天然氣礦業,0.0,公噸油當量
2024,5,民國113年5月,煤及煤產品,能源部門自用,82418.1244572,公噸油當量
2024,5,民國113年5月,煤及煤產品,自用汽電共生廠,611697.0329208161,公噸油當量
2024,5,民國113年5月,煤及煤產品,自用發電廠,24589.5722336,公噸油當量
2024,5,民國113年5月,煤及煤產品,高爐工場,43779.8363478,公噸油當量
2024,5,民國113年5月,熱能,(+)自產,0.0,公噸
2024,5,民國113年5月,熱能,(+)進口,0.0,公噸
2024,5,民國113年5月,熱能,(-)出口,0.0,公噸
2024,5,民國113年5月,熱能,(-)國際海運,0.0,公噸
2024,5,民國113年5月,熱能,(-)國際航空,0.0,公噸
2024,5,民國113年5月,熱能,(電子零組件製造業),38906.0,公噸
2024,5,民國113年5月,熱能,公用汽電共生廠,0.0,公噸
2024,5,民國113年5月,熱能,公用發電廠,0.0,公噸
2024,5,民國113年5月,熱能,抽水用電,0.0,公噸
2024,5,民國113年5月,熱能,氣體燃料供應業,0.0,公噸
2024,5,民國113年5月,熱能,汽電共生廠,25439.0,公噸
2024,5,民國113年5月,熱能,煉油廠,426162.732,公噸
2024,5,民國113年5月,熱能,煉焦工場/煤製品業,0.0,公噸
2024,5,民國113年5月,熱能,煤礦業,0.0,公噸
2024,5,民國113年5月,熱能,發電廠,0.0,公噸
2024,5,民國113年5月,熱能,石油及天然氣礦業,0.0,公噸
2024,5,民國113年5月,熱能,能源部門自用,451601.732,公噸
2024,5,民國113年5月,熱能,自用汽電共生廠,0.0,公噸
2024,5,民國113年5月,熱能,自用發電廠,0.0,公噸
2024,5,民國113年5月,熱能,高爐工場,0.0,公噸
2024,5,民國113年5月,生質能及廢棄物,(+)自產,152341.351425036,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,(+)進口,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,(-)出口,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,(-)國際海運,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,(-)國際航空,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,(電子零組件製造業),0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,公用汽電共生廠,4574.0504975,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,公用發電廠,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,抽水用電,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,氣體燃料供應業,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,汽電共生廠,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,煉油廠,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,煉焦工場/煤製品業,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,煤礦業,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,發電廠,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,石油及天然氣礦業,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,能源部門自用,0.0,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,自用汽電共生廠,106507.11579910706,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,自用發電廠,12416.274132736,公噸油當量
2024,5,民國113年5月,生質能及廢棄物,高爐工場,0.0,公噸油當量
2024,5,民國113年5月,自產天然氣,(+)自產,8222.327,千立方公尺
2024,5,民國113年5月,自產天然氣,(+)進口,0.0,千立方公尺
2024,5,民國113年5月,自產天然氣,(-)出口,0.0,千立方公尺
2024,5,民國113年5月,自產天然氣,(-)國際海運,0.0,千立方公尺
2024,5,民國113年5月,自產天然氣,(-)國際航空,0.0,千立方公尺
2024,5,民國113年5月,自產天然氣,(電子零組件製造業),12801.975,千立方公尺
2024,5,民國113年5月,自產天然氣,公用汽電共生廠,0.0,千立方公尺
2024,5,民國113年5月,自產天然氣,公用發電廠,0.0,千立方公尺
2024,5,民國113年5月,自產天然氣,抽水用電,0.0,千立方公尺
2024,5,民國113年5月,自產天然氣,氣體燃料供應業,2.285,千立方公尺
2024,5,民國113年5月,自產天然氣,汽電共生廠,0.0,千立方公尺
2024,5,民國113年5月,自產天然氣,煉油廠,2083.157,千立方公尺
2024,5,民國113年5月,自產天然氣,煉焦工場/煤製品業,0.0,千立方公尺
2024,5,民國113年5月,自產天然氣,煤礦業,0.0,千立方公尺
2024,5,民國113年5月,自產天然氣,發電廠,6.823,千立方公尺
2024,5,民國113年5月,自產天然氣,石油及天然氣礦業,0.0,千立方公尺
2024,5,民國113年5月,自產天然氣,能源部門自用,2092.265,千立方公尺
2024,5,民國113年5月,自產天然氣,自用汽電共生廠,77.37121037,千立方公尺
2024,5,民國113年5月,自產天然氣,自用發電廠,0.0,千立方公尺
2024,5,民國113年5月,自產天然氣,高爐工場,0.0,千立方公尺
2024,5,民國113年5月,進口液化天然氣,(+)自產,0.0,千立方公尺
2024,5,民國113年5月,進口液化天然氣,(+)進口,2267366.854118713,千立方公尺
2024,5,民國113年5月,進口液化天然氣,(-)出口,0.0,千立方公尺
2024,5,民國113年5月,進口液化天然氣,(-)國際海運,0.0,千立方公尺
2024,5,民國113年5月,進口液化天然氣,(-)國際航空,0.0,千立方公尺
2024,5,民國113年5月,進口液化天然氣,(電子零組件製造業),17684.874,千立方公尺
2024,5,民國113年5月,進口液化天然氣,公用汽電共生廠,2248.146,千立方公尺
2024,5,民國113年5月,進口液化天然氣,公用發電廠,1731779.41,千立方公尺
2024,5,民國113年5月,進口液化天然氣,抽水用電,0.0,千立方公尺
2024,5,民國113年5月,進口液化天然氣,氣體燃料供應業,0.004,千立方公尺
2024,5,民國113年5月,進口液化天然氣,汽電共生廠,70.291,千立方公尺
2024,5,民國113年5月,進口液化天然氣,煉油廠,57668.21408223,千立方公尺
2024,5,民國113年5月,進口液化天然氣,煉焦工場/煤製品業,0.0,千立方公尺
2024,5,民國113年5月,進口液化天然氣,煤礦業,0.0,千立方公尺
2024,5,民國113年5月,進口液化天然氣,發電廠,0.0,千立方公尺
2024,5,民國113年5月,進口液化天然氣,石油及天然氣礦業,0.0,千立方公尺
2024,5,民國113年5月,進口液化天然氣,能源部門自用,57738.50908223,千立方公尺
2024,5,民國113年5月,進口液化天然氣,自用汽電共生廠,24922.62888599,千立方公尺
2024,5,民國113年5月,進口液化天然氣,自用發電廠,0.0,千立方公尺
2024,5,民國113年5月,進口液化天然氣,高爐工場,0.0,千立方公尺
2024,5,民國113年5月,電力,(+)自產,0.0,千度
2024,5,民國113年5月,電力,(+)進口,0.0,千度
2024,5,民國113年5月,電力,(-)出口,0.0,千度
2024,5,民國113年5月,電力,(-)國際海運,0.0,千度
2024,5,民國113年5月,電力,(-)國際航空,0.0,千度
2024,5,民國113年5月,電力,(電子零組件製造業),5336528.98358,千度
2024,5,民國113年5月,電力,公用汽電共生廠,0.0,千度
2024,5,民國113年5月,電力,公用發電廠,0.0,千度
2024,5,民國113年5月,電力,抽水用電,292987.0,千度
2024,5,民國113年5月,電力,氣體燃料供應業,42725.051,千度
2024,5,民國113年5月,電力,汽電共生廠,126411.658,千度
2024,5,民國113年5月,電力,煉油廠,196473.73244,千度
2024,5,民國113年5月,電力,煉焦工場/煤製品業,0.0,千度
2024,5,民國113年5月,電力,煤礦業,0.0,千度
2024,5,民國113年5月,電力,發電廠,894268.6501,千度
2024,5,民國113年5月,電力,石油及天然氣礦業,2271.706,千度
2024,5,民國113年5月,電力,能源部門自用,1555137.79754,千度
2024,5,民國113年5月,電力,自用汽電共生廠,0.0,千度
2024,5,民國113年5月,電力,自用發電廠,0.0,千度
2024,5,民國113年5月,電力,高爐工場,0.0,千度
2024,5,民國113年5月,風力,(+)自產,878894.10281,千度
2024,5,民國113年5月,風力,(+)進口,0.0,千度
2024,5,民國113年5月,風力,(-)出口,0.0,千度
2024,5,民國113年5月,風力,(-)國際海運,0.0,千度
2024,5,民國113年5月,風力,(-)國際航空,0.0,千度
2024,5,民國113年5月,風力,(電子零組件製造業),0.0,千度
2024,5,民國113年5月,風力,公用汽電共生廠,0.0,千度
2024,5,民國113年5月,風力,公用發電廠,878657.94581,千度
2024,5,民國113年5月,風力,抽水用電,0.0,千度
2024,5,民國113年5月,風力,氣體燃料供應業,0.0,千度
2024,5,民國113年5月,風力,汽電共生廠,0.0,千度
2024,5,民國113年5月,風力,煉油廠,0.0,千度
2024,5,民國113年5月,風力,煉焦工場/煤製品業,0.0,千度
2024,5,民國113年5月,風力,煤礦業,0.0,千度
2024,5,民國113年5月,風力,發電廠,0.0,千度
2024,5,民國113年5月,風力,石油及天然氣礦業,0.0,千度
2024,5,民國113年5月,風力,能源部門自用,0.0,千度
2024,5,民國113年5月,風力,自用汽電共生廠,0.0,千度
2024,5,民國113年5月,風力,自用發電廠,236.157,千度
2024,5,民國113年5月,風力,高爐工場,0.0,千度
2024,6,民國113年6月,原油及石油產品,(+)自產,26064.18622824539,公噸油當量
2024,6,民國113年6月,原油及石油產品,(+)進口,4557264.128730192,公噸油當量
2024,6,民國113年6月,原油及石油產品,(-)出口,1197222.0922899812,公噸油當量
2024,6,民國113年6月,原油及石油產品,(-)國際海運,91744.2117773,公噸油當量
2024,6,民國113年6月,原油及石油產品,(-)國際航空,254546.5364805,公噸油當量
2024,6,民國113年6月,原油及石油產品,(電子零組件製造業),218.54800524,公噸油當量
2024,6,民國113年6月,原油及石油產品,公用汽電共生廠,35.60509,公噸油當量
2024,6,民國113年6月,原油及石油產品,公用發電廠,64351.4665495,公噸油當量
2024,6,民國113年6月,原油及石油產品,抽水用電,0.0,公噸油當量
2024,6,民國113年6月,原油及石油產品,氣體燃料供應業,1.9208823,公噸油當量
2024,6,民國113年6月,原油及石油產品,汽電共生廠,0.081216,公噸油當量
2024,6,民國113年6月,原油及石油產品,煉油廠,255716.66221401625,公噸油當量
2024,6,民國113年6月,原油及石油產品,煉焦工場/煤製品業,0.0,公噸油當量
2024,6,民國113年6月,原油及石油產品,煤礦業,0.0,公噸油當量
2024,6,民國113年6月,原油及石油產品,發電廠,93.892464,公噸油當量
2024,6,民國113年6月,原油及石油產品,石油及天然氣礦業,0.0,公噸油當量
2024,6,民國113年6月,原油及石油產品,能源部門自用,255812.55677631625,公噸油當量
2024,6,民國113年6月,原油及石油產品,自用汽電共生廠,15195.763420848483,公噸油當量
2024,6,民國113年6月,原油及石油產品,自用發電廠,299.8271611,公噸油當量
2024,6,民國113年6月,原油及石油產品,高爐工場,0.0,公噸油當量
2024,6,民國113年6月,地熱,(+)自產,1828.395,千度
2024,6,民國113年6月,地熱,(+)進口,0.0,千度
2024,6,民國113年6月,地熱,(-)出口,0.0,千度
2024,6,民國113年6月,地熱,(-)國際海運,0.0,千度
2024,6,民國113年6月,地熱,(-)國際航空,0.0,千度
2024,6,民國113年6月,地熱,(電子零組件製造業),0.0,千度
2024,6,民國113年6月,地熱,公用汽電共生廠,0.0,千度
2024,6,民國113年6月,地熱,公用發電廠,951.266,千度
2024,6,民國113年6月,地熱,抽水用電,0.0,千度
2024,6,民國113年6月,地熱,氣體燃料供應業,0.0,千度
2024,6,民國113年6月,地熱,汽電共生廠,0.0,千度
2024,6,民國113年6月,地熱,煉油廠,0.0,千度
2024,6,民國113年6月,地熱,煉焦工場/煤製品業,0.0,千度
2024,6,民國113年6月,地熱,煤礦業,0.0,千度
2024,6,民國113年6月,地熱,發電廠,0.0,千度
2024,6,民國113年6月,地熱,石油及天然氣礦業,0.0,千度
2024,6,民國113年6月,地熱,能源部門自用,0.0,千度
2024,6,民國113年6月,地熱,自用汽電共生廠,0.0,千度
2024,6,民國113年6月,地熱,自用發電廠,877.129,千度
2024,6,民國113年6月,地熱,高爐工場,0.0,千度
2024,6,民國113年6月,天然氣,(+)自產,4140.26973958877,公噸
2024,6,民國113年6月,天然氣,(+)進口,1891528.6425011328,公噸
2024,6,民國113年6月,天然氣,(-)出口,0.0,公噸
2024,6,民國113年6月,天然氣,(-)國際海運,0.0,公噸
2024,6,民國113年6月,天然氣,(-)國際航空,0.0,公噸
2024,6,民國113年6月,天然氣,(電子零組件製造業),22404.42174555544,公噸
2024,6,民國113年6月,天然氣,公用汽電共生廠,1456.9644382980205,公噸
2024,6,民國113年6月,天然氣,公用發電廠,1446759.223704902,公噸
2024,6,民國113年6月,天然氣,抽水用電,0.0,公噸
2024,6,民國113年6月,天然氣,氣體燃料供應業,2.789656264133876,公噸
2024,6,民國113年6月,天然氣,汽電共生廠,108.2335846988832,公噸
2024,6,民國113年6月,天然氣,煉油廠,40320.58321767084,公噸
2024,6,民國113年6月,天然氣,煉焦工場/煤製品業,0.0,公噸
2024,6,民國113年6月,天然氣,煤礦業,0.0,公噸
2024,6,民國113年6月,天然氣,發電廠,5.1855128205128205,公噸
2024,6,民國113年6月,天然氣,石油及天然氣礦業,0.0,公噸
2024,6,民國113年6月,天然氣,能源部門自用,40436.791971454375,公噸
2024,6,民國113年6月,天然氣,自用汽電共生廠,17040.450376059925,公噸
2024,6,民國113年6月,天然氣,自用發電廠,47.64692307692307,公噸
2024,6,民國113年6月,天然氣,高爐工場,0.0,公噸
2024,6,民國113年6月,太陽光電,(+)自產,1602413.22777,千度
2024,6,民國113年6月,太陽光電,(+)進口,0.0,千度
2024,6,民國113年6月,太陽光電,(-)出口,0.0,千度
2024,6,民國113年6月,太陽光電,(-)國際海運,0.0,千度
2024,6,民國113年6月,太陽光電,(-)國際航空,0.0,千度
2024,6,民國113年6月,太陽光電,(電子零組件製造業),0.0,千度
2024,6,民國113年6月,太陽光電,公用汽電共生廠,0.0,千度
2024,6,民國113年6月,太陽光電,公用發電廠,450600.64977,千度
2024,6,民國113年6月,太陽光電,抽水用電,0.0,千度
2024,6,民國113年6月,太陽光電,氣體燃料供應業,0.0,千度
2024,6,民國113年6月,太陽光電,汽電共生廠,0.0,千度
2024,6,民國113年6月,太陽光電,煉油廠,0.0,千度
2024,6,民國113年6月,太陽光電,煉焦工場/煤製品業,0.0,千度
2024,6,民國113年6月,太陽光電,煤礦業,0.0,千度
2024,6,民國113年6月,太陽光電,發電廠,0.0,千度
2024,6,民國113年6月,太陽光電,石油及天然氣礦業,0.0,千度
2024,6,民國113年6月,太陽光電,能源部門自用,0.0,千度
2024,6,民國113年6月,太陽光電,自用汽電共生廠,0.0,千度
2024,6,民國113年6月,太陽光電,自用發電廠,1151812.578,千度
2024,6,民國113年6月,太陽光電,高爐工場,0.0,千度
2024,6,民國113年6月,太陽熱能,(+)自產,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,(+)進口,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,(-)出口,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,(-)國際海運,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,(-)國際航空,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,(電子零組件製造業),0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,公用汽電共生廠,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,公用發電廠,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,抽水用電,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,氣體燃料供應業,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,汽電共生廠,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,煉油廠,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,煉焦工場/煤製品業,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,煤礦業,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,發電廠,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,石油及天然氣礦業,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,能源部門自用,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,自用汽電共生廠,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,自用發電廠,0.0,公噸油當量
2024,6,民國113年6月,太陽熱能,高爐工場,0.0,公噸油當量
2024,6,民國113年6月,核能,(+)自產,0.0,千度
2024,6,民國113年6月,核能,(+)進口,1389791.61,千度
2024,6,民國113年6月,核能,(-)出口,0.0,千度
2024,6,民國113年6月,核能,(-)國際海運,0.0,千度
2024,6,民國113年6月,核能,(-)國際航空,0.0,千度
2024,6,民國113年6月,核能,(電子零組件製造業),0.0,千度
2024,6,民國113年6月,核能,公用汽電共生廠,0.0,千度
